grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time2
80,12,24,0,1.1666666666666667,1.99
50,10,24,1,1.6,4.41
50,51,22,1,1.2,1.88
50,28,18,0,1.5714285714285714,3.74
20,45,36,1,2.25,13.88
20,31,18,0,1.6875,37.49
20,28,24,0,1.5333333333333334,37.8
80,24,14,1,1.6,1.25
20,48,22,0,1.0,25.1
50,26,18,0,3.0,4.13
20,35,36,0,1.4545454545454546,31.13
20,15,16,0,1.64,84.6
50,24,20,0,2.0,4.26
50,28,34,0,1.4,3.44
50,18,36,0,2.2,4.59
20,31,20,1,1.5625,21.99
20,46,26,1,2.333333333333333,14.56
50,28,30,0,1.6,3.65
80,36,16,1,1.0,1.07
100,10,20,1,2.0,1.01
20,11,36,1,2.7333333333333334,42.99
20,24,30,0,1.9230769230769231,39.05
50,16,14,1,3.571428571428572,4.38
50,14,16,1,4.666666666666667,4.65
20,26,36,0,1.6666666666666667,36.3
50,24,18,1,1.375,3.1
100,25,16,1,1.0,0.86
20,51,30,0,1.7777777777777777,21.94
20,20,30,0,1.0,48.33
50,39,18,1,2.2,2.25
50,25,24,0,1.0,3.91
80,10,16,0,2.5,2.65
20,38,18,1,2.0,19.75
50,30,26,1,2.0,2.31
50,10,20,1,2.0,4.79
20,46,28,0,1.7,24.37
20,34,28,0,3.625,31.07
50,24,26,0,2.4,3.91
50,20,28,0,2.4,4.42
20,48,18,1,2.7,16.73
20,48,36,0,3.333333333333333,22.74
20,57,24,0,1.0,21.04
20,37,30,0,1.2307692307692308,28.51
20,40,34,0,1.1666666666666667,26.02
20,15,20,0,1.32,69.55
20,19,24,0,1.3,51.92
50,38,18,0,2.0,3.21
20,35,24,1,1.4285714285714286,18.66
50,18,26,1,1.5714285714285714,3.02
50,60,14,0,1.1666666666666667,2.8
80,16,24,0,1.4,1.67
50,45,16,1,1.3333333333333333,2.57
20,42,24,1,1.818181818181818,16.29
20,54,14,0,3.888888888888889,30.28
20,45,28,1,3.8571428571428568,15.64
20,29,28,0,4.375,35.84
20,44,26,1,2.4444444444444446,15.32
50,40,18,0,1.3333333333333333,3.17
50,40,30,0,1.2,2.76
50,11,20,0,1.8,7.08
20,52,16,0,3.4444444444444446,27.64
50,13,34,0,1.5714285714285714,5.86
20,15,26,0,1.7368421052631582,65.18
20,43,18,0,2.4545454545454546,28.95
50,18,16,1,5.0,3.86
20,52,30,1,2.8571428571428568,12.94
20,21,36,1,2.4545454545454546,23.66
20,34,24,0,3.4444444444444446,31.9
50,31,28,0,1.1666666666666667,3.41
50,18,34,0,2.2,4.48
20,54,18,1,1.3846153846153846,16.22
20,15,18,1,1.2222222222222223,47.09
20,23,22,1,4.5,28.29
80,12,16,1,1.4285714285714286,1.64
20,12,30,1,1.08,42.52
80,11,24,1,2.2,1.44
20,42,16,1,3.5,21.12
50,12,36,1,3.2,3.62
20,39,22,1,1.2666666666666666,18.58
50,60,14,1,1.1666666666666667,2.18
20,33,18,1,1.2222222222222223,23.14
50,30,22,1,1.6666666666666667,2.33
80,10,26,1,1.5,1.47
20,11,18,1,1.6666666666666667,59.25
20,16,24,0,2.7333333333333334,62.93
50,19,34,1,2.0,2.63
20,42,20,0,1.4285714285714286,28.58
50,18,22,1,3.6,3.17
20,11,28,0,1.5909090909090908,84.04
20,38,16,1,1.7333333333333334,22.29
100,12,14,1,1.1428571428571428,1.12
20,34,24,1,1.4285714285714286,18.88
20,55,28,0,1.8888888888888888,20.93
50,30,36,1,1.4,2.19
20,54,30,1,1.181818181818182,12.64
80,10,22,1,2.4,1.57
50,12,28,0,1.75,6.28
20,46,32,0,1.5,24.37
50,51,18,1,1.4,2.09
20,17,36,0,1.9285714285714288,54.41
20,30,28,1,1.9166666666666667,19.8
50,20,36,1,1.3333333333333333,2.72
50,16,30,1,1.25,3.12
20,49,20,0,5.0,26.71
20,27,28,0,3.888888888888889,37.68
20,60,32,0,2.2857142857142856,19.67
20,29,16,0,1.8235294117647056,44.11
50,24,36,0,1.6,3.98
50,22,20,0,3.6,4.29
20,52,36,0,1.4444444444444444,21.85
80,20,18,0,1.6,1.61
50,36,24,1,1.1666666666666667,2.33
20,19,30,0,2.5384615384615383,49.5
50,40,36,1,1.0,2.0
20,60,14,1,4.375,17.76
20,12,14,0,4.882352941176472,118.01
20,40,36,1,4.166666666666667,14.93
50,12,26,1,1.875,3.98
20,45,24,1,1.2307692307692308,15.62
50,39,36,0,1.0,3.02
20,52,26,0,2.1111111111111107,22.88
20,30,36,1,1.5,19.5
20,50,36,1,1.0909090909090908,13.59
50,36,18,1,1.1428571428571428,2.54
50,25,24,0,1.0,3.79
20,23,22,1,1.0476190476190477,27.64
50,13,16,1,1.25,4.96
20,40,14,0,2.2142857142857144,38.19
20,25,34,0,2.9,36.97
50,23,28,1,1.1428571428571428,2.71
50,17,18,1,4.4,3.47
20,15,28,0,1.9411764705882355,61.13
20,27,28,0,2.4545454545454546,36.99
50,27,16,1,1.7142857142857142,3.18
50,13,30,1,1.8571428571428568,3.51
20,16,34,1,2.2142857142857144,31.08
20,40,36,0,4.166666666666667,28.38
50,34,16,1,1.8333333333333333,2.83
20,57,16,1,3.875,16.61
100,13,14,1,1.0,1.13
20,38,22,0,2.363636363636364,29.81
20,18,34,1,4.5555555555555545,28.01
20,45,36,1,1.7777777777777777,13.77
20,35,22,1,3.888888888888889,19.65
20,23,18,0,1.2857142857142858,49.63
50,14,26,0,2.0,5.63
50,19,28,0,2.8,4.59
50,29,18,0,1.8333333333333333,3.63
20,26,36,0,3.0,40.31
20,33,20,1,1.375,21.6
50,33,30,1,1.0,2.2
50,28,22,1,1.2857142857142858,2.52
80,12,18,0,2.6,2.13
20,45,36,0,1.7777777777777777,24.55
50,52,14,0,1.0,3.07
50,52,30,1,1.0,1.88
100,12,20,0,1.6,1.23
20,42,36,1,2.8571428571428568,14.24
80,21,14,1,1.6,1.33
20,46,16,0,1.4,30.48
80,22,24,0,1.0,1.43
20,40,28,0,1.0714285714285714,27.14
20,36,20,0,2.8181818181818183,31.82
20,55,28,1,3.1428571428571432,13.52
50,21,22,1,1.0,3.03
20,33,36,0,1.1538461538461535,32.2
20,35,32,1,1.0714285714285714,17.45
50,30,32,0,1.6,3.79
50,17,18,1,1.0,3.77
20,17,32,0,2.2142857142857144,53.19
50,39,14,0,1.2857142857142858,3.68
20,25,22,0,1.1,42.23
20,54,20,0,1.818181818181818,23.71
20,57,34,1,1.75,15.33
20,30,36,1,2.7777777777777777,18.66
20,10,24,1,1.64,77.28
20,26,36,1,1.4615384615384617,20.73
80,21,22,1,1.0,1.14
20,33,24,0,1.6923076923076923,32.46
50,40,34,0,1.0,2.69
100,14,14,0,1.0,1.39
20,16,30,1,1.9375,32.69
20,52,30,1,1.0,13.79
20,49,18,0,2.090909090909091,27.36
50,34,34,0,1.0,3.05
50,36,16,0,1.8333333333333333,3.53
50,14,28,1,2.0,3.3
20,55,32,0,1.0909090909090908,21.48
50,24,36,1,1.1666666666666667,2.53
50,54,16,0,1.1666666666666667,2.91
50,16,16,1,4.166666666666667,4.29
20,26,30,0,4.75,39.42
20,54,18,0,3.0,24.71
50,17,30,0,2.6,4.8
20,13,14,0,3.736842105263158,108.18
20,19,28,1,2.6923076923076925,28.52
20,20,18,1,1.08,36.4
50,19,20,1,1.0,3.39
20,56,36,1,1.625,12.09
50,39,28,0,1.4,2.75
20,15,20,0,3.125,70.09
50,35,36,1,1.0,2.16
20,53,28,1,1.8888888888888888,13.05
20,55,36,1,2.2857142857142856,12.66
20,17,28,1,2.5,31.08
50,15,16,1,1.0833333333333333,4.54
50,27,26,1,2.2,2.47
20,40,28,1,4.428571428571429,16.88
50,12,36,1,1.375,3.6
20,10,26,0,2.631578947368421,93.2
50,16,26,0,2.5,5.23
50,30,30,0,1.0,3.55
50,18,16,1,3.6666666666666665,3.86
20,31,30,0,4.125,32.74
50,57,24,0,1.0,2.41
100,10,18,0,1.3333333333333333,1.5
20,35,26,1,1.3571428571428572,18.72
20,58,36,1,4.0,16.02
80,23,24,0,1.0,1.41
20,30,32,1,4.714285714285714,21.23
80,24,22,0,1.0,1.38
20,12,30,0,1.65,75.95
20,18,24,0,1.7222222222222223,54.09
50,38,20,0,2.0,3.02
50,25,32,0,1.3333333333333333,3.94
20,60,36,1,2.6666666666666665,20.94
20,20,26,0,1.3157894736842106,48.36
20,50,30,1,4.166666666666667,13.64
20,42,24,0,2.3,27.33
20,36,30,1,1.818181818181818,16.9
20,51,32,1,1.6666666666666667,13.73
20,41,24,0,1.6666666666666667,28.98
20,54,14,1,1.7692307692307692,18.96
50,39,18,0,1.0,3.23
20,41,24,1,1.6666666666666667,16.57
100,11,14,0,1.2857142857142858,1.59
20,49,16,0,3.1,29.91
20,33,22,0,1.4666666666666666,33.68
80,20,20,1,1.0,1.23
20,15,28,1,1.0869565217391304,34.47
50,24,20,1,1.25,2.97
50,34,24,1,1.6,2.24
20,56,36,1,2.833333333333333,12.13
50,52,24,1,1.2,1.96
50,30,22,1,1.5,2.45
20,25,36,1,2.7,21.27
20,59,32,1,1.875,12.09
20,60,24,0,1.3636363636363635,20.07
20,36,14,1,1.5882352941176472,25.81
20,44,24,1,2.2,15.49
20,36,20,0,1.9230769230769231,31.32
20,28,18,0,1.15,41.67
20,38,16,0,2.3846153846153846,35.41
20,40,18,0,1.9230769230769231,30.36
20,40,14,1,1.4705882352941178,23.5
50,15,24,1,2.6666666666666665,3.44
20,32,24,0,3.1,33.38
20,15,20,0,2.05,69.36
20,20,18,0,3.8461538461538463,55.43
20,44,18,0,1.6923076923076923,28.6
20,27,14,1,5.0,34.37
50,30,26,1,1.1666666666666667,2.55
20,44,24,0,1.818181818181818,25.73
20,49,32,0,2.125,22.2
20,48,36,1,2.571428571428572,13.51
50,38,20,1,2.0,2.19
20,28,36,1,1.3076923076923077,19.32
50,48,20,1,1.6,2.1
20,57,18,1,2.888888888888889,14.85
20,47,30,0,1.6,23.93
20,32,36,1,3.8571428571428568,18.16
20,30,28,0,4.125,34.26
50,23,18,0,1.375,4.31
20,25,26,1,3.8,24.19
20,50,18,0,4.125,26.69
80,25,24,0,1.0,1.3
50,15,16,0,1.6,6.41
20,24,18,0,1.7222222222222223,48.05
80,21,22,1,1.0,1.15
20,35,18,1,1.4375,21.71
20,35,36,0,3.8571428571428568,29.7
50,27,24,1,2.2,2.47
20,35,36,0,1.0769230769230769,29.99
20,34,26,1,1.3571428571428572,19.57
80,24,20,1,1.2,1.15
20,16,30,0,1.25,57.66
20,36,28,0,4.428571428571429,29.06
20,58,36,0,1.625,20.36
50,24,32,0,1.3333333333333333,3.97
50,57,26,0,1.0,2.36
20,58,16,1,1.1333333333333333,16.99
50,15,20,0,2.0,5.59
50,35,20,0,1.1428571428571428,3.16
80,22,24,0,1.0,1.43
50,55,18,1,1.0,2.03
20,60,28,0,1.4,20.67
50,54,16,0,1.6,2.85
20,39,34,1,4.833333333333333,16.4
20,54,26,1,4.5,13.85
20,26,32,0,3.4444444444444446,37.61
100,12,30,0,1.0,1.21
20,22,24,0,1.1,45.1
50,15,24,0,1.625,5.62
50,54,26,1,1.0,1.82
20,35,24,1,1.9166666666666667,18.82
50,20,32,1,1.6666666666666667,3.13
20,12,20,0,1.064516129032258,91.23
50,29,26,1,1.1666666666666667,2.55
20,52,20,1,2.7777777777777777,14.34
50,54,14,1,1.0,2.34
20,27,34,0,1.2857142857142858,36.56
50,12,16,1,1.3333333333333333,5.2
20,23,32,0,1.4,43.95
50,13,14,1,4.0,5.09
20,50,24,1,3.125,14.27
20,22,22,1,4.090909090909091,28.64
20,26,34,1,3.2222222222222223,20.98
50,24,20,1,3.2,2.8
50,10,34,1,4.0,3.97
20,28,36,0,3.375,36.4
20,25,16,0,1.0,50.59
50,52,14,0,1.0,3.07
20,35,36,1,1.4545454545454546,16.46
80,23,14,1,1.6,1.31
20,15,26,1,4.166666666666667,37.15
50,27,24,0,2.2,3.61
50,27,30,1,1.1666666666666667,2.67
50,39,26,1,1.4,2.1
20,32,28,1,1.1333333333333333,19.1
50,13,20,1,1.5,4.08
20,28,28,0,1.0,35.52
80,13,14,0,1.125,2.48
80,19,14,1,1.3333333333333333,1.48
20,10,34,0,3.571428571428572,88.38
20,54,14,1,1.0588235294117647,19.43
50,30,20,0,2.6,3.47
20,56,18,0,1.818181818181818,23.39
50,35,36,0,1.0,3.31
20,33,34,1,2.4444444444444446,17.09
20,32,22,1,2.8181818181818183,20.74
20,32,18,1,2.3846153846153846,22.78
50,50,32,1,1.0,1.77
20,40,36,0,1.0833333333333333,26.53
20,57,28,0,3.8333333333333335,21.68
100,12,30,1,1.0,0.85
100,19,18,0,1.0,1.05
20,16,30,0,3.4166666666666665,59.07
50,40,26,1,1.4,2.05
20,33,34,0,2.4444444444444446,30.21
50,30,14,1,1.1111111111111112,3.14
20,33,34,0,4.142857142857143,31.25
50,33,20,0,1.6666666666666667,3.18
20,24,34,1,1.4285714285714286,21.59
20,28,30,0,1.9166666666666667,36.48
50,51,14,0,1.8,3.08
20,60,18,1,1.5,14.78
50,40,30,1,1.2,2.01
20,43,26,1,1.7272727272727273,15.9
20,45,16,1,2.25,19.41
20,32,30,1,1.6666666666666667,18.64
20,16,36,1,1.8,30.21
20,56,30,0,2.125,20.77
50,58,16,0,1.0,2.76
20,51,26,0,4.833333333333333,24.47
20,33,24,1,1.3333333333333333,19.26
50,54,14,1,1.0,2.32
20,27,24,0,1.1111111111111112,38.17
50,10,26,1,2.8571428571428568,4.33
20,41,16,0,2.583333333333333,33.51
20,30,14,1,2.9285714285714284,30.67
20,40,18,1,1.25,19.54
20,55,28,1,1.8888888888888888,13.24
80,30,16,1,1.2,1.13
20,51,30,1,1.7777777777777777,16.05
50,18,24,0,1.7142857142857142,4.88
20,60,22,1,3.571428571428572,12.72
20,16,20,1,3.333333333333333,39.26
20,24,24,1,4.1,26.39
20,22,18,1,1.2272727272727273,32.07
80,11,24,1,2.0,1.41
20,55,34,1,4.4,11.86
20,14,18,0,3.2352941176470584,78.69
100,11,14,1,1.2857142857142858,1.16
20,43,30,1,1.4545454545454546,15.62
20,20,18,1,2.5625,34.87
20,36,18,1,2.0769230769230766,20.64
50,16,14,1,1.1666666666666667,4.59
20,44,34,1,3.1428571428571432,13.88
20,51,24,1,1.0769230769230769,14.2
20,46,18,0,2.7,27.24
20,10,24,0,1.64,96.25
20,26,26,0,4.2222222222222205,39.48
100,15,24,0,1.0,1.08
20,54,18,1,3.0,15.53
20,11,36,0,2.7333333333333334,80.52
20,48,30,1,1.0833333333333333,13.85
20,10,36,0,1.65,88.12
20,30,14,1,1.9411764705882355,31.12
20,20,32,1,1.6666666666666667,26.32
50,22,30,0,1.6666666666666667,3.96
20,28,26,1,4.75,22.24
80,11,24,0,2.0,2.06
20,14,26,0,2.235294117647059,69.79
20,46,32,1,1.5,13.94
20,36,34,1,4.833333333333333,16.26
20,20,28,0,2.9166666666666665,48.56
50,20,18,1,1.1,3.32
50,22,14,0,1.5555555555555556,5.17
20,27,20,1,2.5384615384615383,24.66
20,57,34,0,1.4444444444444444,20.62
50,55,16,1,1.8,2.05
50,27,20,1,2.6,2.7
20,30,22,0,1.6666666666666667,35.53
20,45,24,0,1.2307692307692308,25.38
20,50,36,1,5.0,13.29
50,11,32,0,3.0,6.68
50,13,18,1,3.1428571428571432,4.24
50,18,18,1,2.2857142857142856,3.55
20,55,24,1,1.4545454545454546,13.39
50,45,26,1,1.2,1.93
20,55,24,0,2.2222222222222223,21.47
50,54,20,1,1.2,2.01
20,48,26,0,1.25,23.86
50,37,26,0,1.4,3.01
50,36,14,0,1.125,4.07
20,11,22,1,2.0454545454545454,53.73
20,39,28,0,1.4166666666666667,27.03
20,35,30,0,1.1428571428571428,29.88
20,48,36,0,1.3,22.98
20,60,24,1,1.6,14.3
20,39,18,0,1.0555555555555556,33.63
100,10,14,0,2.8,1.59
50,19,14,0,1.4,6.11
20,34,18,0,2.230769230769231,34.91
20,55,18,1,4.714285714285714,19.21
20,50,24,0,2.0,24.14
20,56,36,1,1.1,12.46
100,10,24,1,1.0,1.02
50,28,26,1,1.0,2.62
20,20,24,1,1.25,28.96
20,42,32,0,1.3636363636363635,25.81
50,10,24,1,2.5,4.57
50,40,18,1,2.2,2.22
20,25,24,1,2.75,25.22
20,18,28,1,3.727272727272727,30.92
100,17,18,1,1.0,0.92
50,17,18,0,1.0,5.38
20,28,20,1,2.2142857142857144,24.44
50,60,22,0,1.2,2.15
20,52,14,1,1.1176470588235294,20.82
20,32,34,0,4.142857142857143,31.11
20,60,34,0,4.0,19.55
80,30,14,0,1.2,1.45
50,44,24,1,1.0,1.97
20,14,22,0,2.647058823529412,71.03
50,16,20,0,1.2,5.45
80,12,22,1,2.2,1.43
20,41,34,1,1.1666666666666667,15.64
50,37,34,1,1.0,2.0
20,38,30,1,3.125,16.61
20,53,20,1,2.7777777777777777,14.78
50,35,18,1,1.5,2.51
50,19,36,1,2.2,2.69
50,18,14,1,1.7777777777777777,4.17
20,56,30,1,1.0909090909090908,12.82
20,36,22,0,2.4545454545454546,30.64
20,28,30,1,1.4285714285714286,20.43
50,37,28,1,1.4,2.08
50,35,24,0,1.1666666666666667,3.06
100,13,20,0,1.4,1.21
20,42,30,0,1.5454545454545454,25.36
80,20,22,0,1.2,1.58
20,24,16,0,2.7333333333333334,52.87
20,29,36,1,1.3076923076923077,19.13
80,15,18,1,1.3333333333333333,1.45
20,34,24,1,3.4444444444444446,18.6
20,33,14,0,2.333333333333333,43.87
20,22,28,1,3.1818181818181817,25.82
20,15,28,0,2.1875,62.75
20,12,20,0,1.64,87.47
20,14,36,1,1.15,34.54
20,33,26,0,1.2666666666666666,31.71
20,25,20,1,1.25,26.71
20,15,34,0,2.357142857142857,60.24
20,48,36,0,1.6666666666666667,23.05
20,21,28,1,4.1,28.11
20,60,22,0,1.4545454545454546,20.74
20,51,14,1,3.888888888888889,19.82
50,44,16,0,1.5,3.19
50,34,14,1,1.5714285714285714,2.88
50,16,20,1,5.0,3.52
20,30,34,0,1.1428571428571428,35.76
20,50,28,1,1.1666666666666667,14.22
50,42,20,1,1.1666666666666667,2.27
20,39,14,0,1.2105263157894737,39.54
20,54,34,1,1.4444444444444444,11.81
20,50,26,1,1.9,13.61
50,32,20,0,1.6666666666666667,3.34
50,40,32,1,1.2,1.96
20,49,24,0,2.0,23.71
50,12,24,1,5.0,4.22
20,10,36,0,2.5625,100.65
20,11,20,0,1.8,94.93
20,22,16,0,1.4090909090909092,58.68
50,25,22,1,1.125,2.7
50,44,16,1,1.5,2.52
20,21,36,1,1.0588235294117647,24.87
20,60,26,1,2.8571428571428568,12.37
20,51,24,0,2.2222222222222223,23.75
20,42,36,1,3.8333333333333335,14.74
20,57,32,0,3.333333333333333,20.87
50,51,24,0,1.0,2.54
20,58,26,1,2.375,12.95
20,56,26,0,2.375,21.18
50,28,30,0,1.1666666666666667,3.55
20,24,18,0,1.35,47.56
20,42,26,0,1.7272727272727273,26.39
20,58,32,0,1.875,20.51
20,45,14,1,1.4375,21.46
80,15,32,0,1.2,1.71
20,28,34,1,5.0,20.39
50,26,20,1,1.4285714285714286,2.76
100,11,18,1,1.8,1.06
20,27,32,0,3.4444444444444446,37.85
50,26,18,1,1.5714285714285714,2.92
50,35,20,0,2.0,3.14
20,16,34,0,1.9333333333333331,56.05
50,15,22,1,3.0,3.53
50,27,28,1,1.8,2.55
20,55,36,1,1.0,13.13
80,20,30,1,1.0,1.7
20,26,14,0,1.8421052631578947,54.94
20,46,36,0,1.3,23.46
50,28,14,1,2.0,3.04
50,33,30,0,1.0,3.04
20,30,36,1,1.818181818181818,18.66
20,45,28,0,2.875,25.72
50,20,14,0,2.8571428571428568,5.71
50,40,26,0,1.4,2.73
50,40,36,0,1.0,2.85
50,18,34,1,2.2,2.73
50,18,36,1,1.1428571428571428,2.89
20,32,30,0,4.714285714285714,31.92
50,26,16,1,1.7142857142857142,3.25
80,11,32,1,1.4,1.34
20,40,16,1,1.6666666666666667,22.42
50,26,36,1,1.4,2.38
20,52,30,1,1.7777777777777777,13.46
50,33,30,0,1.0,3.09
50,46,16,1,1.3333333333333333,2.58
20,10,16,0,2.48,120.56
20,20,28,0,1.4705882352941178,46.81
20,39,16,1,3.8,23.07
50,10,20,0,2.0,7.65
80,12,18,1,2.6,1.54
20,56,18,0,4.428571428571429,23.61
50,39,24,0,1.4,2.93
20,60,14,0,1.4285714285714286,28.4
80,12,18,0,1.6666666666666667,2.11
20,26,18,0,2.9230769230769242,45.69
50,10,24,1,4.166666666666667,4.71
20,44,14,0,1.2941176470588236,36.21
20,32,20,0,2.583333333333333,35.21
50,24,30,0,2.2,3.69
20,38,22,1,1.6923076923076923,17.95
20,57,30,1,1.181818181818182,13.03
20,40,18,1,2.8181818181818183,19.34
50,30,28,1,1.8,2.44
50,18,26,1,3.2,3.04
20,47,16,1,3.1,18.8
80,21,14,0,1.6,1.72
20,27,18,0,1.5,42.86
20,32,14,1,2.333333333333333,28.47
50,21,16,1,1.3333333333333333,3.6
80,10,16,1,2.5,1.83
80,14,36,1,1.0,1.25
50,30,22,0,1.5,3.47
20,13,30,0,1.7368421052631582,74.25
80,13,22,0,1.8,1.93
20,10,32,0,3.333333333333333,87.73
20,18,32,1,4.1,30.32
20,28,30,0,1.4285714285714286,35.6
50,27,20,0,1.8333333333333333,3.72
80,28,18,0,1.0,1.37
50,58,18,1,1.2,2.01
20,44,30,0,1.25,30.78
80,25,20,1,1.2,1.08
20,14,22,1,2.647058823529412,41.42
20,26,32,0,1.2666666666666666,36.98
20,44,36,1,2.8571428571428568,14.05
50,30,28,0,1.8,3.4
20,39,14,1,2.9166666666666665,23.99
20,15,36,0,1.6875,61.33
20,35,24,1,4.125,18.25
50,20,18,1,1.625,3.45
20,56,30,1,2.8571428571428568,13.31
20,51,24,1,3.8571428571428568,15.16
50,48,26,0,1.2,2.55
20,33,28,1,2.0,19.75
20,60,18,1,1.2307692307692308,15.2
20,13,22,1,1.7272727272727273,44.5
20,24,16,1,2.7333333333333334,33.07
20,29,28,1,4.375,21.02
80,16,14,1,1.1428571428571428,1.56
100,17,16,0,1.2,1.16
20,37,14,0,2.6923076923076925,40.8
20,48,16,1,1.3333333333333333,18.76
50,35,24,0,1.6,3.12
80,18,28,0,1.0,1.53
20,24,30,0,1.25,40.61
20,36,24,1,3.4444444444444446,18.33
20,40,36,0,4.5,27.71
20,15,20,1,3.125,43.28
20,56,20,1,3.125,14.12
80,25,22,0,1.0,1.39
20,51,26,0,2.1111111111111107,22.72
20,46,36,1,1.3,17.12
20,36,20,0,2.25,32.13
20,56,30,1,2.0,12.26
50,10,18,0,1.818181818181818,8.04
50,34,26,1,1.4,2.19
50,33,18,0,1.2857142857142858,3.45
50,10,36,1,2.6666666666666665,4.03
50,60,24,0,1.0,2.18
20,35,28,0,2.5,30.42
50,27,28,0,1.0,3.68
20,47,28,0,1.7,23.63
20,30,26,0,3.6666666666666665,34.87
20,12,30,1,2.5625,40.82
50,15,14,0,4.666666666666667,7.85
50,39,22,0,1.1666666666666667,2.84
20,50,26,0,1.9,22.81
50,48,14,1,1.5,2.57
20,39,20,0,1.1875,30.76
80,15,28,0,1.2,1.69
20,56,28,0,1.5,21.76
20,40,24,0,1.0666666666666669,29.0
50,12,28,0,1.3333333333333333,6.5
50,23,34,1,1.6,2.45
50,17,26,1,1.5714285714285714,3.29
20,10,14,0,1.4285714285714286,145.0
20,42,26,0,2.555555555555556,26.64
20,30,24,0,2.25,35.52
50,25,16,0,1.5,4.43
50,30,14,0,1.1111111111111112,4.32
80,23,14,0,1.6,1.7
20,16,14,0,4.733333333333333,88.22
50,27,32,1,1.1666666666666667,2.69
20,60,32,0,5.0,21.26
20,36,30,0,1.5,29.58
50,13,24,0,2.2857142857142856,6.05
50,20,30,1,1.6666666666666667,2.79
20,22,22,0,4.090909090909091,47.46
20,33,30,0,3.0,31.12
50,17,20,0,4.0,5.15
20,36,28,0,1.3076923076923077,28.71
20,44,28,0,2.75,24.74
50,10,30,1,1.3,4.23
50,31,22,0,1.5,3.36
50,26,30,0,1.1666666666666667,3.82
50,38,14,0,1.4285714285714286,3.68
50,44,20,0,1.8,2.66
50,12,22,0,4.166666666666667,6.6
80,21,22,0,1.0,1.48
20,56,14,1,3.1,18.35
80,10,20,1,3.0,1.58
100,18,20,0,1.0,1.03
20,18,28,0,2.6923076923076925,53.31
20,27,28,1,1.0588235294117647,22.77
20,28,22,1,3.1818181818181817,23.26
20,54,16,1,1.2,17.95
20,30,16,1,5.0,28.17
20,60,36,1,3.0,12.2
100,20,18,0,1.0,1.02
20,20,34,0,2.4166666666666665,50.22
50,21,20,0,1.8571428571428568,4.49
50,19,30,1,2.6,2.88
50,24,14,1,1.75,3.47
20,31,36,1,1.2307692307692308,18.07
50,38,20,1,2.0,2.23
20,51,14,0,2.636363636363636,30.96
50,14,24,1,1.75,3.58
20,23,20,0,5.0,46.62
20,34,30,0,4.714285714285714,31.73
20,42,20,0,1.0625,28.63
50,14,24,0,1.3333333333333333,5.77
20,57,28,1,1.181818181818182,13.25
20,32,28,0,3.875,31.77
20,52,34,1,2.7142857142857144,12.52
20,21,20,1,1.9411764705882355,31.71
50,12,18,1,2.75,4.55
50,17,30,1,2.6,2.93
20,39,14,0,3.4545454545454546,39.62
20,54,20,1,1.2307692307692308,15.26
20,26,34,0,3.2222222222222223,36.46
50,34,30,0,1.2,3.16
50,56,20,1,1.2,2.02
20,45,32,0,4.166666666666667,24.9
20,27,34,1,3.2222222222222223,20.34
20,40,14,1,2.2142857142857144,24.51
20,13,14,1,1.0857142857142856,63.84
20,32,36,1,1.1538461538461535,17.95
20,18,34,0,4.5555555555555545,52.02
20,42,14,1,4.1,25.71
20,31,22,1,1.375,21.19
20,21,32,1,1.1764705882352942,25.09
50,33,26,0,1.8,3.06
20,45,32,1,4.166666666666667,13.94
100,15,20,1,1.2,0.89
20,37,18,0,2.0769230769230766,32.78
20,12,18,1,1.5185185185185186,54.5
20,12,32,0,1.55,74.24
50,56,16,0,1.1666666666666667,2.86
50,11,30,1,3.0,3.84
20,60,14,0,2.272727272727273,27.03
20,49,16,0,1.0,28.97
20,60,24,1,2.5,13.91
20,56,28,0,2.125,20.6
50,10,18,1,1.818181818181818,5.15
20,40,34,1,1.1666666666666667,15.1
20,20,22,0,1.1363636363636365,50.71
20,38,24,0,3.875,28.8
50,30,26,0,2.0,3.3
80,11,28,1,1.6,1.41
20,43,16,1,2.8181818181818183,19.96
80,18,28,1,1.0,1.13
20,45,30,1,1.4545454545454546,14.57
50,20,22,0,3.6,4.41
20,15,24,0,2.5625,70.31
20,60,20,1,2.0,13.41
20,48,22,1,4.428571428571429,15.57
20,21,20,1,1.0869565217391304,30.96
80,15,30,1,1.2,1.16
20,24,34,0,3.4444444444444446,42.17
20,50,22,0,2.2,23.43
100,17,14,1,1.4,0.94
20,38,36,0,4.333333333333333,28.1
20,60,36,1,1.625,12.35
80,23,16,1,1.4,1.25
20,29,34,1,1.2142857142857142,21.66
50,18,16,0,1.0909090909090908,5.68
80,12,14,0,3.0,2.51
20,20,22,0,3.75,51.78
20,36,24,0,2.7,30.68
20,56,36,0,4.0,22.34
50,15,34,0,2.6,5.29
50,17,28,0,1.5714285714285714,4.86
50,31,20,0,1.6666666666666667,3.44
50,32,34,1,1.2,2.16
20,53,26,0,2.1111111111111107,23.04
50,11,36,0,2.6666666666666665,6.55
80,12,20,1,1.1428571428571428,1.57
20,26,24,1,4.5555555555555545,23.78
80,18,18,0,1.0,1.71
20,20,32,0,1.6666666666666667,47.0
20,29,24,0,1.1764705882352942,35.64
50,19,32,1,1.6666666666666667,2.91
20,34,22,1,2.636363636363636,20.32
20,48,32,1,1.5,14.48
