grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time2
20,30,16,1,3.4166666666666665,27.44
50,27,24,0,1.1428571428571428,3.67
20,15,18,0,2.7777777777777777,74.36
50,22,24,0,1.125,4.16
20,54,32,0,3.333333333333333,21.27
20,54,20,1,2.7777777777777777,14.63
20,15,22,0,2.8125,67.74
20,52,36,1,1.2,12.89
20,15,22,0,1.5,66.83
20,22,28,1,1.2941176470588236,25.32
50,14,16,0,1.1666666666666667,8.53
50,15,26,1,2.5,3.33
20,46,20,0,1.75,27.59
50,15,36,1,1.8333333333333333,3.13
20,39,14,1,3.4545454545454546,23.92
20,21,20,1,2.1875,31.14
20,14,32,1,1.8235294117647056,34.61
20,12,34,0,2.9285714285714284,75.06
20,36,32,0,1.1538461538461535,29.67
20,40,28,1,1.0714285714285714,16.57
50,13,16,1,3.571428571428572,4.66
20,18,22,1,2.7333333333333334,33.71
20,55,36,0,1.0,26.89
20,50,34,0,1.4,21.41
50,12,22,1,4.166666666666667,4.03
50,39,24,1,1.4,2.15
20,20,20,1,4.166666666666667,32.77
20,44,36,0,3.6666666666666665,24.65
20,44,36,1,1.5,14.59
20,44,30,1,2.2222222222222223,14.61
20,45,32,1,1.3636363636363635,14.76
20,23,36,0,2.7,40.18
20,16,28,0,2.333333333333333,60.27
50,16,30,0,3.2,5.11
50,15,32,1,3.2,3.11
20,35,24,0,4.375,32.11
20,39,16,1,2.583333333333333,21.33
20,28,26,0,1.1176470588235294,36.89
20,30,36,0,1.2307692307692308,33.35
50,42,30,0,1.0,2.75
20,55,18,1,2.0,15.45
20,55,24,0,2.75,22.39
20,56,30,1,5.0,12.16
20,36,22,0,1.3333333333333333,31.54
50,31,14,1,2.333333333333333,2.92
20,49,24,1,2.0,14.79
20,58,14,0,1.0,28.24
50,39,18,1,1.0,2.48
20,35,36,1,1.0769230769230769,17.15
50,60,24,1,1.0,1.77
80,18,20,1,1.6,1.28
20,50,14,1,1.7857142857142858,19.75
50,16,30,1,2.0,3.14
20,30,36,1,3.375,19.03
50,22,18,0,1.2222222222222223,4.35
50,35,30,0,1.2,3.06
50,38,34,1,1.0,2.01
20,48,18,1,1.5384615384615383,16.99
20,33,24,0,1.3333333333333333,31.99
20,27,16,0,1.7222222222222223,47.55
80,18,20,1,1.0,1.31
50,34,14,0,2.8,3.79
50,16,36,1,2.4,3.06
20,11,16,0,2.8181818181818183,108.89
20,34,18,0,4.5555555555555545,35.53
50,20,14,0,5.0,5.99
20,51,22,0,4.142857142857143,24.22
50,12,14,0,1.1428571428571428,9.01
20,30,36,0,1.5,33.46
20,22,26,1,5.0,27.15
50,33,14,0,1.0,4.06
20,33,20,1,3.0,21.41
50,36,30,0,1.2,3.05
20,13,36,0,2.9230769230769242,83.28
50,12,36,0,3.2,6.28
50,46,18,1,1.6,2.21
20,30,16,1,2.2,28.23
50,44,18,0,1.8,2.88
50,28,30,1,1.1666666666666667,2.51
20,57,26,0,2.375,21.14
20,25,18,1,4.545454545454546,28.69
20,35,34,0,1.0,30.95
50,30,20,1,2.6,2.41
20,41,28,0,1.4166666666666667,26.29
20,55,20,1,2.7777777777777777,14.09
20,24,28,1,3.5,24.6
50,35,24,1,1.1666666666666667,2.27
50,18,22,0,3.6,4.9
20,58,30,1,2.125,12.38
50,26,22,0,1.2857142857142858,3.71
20,16,20,1,1.24,39.34
20,39,16,1,4.5555555555555545,21.74
80,23,16,0,1.4,1.61
50,18,22,0,2.6666666666666665,4.75
50,12,16,0,3.125,7.94
20,52,24,0,1.25,22.64
20,46,34,1,3.0,13.28
20,25,32,0,1.3333333333333333,38.43
50,32,30,0,1.6,3.24
20,49,16,1,4.375,18.36
20,24,22,1,3.727272727272727,31.14
80,25,14,0,1.6,1.59
20,56,18,1,4.428571428571429,15.29
20,20,14,1,1.4,43.21
20,45,16,0,1.25,31.35
20,17,36,0,4.5555555555555545,54.14
50,27,26,0,2.2,3.48
20,16,22,1,1.4090909090909092,37.15
20,60,20,0,3.125,21.79
20,55,30,1,3.6666666666666665,12.84
20,31,36,0,3.375,32.84
20,47,14,0,3.5,33.03
20,21,28,1,1.3529411764705883,26.33
20,36,30,0,3.375,29.27
20,25,34,1,1.4285714285714286,20.78
20,40,20,1,3.1,17.56
50,12,14,0,2.7777777777777777,8.81
20,53,20,0,2.7777777777777777,23.99
20,40,18,0,2.25,31.95
20,19,20,0,1.04,58.93
20,39,22,0,1.8333333333333333,29.01
20,26,20,0,1.3157894736842106,42.02
20,60,32,0,3.333333333333333,31.31
20,55,16,0,1.8333333333333333,26.96
20,20,20,0,1.0,53.24
50,28,26,0,1.0,3.54
50,50,24,1,1.2,1.95
50,31,26,0,1.1666666666666667,3.39
20,59,30,0,2.0,20.37
20,60,36,0,2.6666666666666665,32.34
20,48,20,1,3.875,16.3
20,33,18,1,5.0,24.17
80,25,24,1,1.0,1.04
20,11,18,1,2.5,58.61
20,60,30,1,3.333333333333333,11.99
20,60,20,0,2.0,21.46
50,20,24,1,1.25,3.01
50,12,30,1,2.6666666666666665,3.7
50,27,34,0,1.4,3.59
20,52,30,0,1.0,23.22
20,42,18,0,3.888888888888889,30.36
20,54,22,0,2.4444444444444446,22.99
20,46,16,1,3.1,18.77
20,25,24,0,1.0,40.33
20,25,28,1,3.5,23.97
20,42,16,1,1.5333333333333334,20.58
20,22,26,0,3.4545454545454546,45.44
80,15,14,0,1.0,2.19
50,35,16,1,2.4,2.65
20,11,30,0,1.5,82.93
80,16,30,0,1.2,1.64
50,28,16,0,1.7142857142857142,4.06
20,57,20,1,1.2307692307692308,14.57
20,28,18,0,2.6923076923076925,41.19
20,19,32,1,1.7333333333333334,27.06
20,18,32,0,1.0,52.7
20,18,24,1,3.1538461538461537,31.75
20,30,20,0,1.0,37.77
20,56,18,1,1.3076923076923077,15.22
20,10,34,1,1.16,46.32
50,39,16,0,1.1428571428571428,3.46
20,32,24,0,1.3333333333333333,32.81
20,45,14,0,3.0,34.14
20,21,24,1,1.5882352941176472,28.74
50,21,24,1,2.8,2.77
20,35,24,1,2.272727272727273,17.93
50,17,18,1,1.0,3.8
20,13,14,1,3.736842105263158,63.37
50,42,18,1,1.0,2.35
20,57,36,1,1.625,12.01
100,10,22,0,1.8,1.36
20,22,18,0,2.7333333333333334,51.41
50,51,14,1,1.8,2.29
20,19,32,0,1.7333333333333334,51.73
20,42,26,1,1.7272727272727273,15.92
50,17,20,0,1.1,5.16
50,24,34,1,1.6,2.38
50,35,16,1,1.4285714285714286,2.63
20,56,36,0,2.142857142857143,20.9
20,39,36,0,4.5,27.82
20,20,18,0,1.65,58.31
80,24,24,0,1.0,1.38
50,25,30,1,1.3333333333333333,2.76
50,29,32,1,1.0,2.58
20,47,22,1,2.2,15.67
50,15,22,1,3.333333333333333,3.43
20,12,14,0,2.6956521739130435,116.77
20,50,30,1,2.5,14.4
50,37,36,0,1.0,3.26
50,16,30,0,2.1666666666666665,5.07
50,33,20,1,1.5,2.45
50,39,14,1,1.2857142857142858,2.81
20,28,28,0,3.1,36.26
50,15,34,1,1.8333333333333333,3.13
50,20,16,0,3.333333333333333,5.4
50,54,14,0,1.8,3.13
20,55,18,0,2.0,23.99
20,12,18,0,3.4444444444444446,91.94
50,20,24,1,3.2,2.84
50,26,34,1,1.4,2.31
20,49,30,1,3.2857142857142856,14.09
20,43,36,0,1.181818181818182,24.98
20,43,22,1,2.0,17.12
20,40,24,0,3.875,29.08
20,18,16,1,3.6666666666666665,42.21
20,10,36,0,4.583333333333333,91.24
50,12,20,0,1.6,6.72
50,46,14,1,1.1428571428571428,2.61
80,21,24,1,1.0,1.13
80,10,30,0,1.3333333333333333,2.17
20,47,26,0,1.9,24.27
20,60,34,1,2.2857142857142856,11.64
20,28,22,1,1.2941176470588236,23.21
20,12,14,0,3.55,115.28
50,29,24,1,1.3333333333333333,2.46
50,15,24,1,4.0,3.46
20,58,14,1,1.0,18.46
20,54,26,0,2.1111111111111107,22.11
20,28,22,0,1.2941176470588236,37.94
20,18,32,1,1.0,28.46
20,42,24,0,4.428571428571429,26.51
20,18,26,0,3.4166666666666665,55.4
20,23,20,0,1.1904761904761905,46.49
50,26,32,0,1.1666666666666667,4.19
20,30,32,0,1.0666666666666669,33.03
50,25,34,1,1.6,2.28
20,42,16,0,1.1764705882352942,32.55
20,60,28,0,2.0,19.59
20,33,16,0,1.1,40.21
20,21,18,0,1.173913043478261,54.24
50,12,14,1,4.714285714285714,5.45
20,50,22,0,1.818181818181818,24.04
20,20,30,0,2.75,47.51
20,19,22,0,3.4615384615384617,53.74
20,35,16,1,1.4705882352941178,24.21
20,49,28,1,1.7,13.68
50,37,22,0,1.8,3.0
80,12,22,0,2.0,1.98
20,59,22,0,2.75,21.43
50,25,36,0,1.6,3.74
20,15,16,0,3.875,82.04
20,33,28,1,1.1333333333333333,18.51
20,52,24,1,1.9,14.25
20,14,26,0,1.8421052631578947,68.59
50,42,24,1,1.4,2.2
20,30,24,1,3.3,21.79
50,40,36,1,1.0,2.02
20,51,28,1,3.2857142857142856,13.85
20,50,16,0,3.1,27.77
50,12,26,1,2.2857142857142856,3.9
20,52,16,0,1.2666666666666666,27.99
20,53,24,0,2.2222222222222223,22.92
20,24,26,1,2.583333333333333,24.32
50,34,18,1,2.2,2.49
80,24,20,0,1.2,1.42
20,14,34,1,1.7058823529411764,33.75
20,39,34,0,2.1111111111111107,26.43
20,39,30,0,1.3333333333333333,27.07
20,14,36,0,1.15,74.06
20,11,16,0,1.4516129032258065,111.7
50,23,26,1,1.1428571428571428,2.78
20,21,22,0,1.0454545454545454,48.93
20,57,28,0,2.125,20.5
50,11,26,0,1.6666666666666667,6.83
20,60,28,1,1.4,12.79
50,37,32,1,1.2,2.06
20,12,24,0,1.148148148148148,81.23
20,21,28,0,1.3529411764705883,45.24
20,35,30,0,4.714285714285714,30.71
50,17,36,1,2.2,2.83
50,31,22,1,1.5,2.44
50,48,22,1,1.0,2.01
20,38,34,1,3.7142857142857135,15.72
20,15,32,0,3.4166666666666665,61.38
20,35,30,0,2.3,28.62
20,23,14,1,1.6666666666666667,38.0
50,60,16,1,1.0,2.2
50,18,22,1,2.6666666666666665,3.1
50,39,32,0,1.2,2.86
20,15,32,0,5.0,63.36
50,32,30,0,1.0,3.58
20,29,32,0,1.1333333333333333,34.64
20,36,28,1,1.818181818181818,17.27
20,31,26,0,1.1875,33.46
20,48,14,0,1.1764705882352942,32.64
50,18,26,0,3.0,4.81
20,35,30,1,1.818181818181818,17.03
20,55,16,1,3.4444444444444446,16.58
50,27,28,1,1.0,2.64
20,59,22,1,2.75,13.07
20,22,30,1,3.0,25.17
50,36,28,1,1.4,2.17
20,27,36,1,3.0,20.84
20,12,30,1,3.8461538461538463,40.96
20,35,36,1,1.5454545454545454,16.45
20,24,22,1,1.1,27.37
20,55,24,0,3.571428571428572,21.87
20,10,30,1,3.125,49.85
20,28,36,0,1.818181818181818,35.19
20,26,30,0,1.1875,39.01
50,15,32,0,1.25,5.32
20,50,34,0,2.8571428571428568,23.09
20,37,32,0,1.1538461538461535,28.12
50,40,16,0,2.4,3.23
50,38,16,1,1.6666666666666667,2.72
20,25,30,0,1.25,37.79
80,11,18,1,1.8333333333333333,1.66
50,31,32,1,1.0,2.66
20,57,34,0,1.75,19.82
80,16,18,0,1.1666666666666667,1.83
20,14,30,1,1.9411764705882355,35.37
50,11,28,1,1.5555555555555556,3.91
50,44,18,0,1.3333333333333333,2.85
50,31,30,1,1.0,2.35
20,56,24,1,2.5,12.48
20,55,28,0,3.1428571428571432,21.85
50,12,20,1,1.0833333333333333,4.55
20,36,20,1,1.9230769230769231,19.88
20,33,28,0,2.090909090909091,31.9
50,40,20,0,2.0,2.9
20,50,34,0,5.0,21.97
50,40,24,0,1.0,3.01
20,42,20,0,1.9166666666666667,28.56
20,45,36,0,1.181818181818182,24.3
50,11,30,1,1.4444444444444444,3.93
20,54,20,0,2.7777777777777777,23.68
20,38,22,1,2.363636363636364,18.05
50,18,32,1,1.8333333333333333,2.91
20,35,30,1,4.714285714285714,18.46
80,10,36,0,1.0,2.22
20,14,18,1,3.2352941176470584,46.96
20,18,16,1,1.148148148148148,44.14
50,20,30,0,1.0,4.38
20,11,30,1,2.8125,44.21
20,51,16,0,1.4285714285714286,28.03
20,21,24,0,1.5882352941176472,46.69
20,36,36,1,1.8,16.69
80,12,36,0,1.2,1.98
20,51,36,0,2.571428571428572,22.66
50,16,36,1,1.8333333333333333,3.08
20,35,36,0,3.571428571428572,28.6
20,34,36,1,1.0769230769230769,17.14
20,27,26,1,4.2222222222222205,24.26
50,22,32,0,1.5,4.05
20,44,30,0,2.75,25.56
50,35,24,1,1.6,2.24
20,31,28,1,1.0625,19.99
20,15,30,0,2.0625,63.1
20,54,16,1,1.5384615384615383,16.87
50,10,32,0,5.0,7.47
20,45,20,1,1.0,17.23
50,29,16,1,2.0,2.91
50,28,24,0,1.1428571428571428,3.54
20,24,26,1,4.5555555555555545,25.14
20,38,16,1,2.3846153846153846,22.88
20,10,22,1,1.8,57.18
20,13,32,1,1.631578947368421,37.24
50,18,24,0,1.375,4.8
20,20,24,0,2.2,49.76
20,13,28,0,1.8421052631578947,71.39
50,51,26,0,1.0,2.4
50,14,34,0,1.5714285714285714,5.55
20,38,24,1,1.5384615384615383,17.99
20,45,16,1,1.25,20.29
50,23,24,1,1.0,2.87
20,18,36,1,4.5555555555555545,28.5
20,44,24,0,4.428571428571429,26.61
50,13,14,0,1.0714285714285714,8.24
50,28,32,0,1.1666666666666667,3.73
20,54,24,1,4.5,13.66
20,21,32,1,3.5,26.12
20,42,18,1,1.7692307692307692,18.24
20,25,24,0,4.1,40.22
50,55,24,1,1.2,1.78
50,11,20,0,2.2222222222222223,7.16
20,32,28,1,3.875,18.96
20,35,32,0,3.125,29.05
50,27,20,1,1.8333333333333333,2.71
50,19,18,1,1.1,3.55
80,24,22,1,1.0,1.1
50,25,28,0,1.1428571428571428,3.75
20,54,26,0,1.0833333333333333,21.95
20,33,36,1,1.1538461538461535,22.16
20,18,18,1,2.2777777777777777,39.55
80,36,14,0,1.0,1.31
20,60,26,0,2.375,30.52
20,48,20,1,4.714285714285714,15.89
20,60,36,0,1.1,20.54
20,13,26,1,2.0,40.92
20,46,30,1,1.6,14.27
20,38,36,0,1.0,28.03
20,15,28,0,2.9285714285714284,63.81
50,22,36,0,1.8,3.99
50,18,26,0,3.2,4.78
50,13,18,0,3.1428571428571432,6.75
20,25,36,0,4.125,39.22
20,43,32,0,1.3636363636363635,25.23
20,21,28,1,3.1818181818181817,26.15
50,29,34,1,1.2,2.24
50,10,36,1,4.4,4.04
20,31,20,0,1.5625,35.7
20,34,26,0,3.2222222222222223,32.1
20,60,36,0,3.0,20.83
20,13,24,0,2.1578947368421053,76.25
20,34,20,0,1.7857142857142858,33.32
20,45,14,0,3.1818181818181817,33.7
20,50,24,1,1.3333333333333333,14.39
20,35,36,1,2.875,16.97
20,51,28,0,1.8888888888888888,22.32
100,19,20,0,1.0,1.0
20,53,16,1,3.4444444444444446,17.05
50,12,24,1,1.0909090909090908,4.1
20,13,16,0,1.2258064516129032,99.47
50,16,22,0,3.0,5.36
20,48,16,1,3.1,19.38
20,32,34,0,4.428571428571429,32.59
50,15,14,1,1.0769230769230769,4.73
50,30,20,1,1.0,2.66
20,26,14,0,2.235294117647059,57.27
20,41,30,1,1.3333333333333333,15.93
20,23,30,1,3.3,23.72
20,42,20,1,1.9166666666666667,17.46
50,18,14,1,3.1428571428571432,3.97
20,58,30,1,5.0,12.27
20,18,32,0,1.8,50.18
50,18,24,1,1.375,3.22
50,32,28,1,1.1666666666666667,2.5
50,20,16,0,1.2,5.36
20,52,30,1,4.166666666666667,14.3
20,12,20,1,1.64,50.52
80,18,14,1,2.0,1.35
20,41,34,0,1.1666666666666667,25.26
50,15,32,0,3.2,5.38
20,27,24,1,2.0769230769230766,22.31
80,33,14,1,1.0,1.12
20,44,36,0,2.8571428571428568,25.42
80,12,22,1,2.0,1.38
20,17,18,1,3.928571428571429,39.8
20,56,14,0,1.0,29.23
20,52,36,1,3.333333333333333,13.21
50,37,22,1,1.8,2.21
20,19,18,0,4.230769230769232,59.55
100,10,18,0,2.2,1.39
20,52,34,0,2.7142857142857144,24.76
20,16,36,0,2.3846153846153846,55.76
20,48,26,0,1.9,23.9
50,19,18,0,1.1,4.97
20,18,18,0,4.230769230769232,61.22
50,36,20,1,2.2,2.21
50,54,16,1,1.6,2.17
50,11,16,1,2.7777777777777777,5.06
80,18,16,1,1.1666666666666667,1.38
20,46,26,1,1.9,15.44
20,54,26,1,2.0,13.3
20,27,32,0,1.5384615384615383,35.8
20,42,36,1,2.25,14.67
20,16,36,1,2.3846153846153846,30.28
50,38,34,1,1.0,1.9
20,51,24,1,2.2222222222222223,13.96
50,24,18,0,1.375,4.25
50,33,36,0,1.2,3.2
20,33,32,0,1.0,31.33
50,16,20,1,1.2,3.63
20,34,20,1,1.7857142857142858,21.35
50,22,18,1,3.6,3.16
20,56,32,0,2.4285714285714284,21.71
50,22,30,1,1.6666666666666667,2.56
20,28,36,1,2.3,19.66
80,15,28,1,1.2,1.22
20,25,18,1,2.0625,28.37
50,10,36,1,1.1,3.98
50,18,28,1,1.5714285714285714,2.85
20,49,22,0,2.2,24.66
20,32,22,0,1.4666666666666666,34.32
20,13,14,0,1.0857142857142856,113.98
50,30,20,0,1.0,3.57
50,60,16,0,1.0,2.99
100,14,16,1,1.1666666666666667,1.0
20,39,28,1,1.4166666666666667,16.34
50,39,20,1,1.1666666666666667,2.32
80,17,22,0,1.4,1.69
20,30,20,0,1.5625,37.15
20,50,16,1,3.1,17.21
50,31,16,0,2.0,3.93
20,49,16,0,4.375,29.02
50,48,30,1,1.0,1.87
20,29,30,1,4.125,20.54
50,26,18,0,1.5714285714285714,4.0
50,38,18,1,2.2,2.4
20,58,32,1,1.875,12.09
20,51,16,1,1.4285714285714286,17.67
50,10,34,0,4.0,7.01
50,36,14,0,2.8,3.84
20,15,30,0,4.545454545454546,65.82
50,37,28,0,1.4,2.9
20,27,24,1,4.5555555555555545,24.12
20,45,22,1,3.0,15.86
80,22,18,0,1.2,1.55
20,42,26,0,1.4166666666666667,25.97
50,20,36,0,2.2,4.27
50,32,24,1,1.3333333333333333,2.44
100,12,20,0,1.0,1.37
20,12,36,1,3.1538461538461537,38.31
20,44,18,1,1.3333333333333333,17.99
20,11,34,0,3.2142857142857144,89.48
20,12,30,0,3.8461538461538463,75.4
20,56,26,1,2.375,12.67
50,12,14,0,3.5,8.87
20,33,36,0,3.8571428571428568,30.99
20,30,24,0,3.3,35.13
50,14,36,1,1.5714285714285714,3.95
50,22,14,1,1.5555555555555556,3.54
50,46,18,0,1.6,2.85
80,36,14,1,1.0,1.08
20,49,24,0,1.5454545454545454,23.06
20,45,22,0,3.0,26.44
50,36,30,1,1.4,2.01
50,11,34,1,1.2222222222222223,3.73
20,17,26,0,1.5263157894736843,57.34
20,57,34,1,1.4444444444444444,13.13
50,25,18,0,1.375,4.0
50,30,20,0,1.6666666666666667,3.71
20,34,20,0,2.4166666666666665,33.69
20,15,16,0,1.064516129032258,83.44
50,18,30,0,1.4285714285714286,4.68
20,18,16,0,2.05,69.46
20,12,28,0,2.411764705882353,76.23
50,26,14,1,2.0,3.16
50,16,18,1,3.6666666666666665,3.81
50,31,36,0,1.2,3.42
20,25,28,0,1.1764705882352942,38.83
20,28,24,1,3.5,22.44
20,60,34,1,1.3333333333333333,11.53
20,27,14,1,1.173913043478261,33.56
20,11,32,1,1.4090909090909092,43.13
80,14,14,1,1.0,1.95
20,43,22,0,2.0,27.18
50,11,22,1,2.0,4.23
20,41,26,1,1.5833333333333333,16.85
20,48,16,0,3.1,30.02
20,48,20,1,1.0666666666666669,16.59
20,36,14,0,2.6923076923076925,41.01
50,56,14,1,1.0,2.26
50,27,28,0,1.0,3.75
80,12,14,0,3.4,2.55
20,53,34,1,1.5555555555555556,12.12
50,17,16,0,5.0,5.98
20,34,36,0,2.2222222222222223,30.1
20,12,24,0,2.05,80.8
20,54,16,0,3.4444444444444446,27.19
20,60,16,1,4.714285714285714,15.79
20,33,32,1,2.2,18.16
80,16,16,1,1.0,1.53
20,49,36,0,1.0,22.84
20,21,18,1,5.0,33.1
80,15,22,1,1.6,1.32
20,32,30,1,4.714285714285714,19.64
50,42,26,1,1.4,1.94
50,18,22,1,1.2222222222222223,3.19
50,15,18,1,2.8571428571428568,3.96
100,16,16,1,1.0,0.9
80,24,16,0,1.4,1.54
20,57,22,1,2.75,13.09
20,46,26,0,1.9,38.56
20,10,26,1,1.52,51.68
20,28,26,1,3.888888888888889,22.11
20,24,24,1,1.8,25.03
50,39,20,1,2.0,2.14
50,28,28,1,1.0,2.6
20,21,26,0,2.9166666666666665,46.29
50,21,24,0,2.8,4.35
20,15,14,1,2.1739130434782608,54.45
20,58,14,1,1.0,19.16
20,47,20,1,2.5,16.5
50,20,28,0,2.8,4.23
80,14,18,1,1.3333333333333333,1.51
20,60,28,0,5.0,20.26
50,16,22,1,3.0,3.5
20,51,24,1,4.833333333333333,13.84
50,13,20,0,2.8571428571428568,6.62
20,17,36,1,1.9285714285714288,29.4
20,30,34,1,2.7777777777777777,20.59
50,18,34,1,2.2,3.18
20,13,20,1,1.52,47.15
20,31,26,0,4.75,33.71
20,27,20,1,1.6875,26.78
50,26,26,0,1.0,3.75
20,23,22,0,1.0476190476190477,45.28
20,20,34,1,2.4166666666666665,25.93
50,35,14,1,2.8,2.67
20,14,36,1,3.727272727272727,34.02
20,54,30,1,2.25,13.12
20,28,16,0,1.8235294117647056,44.98
50,30,32,0,1.0,3.68
50,52,18,1,1.6,2.14
20,33,18,0,1.2222222222222223,38.05
20,26,16,1,2.533333333333333,30.73
20,22,30,1,4.5555555555555545,25.23
50,12,16,1,3.125,5.0
20,45,20,1,2.272727272727273,16.27
20,54,32,0,2.571428571428572,23.63
20,33,18,0,5.0,37.84
20,13,22,1,2.3684210526315788,44.64
20,30,20,0,2.75,37.71
20,26,34,0,1.3571428571428572,36.51
50,10,22,1,1.8,4.55
50,30,14,1,2.333333333333333,2.98
20,20,28,1,1.4705882352941178,26.92
50,33,24,1,1.8,2.24
80,15,24,1,1.0,1.31
50,16,20,0,5.0,5.54
20,18,30,1,3.727272727272727,29.66
20,38,24,1,3.875,17.67
100,10,30,0,1.2,1.31
20,33,16,0,4.5,41.1
50,27,32,0,1.1666666666666667,5.09
20,20,28,0,2.2142857142857144,47.86
20,12,32,0,2.7333333333333334,74.45
50,10,34,1,1.1,4.08
50,35,16,0,1.4285714285714286,3.43
20,55,34,1,1.5555555555555556,11.89
50,40,24,1,1.0,2.26
20,14,28,0,2.0588235294117645,69.65
20,59,18,1,3.375,14.73
50,12,30,0,1.625,6.26
20,28,20,0,1.4705882352941178,39.55
20,56,30,1,1.4,12.99
20,16,30,0,1.9375,58.68
20,14,30,1,4.545454545454546,36.06
20,25,28,1,1.7857142857142858,22.7
20,18,22,1,3.4615384615384617,33.31
20,33,26,1,1.8333333333333333,18.92
20,25,16,1,1.55,31.3
20,27,36,1,1.3846153846153846,20.44
20,12,36,0,1.7222222222222223,73.39
50,16,16,1,1.0,4.49
80,33,14,0,1.0,1.42
50,11,24,1,2.25,4.23
50,19,30,1,1.6666666666666667,2.88
20,20,36,0,2.25,50.27
20,40,36,0,1.3636363636363635,26.36
20,14,24,0,1.75,68.94
20,45,32,1,1.0833333333333333,14.15
50,35,18,1,2.2,2.41
50,38,28,0,1.4,2.87
20,48,30,0,2.5,23.29
80,10,26,0,1.5,2.2
20,60,20,1,3.125,13.52
50,54,14,0,1.0,3.64
20,11,36,1,1.2272727272727273,40.96
20,27,30,0,3.6666666666666665,36.91
20,30,30,1,4.125,20.25
50,14,14,0,4.0,7.69
20,13,28,0,2.235294117647059,70.85
20,52,34,1,1.5555555555555556,13.44
20,19,34,1,2.230769230769231,26.33
50,50,20,1,1.6,2.03
20,56,24,0,3.2857142857142856,21.14
20,11,24,1,1.8636363636363635,49.24
100,19,20,1,1.0,0.8
20,21,36,0,3.888888888888889,45.54
20,49,34,0,1.4,22.01
20,17,18,1,1.0740740740740742,40.48
50,50,28,0,1.0,2.41
20,60,18,1,2.7777777777777777,14.72
20,18,28,1,1.15,30.56
50,31,24,0,1.3333333333333333,3.5
20,39,20,0,2.083333333333333,29.78
100,15,16,0,1.0,1.24
20,13,16,0,3.263157894736842,94.78
20,60,30,0,3.333333333333333,19.37
50,16,20,1,3.333333333333333,3.66
20,16,18,0,1.148148148148148,104.86
50,19,22,1,3.6,3.15
20,52,14,0,3.888888888888889,30.63
80,20,20,0,1.4,1.57
50,23,30,0,1.3333333333333333,3.98
20,45,34,1,1.2727272727272727,13.83
100,10,24,1,1.0,1.04
20,20,18,0,4.583333333333333,57.54
50,32,32,0,1.0,3.63
20,20,36,0,2.8181818181818183,45.96
50,11,14,1,3.111111111111111,5.79
