x_length,y_length,grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time1
30000,12000,50,15,30,1,1.8461538461538465,15.79
30000,12000,20,38,32,1,3.066666666666667,68.88
30000,12000,20,30,36,0,4.769230769230768,167.79
7200,24000,20,31,28,0,1.3157894736842106,65.12
10000,10000,20,49,24,1,2.0,23.9
23200,18000,100,35,24,1,1.8,4.17
10000,10000,20,49,30,0,1.2727272727272727,30.88
7200,24000,100,10,20,0,1.0,4.71
46000,14400,20,42,32,0,1.0294117647058822,176.35
23200,18000,20,51,24,0,2.8235294117647056,102.39
10000,10000,20,15,24,1,2.5625,43.57
30000,12000,80,10,34,1,2.25,9.76
10000,10000,50,39,34,0,1.0,11.63
10000,10000,20,48,22,0,1.0,32.02
46000,14400,20,24,20,1,1.6888888888888889,208.33
10000,10000,50,31,18,1,1.8333333333333333,5.15
46000,14400,50,40,28,0,1.1428571428571428,19.2
7200,24000,50,40,16,0,3.0,9.27
23200,18000,80,22,26,0,1.1,7.74
46000,14400,100,24,36,0,2.8,5.39
30000,12000,20,26,30,0,2.1739130434782608,159.47
23200,18000,20,55,36,0,1.25,110.07
46000,14400,100,35,18,0,2.5,6.6
46000,14400,20,58,30,1,1.625,96.91
46000,14400,50,24,32,1,4.2222222222222205,28.13
30000,12000,20,36,14,0,2.2142857142857144,169.63
10000,10000,50,12,20,1,2.5,6.67
10000,10000,20,24,30,1,1.25,28.35
7200,24000,50,48,28,0,1.8,7.52
46000,14400,20,13,36,1,4.703703703703703,295.72
46000,14400,20,24,30,0,1.425,283.85
23200,18000,20,25,14,0,2.2777777777777777,268.36
46000,14400,20,42,22,1,1.6875,126.62
10000,10000,20,35,20,0,3.5,41.77
23200,18000,80,11,24,1,2.888888888888889,10.66
23200,18000,50,22,28,1,1.0,12.25
7200,24000,100,10,14,0,3.0,4.2
7200,24000,80,19,18,0,3.0,4.84
7200,24000,20,36,24,0,1.875,57.97
7200,24000,50,12,26,1,1.5,9.93
30000,12000,20,28,36,1,1.1071428571428572,83.48
7200,24000,20,51,24,0,2.727272727272727,45.83
46000,14400,80,14,26,1,1.5384615384615383,9.37
10000,10000,20,55,18,0,1.0666666666666669,33.58
23200,18000,20,44,26,1,2.2,75.88
30000,12000,50,35,24,0,4.166666666666667,14.91
23200,18000,50,11,36,0,1.5625,27.54
23200,18000,80,54,14,0,2.1666666666666665,5.93
30000,12000,50,42,24,0,3.5,13.39
30000,12000,80,16,36,0,1.375,6.02
23200,18000,50,48,18,0,4.833333333333333,11.44
30000,12000,20,48,22,0,2.5,99.73
23200,18000,80,19,16,1,1.6363636363636365,7.12
7200,24000,50,40,20,0,1.0,5.98
7200,24000,50,42,18,0,1.7142857142857142,6.04
7200,24000,50,28,34,1,1.4285714285714286,4.75
46000,14400,80,58,24,1,1.8333333333333333,7.51
30000,12000,20,23,24,1,2.3846153846153846,104.45
10000,10000,20,15,36,0,1.6875,65.77
23200,18000,20,42,36,0,3.4285714285714284,116.98
7200,24000,50,54,28,1,1.6,4.19
10000,10000,20,51,24,0,2.2222222222222223,43.89
10000,10000,20,58,14,1,4.375,24.59
7200,24000,50,15,16,0,4.5,13.3
46000,14400,100,12,18,1,1.1875,7.14
7200,24000,50,45,14,1,2.6666666666666665,7.81
46000,14400,100,36,28,1,1.5,4.06
46000,14400,80,50,34,0,1.1428571428571428,6.11
46000,14400,20,60,24,1,1.2666666666666666,89.69
46000,14400,80,30,24,1,1.6666666666666667,7.11
10000,10000,20,32,32,0,1.0,39.74
23200,18000,80,30,16,0,2.571428571428572,6.44
23200,18000,20,56,32,1,2.9285714285714284,63.54
23200,18000,50,32,34,0,1.4,15.71
10000,10000,20,20,22,0,4.545454545454546,59.49
7200,24000,50,24,24,1,2.2857142857142856,7.05
23200,18000,80,30,16,1,4.8,5.05
46000,14400,50,11,34,1,4.153846153846153,34.81
30000,12000,100,15,22,0,4.0,5.06
7200,24000,50,49,36,1,1.2,6.06
46000,14400,20,24,24,0,3.1666666666666665,315.72
46000,14400,50,20,18,1,2.0,26.11
10000,10000,20,15,36,1,2.5384615384615383,37.83
10000,10000,20,28,34,0,5.0,42.1
30000,12000,20,34,34,1,2.588235294117647,69.28
10000,10000,80,12,30,1,1.0,2.38
23200,18000,50,42,36,0,2.6666666666666665,20.47
7200,24000,20,53,26,1,2.4545454545454546,35.12
10000,10000,20,38,30,1,3.125,24.98
7200,24000,50,42,32,1,1.8,5.52
30000,12000,50,60,36,0,1.8333333333333333,12.22
30000,12000,20,15,28,0,2.3666666666666667,242.15
23200,18000,20,18,24,1,2.1818181818181817,162.93
10000,10000,50,19,20,1,4.0,15.51
30000,12000,50,33,16,1,2.7,9.2
23200,18000,100,22,24,1,2.8,4.28
10000,10000,20,12,20,0,1.064516129032258,95.49
10000,10000,20,36,14,0,1.15,45.74
23200,18000,50,37,34,0,1.2,15.6
46000,14400,100,41,20,0,1.5714285714285714,5.16
10000,10000,80,10,24,1,1.6666666666666667,2.43
10000,10000,20,34,32,1,4.428571428571429,25.45
10000,10000,100,12,24,0,1.2,2.67
23200,18000,80,60,16,0,2.4,6.55
23200,18000,20,21,30,0,4.1,208.67
23200,18000,20,30,28,1,1.1875,101.66
10000,10000,20,30,18,1,2.5384615384615383,28.71
23200,18000,20,47,32,1,1.8947368421052635,67.27
7200,24000,20,45,30,0,4.5,52.93
30000,12000,20,34,14,1,4.190476190476192,114.17
7200,24000,50,23,26,0,1.1,10.48
46000,14400,80,44,16,1,2.125,4.97
30000,12000,50,34,16,1,1.2857142857142858,9.05
30000,12000,20,52,28,0,4.818181818181818,108.32
7200,24000,80,15,18,0,1.0,3.92
7200,24000,50,14,30,1,1.2727272727272727,10.36
30000,12000,50,57,24,1,2.6666666666666665,9.65
10000,10000,20,60,32,1,5.0,21.3
30000,12000,20,45,36,1,1.35,63.28
46000,14400,100,39,32,1,1.3333333333333333,4.54
23200,18000,20,51,26,0,2.588235294117647,103.76
7200,24000,100,15,14,1,2.0,5.19
23200,18000,50,54,18,1,1.7,10.02
7200,24000,20,10,32,1,1.5,90.91
46000,14400,80,14,26,0,1.5384615384615383,11.06
30000,12000,80,20,24,1,3.0,5.22
7200,24000,20,23,14,1,1.9615384615384608,72.43
46000,14400,50,30,14,1,1.5,27.33
23200,18000,20,40,18,0,4.27777777777778,144.71
46000,14400,50,48,34,0,4.5,18.49
7200,24000,50,36,14,1,3.333333333333333,5.76
7200,24000,50,24,24,0,4.8,9.34
10000,10000,50,21,20,1,3.2,4.48
7200,24000,80,18,20,1,1.8333333333333333,3.39
30000,12000,20,25,28,0,1.4,163.97
46000,14400,50,46,32,0,1.1666666666666667,17.79
30000,12000,20,17,24,1,1.7714285714285714,131.75
23200,18000,80,17,22,0,1.0,6.56
7200,24000,80,12,22,0,1.2222222222222223,4.1
7200,24000,20,45,18,0,1.0909090909090908,55.3
10000,10000,20,54,30,0,1.181818181818182,30.08
7200,24000,20,30,24,1,3.4615384615384617,41.8
23200,18000,50,30,34,0,1.0833333333333333,15.85
7200,24000,20,48,32,0,3.333333333333333,50.74
10000,10000,20,60,34,1,1.75,19.94
10000,10000,50,18,24,0,1.7142857142857142,6.91
10000,10000,50,24,36,1,1.6,4.08
30000,12000,20,28,34,0,3.117647058823529,142.83
7200,24000,20,27,16,1,3.75,58.5
7200,24000,20,46,36,1,3.75,35.05
46000,14400,50,35,24,0,2.1666666666666665,33.7
46000,14400,100,11,34,0,1.0,7.27
46000,14400,20,48,22,0,1.46875,185.67
46000,14400,80,18,14,0,1.0,12.53
7200,24000,50,39,36,0,1.3333333333333333,7.68
30000,12000,50,25,32,1,5.0,11.92
23200,18000,100,36,22,1,1.8,4.77
7200,24000,80,25,18,0,1.5,4.08
46000,14400,20,54,20,1,1.1666666666666667,113.59
7200,24000,50,35,24,1,1.25,4.54
7200,24000,50,35,16,1,3.333333333333333,5.51
46000,14400,20,57,30,0,1.6666666666666667,139.89
7200,24000,50,50,36,0,1.4,7.16
7200,24000,50,40,14,0,3.333333333333333,6.98
7200,24000,20,48,36,0,3.75,48.43
10000,10000,20,29,18,0,1.5882352941176472,46.0
23200,18000,50,26,24,1,1.1333333333333333,12.49
10000,10000,20,18,30,0,1.6875,56.66
46000,14400,100,17,30,1,1.875,6.05
46000,14400,20,55,22,0,1.28125,156.16
7200,24000,80,10,34,0,1.125,6.38
46000,14400,50,48,24,0,2.7777777777777777,19.4
7200,24000,20,53,32,0,2.0,46.68
23200,18000,20,13,36,0,4.173913043478262,359.17
23200,18000,50,29,24,1,1.0666666666666669,12.32
46000,14400,80,33,18,0,4.333333333333333,7.46
7200,24000,20,25,16,0,4.8,97.78
10000,10000,20,51,20,0,3.625,31.12
7200,24000,20,55,14,1,1.8823529411764703,41.2
46000,14400,100,27,22,0,1.625,6.24
7200,24000,80,55,14,1,1.2,5.72
46000,14400,20,58,20,0,2.375,160.23
10000,10000,50,21,20,1,1.1111111111111112,4.54
30000,12000,50,55,30,1,1.0,11.9
30000,12000,20,28,26,1,2.3043478260869565,91.31
10000,10000,20,45,22,0,3.0,31.99
23200,18000,50,44,20,1,2.875,11.22
23200,18000,20,54,14,1,1.2424242424242424,93.44
23200,18000,20,55,24,0,1.5909090909090908,97.1
7200,24000,20,25,32,1,2.4,44.95
7200,24000,20,36,20,0,2.25,59.14
30000,12000,100,18,24,0,2.0,4.74
23200,18000,100,27,36,0,1.6,5.49
10000,10000,80,14,36,0,1.0,4.04
30000,12000,80,13,22,0,1.0769230769230769,6.94
30000,12000,80,15,30,1,3.333333333333333,5.57
10000,10000,20,21,18,0,5.0,60.37
23200,18000,100,24,18,0,2.333333333333333,3.94
46000,14400,100,42,30,0,1.1666666666666667,7.04
7200,24000,50,54,32,0,1.0,8.07
10000,10000,50,19,28,1,2.8,5.15
30000,12000,20,48,18,0,3.055555555555556,105.65
7200,24000,80,54,18,0,1.0,7.19
23200,18000,20,42,36,1,2.5625,70.35
10000,10000,20,49,26,0,1.9,31.55
30000,12000,100,14,24,1,1.5,3.21
7200,24000,20,21,32,1,1.4285714285714286,53.49
10000,10000,80,27,14,0,1.2,3.14
10000,10000,20,34,30,0,3.625,39.32
7200,24000,20,43,24,0,2.3076923076923075,48.58
23200,18000,100,21,20,0,2.5,4.76
7200,24000,80,12,34,0,2.2,5.03
7200,24000,50,30,18,1,4.8,8.1
10000,10000,50,12,36,0,1.7142857142857142,11.72
46000,14400,20,32,28,0,2.84,228.65
7200,24000,20,54,28,1,3.333333333333333,33.08
10000,10000,20,40,36,0,2.5,34.96
46000,14400,20,48,28,1,1.3666666666666667,117.86
23200,18000,50,46,20,1,3.2857142857142856,14.47
30000,12000,80,56,26,1,1.2,5.4
23200,18000,20,40,20,0,1.6428571428571428,132.33
30000,12000,20,42,22,0,2.9444444444444446,113.84
7200,24000,50,15,22,0,3.0,10.71
10000,10000,100,16,16,0,1.0,2.31
7200,24000,20,51,20,0,2.142857142857143,49.72
7200,24000,20,11,30,1,1.0,88.82
46000,14400,50,54,28,0,2.625,17.57
7200,24000,80,18,30,0,2.0,4.99
46000,14400,20,47,34,1,4.466666666666667,104.46
10000,10000,20,40,28,0,1.4166666666666667,32.46
30000,12000,50,12,22,0,1.1904761904761905,26.06
46000,14400,100,23,28,1,1.0,4.08
46000,14400,80,36,24,1,2.142857142857143,4.97
23200,18000,50,48,30,1,4.6,10.51
23200,18000,50,21,22,0,3.3,17.97
23200,18000,80,15,28,0,1.181818181818182,8.28
7200,24000,20,56,24,1,2.083333333333333,31.45
7200,24000,50,14,30,0,4.0,10.51
10000,10000,20,27,28,1,1.0588235294117647,27.77
7200,24000,100,17,14,0,1.4285714285714286,4.7
7200,24000,100,10,18,0,2.333333333333333,4.77
46000,14400,80,51,30,0,2.4,7.08
10000,10000,100,16,14,1,1.1666666666666667,2.79
10000,10000,20,11,34,0,3.2142857142857144,94.66
46000,14400,80,37,36,0,3.0,8.09
46000,14400,80,13,20,0,4.888888888888889,12.8
30000,12000,50,52,32,1,1.5714285714285714,18.34
7200,24000,20,50,36,1,1.6666666666666667,30.56
23200,18000,20,48,22,0,2.4,118.66
10000,10000,50,10,34,1,1.1,5.96
23200,18000,50,60,28,0,2.6666666666666665,12.99
10000,10000,20,14,26,1,1.8421052631578947,45.03
46000,14400,80,12,16,1,4.2727272727272725,9.04
46000,14400,20,59,22,1,1.1875,102.35
46000,14400,20,48,36,0,1.3461538461538465,202.44
46000,14400,80,21,20,1,1.0666666666666669,7.32
23200,18000,50,43,32,0,1.75,15.02
46000,14400,50,40,18,0,1.1111111111111112,20.28
7200,24000,20,42,22,1,2.0,39.22
10000,10000,80,16,16,1,1.0,3.34
30000,12000,20,40,28,1,3.533333333333333,65.64
30000,12000,80,27,28,0,1.0,5.47
23200,18000,20,42,26,1,2.095238095238096,77.95
10000,10000,50,35,16,0,2.4,4.95
30000,12000,50,45,16,0,1.3333333333333333,10.79
10000,10000,20,37,22,0,1.6923076923076923,36.12
7200,24000,50,24,34,0,1.0,9.2
23200,18000,20,42,28,0,1.9523809523809523,116.5
10000,10000,50,24,30,1,2.2,4.05
30000,12000,20,13,34,1,1.6285714285714286,157.63
7200,24000,50,25,24,0,3.0,9.06
7200,24000,50,31,18,0,2.2857142857142856,7.06
23200,18000,100,14,30,1,1.2222222222222223,5.05
7200,24000,50,39,24,1,2.0,6.72
7200,24000,20,40,22,0,1.0476190476190477,56.58
23200,18000,20,47,34,1,1.7894736842105263,63.16
46000,14400,50,30,16,0,1.6666666666666667,36.17
7200,24000,80,22,24,1,1.1666666666666667,4.83
23200,18000,50,38,16,1,2.1818181818181817,12.09
10000,10000,50,16,30,0,3.2,6.46
23200,18000,20,35,20,1,1.4375,93.5
7200,24000,20,53,20,0,3.272727272727273,51.87
46000,14400,20,26,30,1,3.6666666666666665,171.64
7200,24000,20,35,24,1,1.25,38.69
7200,24000,80,54,16,1,1.0,4.75
30000,12000,20,35,16,0,3.571428571428572,152.0
10000,10000,20,21,24,1,1.5882352941176472,33.45
46000,14400,80,22,14,0,1.25,9.88
7200,24000,20,32,18,1,2.8125,48.42
7200,24000,50,39,22,0,1.5714285714285714,8.58
10000,10000,20,18,28,1,2.6923076923076925,33.68
7200,24000,20,14,24,0,2.8571428571428568,135.2
23200,18000,50,44,26,1,2.125,11.01
23200,18000,80,17,32,1,3.0,4.72
23200,18000,100,12,30,1,1.3333333333333333,4.12
23200,18000,80,60,24,0,1.8,5.66
10000,10000,20,25,14,1,1.75,39.39
46000,14400,80,40,30,0,1.5714285714285714,6.8
7200,24000,20,52,36,0,1.0,54.31
7200,24000,80,30,14,1,1.2857142857142858,4.02
46000,14400,80,18,16,0,1.5333333333333334,11.57
10000,10000,20,36,34,1,3.8571428571428568,22.18
23200,18000,100,28,22,1,1.0,2.99
7200,24000,20,22,36,0,3.75,88.54
7200,24000,80,22,28,0,1.0,3.51
30000,12000,20,20,16,1,2.0270270270270268,156.56
7200,24000,50,24,30,1,1.5,7.31
23200,18000,20,16,30,1,2.4,150.68
7200,24000,100,21,16,0,1.8,2.48
23200,18000,80,54,28,1,1.6,4.03
30000,12000,50,44,18,1,3.571428571428572,10.16
7200,24000,20,22,28,1,3.9230769230769234,50.3
30000,12000,80,15,32,1,3.0,6.09
10000,10000,20,46,36,1,3.5,26.03
30000,12000,20,21,24,1,2.2142857142857144,115.16
10000,10000,50,38,24,0,1.6,6.77
7200,24000,80,15,16,1,2.142857142857143,4.4
7200,24000,20,58,18,1,1.0,33.71
7200,24000,50,16,22,1,1.8,7.49
30000,12000,50,43,34,0,1.8571428571428568,10.46
10000,10000,20,26,30,0,4.75,44.34
7200,24000,80,52,14,1,1.2,4.71
10000,10000,20,18,26,0,1.4210526315789471,57.74
23200,18000,50,45,28,1,3.6666666666666665,10.2
7200,24000,100,10,24,0,2.8,2.94
23200,18000,50,56,24,1,1.75,9.96
30000,12000,20,48,20,1,1.48,70.79
10000,10000,80,22,16,1,1.4,2.48
46000,14400,80,57,24,0,3.0,5.58
10000,10000,20,52,20,1,1.5833333333333333,28.17
30000,12000,80,12,36,0,4.6,11.12
30000,12000,100,20,28,0,1.1428571428571428,4.49
23200,18000,50,35,24,0,2.875,13.74
46000,14400,100,28,30,1,3.0,6.51
46000,14400,50,33,16,1,1.5,27.56
10000,10000,100,12,30,0,1.0,3.28
7200,24000,50,38,36,0,1.3333333333333333,6.95
23200,18000,50,36,20,1,2.7777777777777777,11.24
23200,18000,50,24,36,0,1.5454545454545454,22.52
23200,18000,80,15,20,0,1.7272727272727273,9.87
23200,18000,50,21,36,1,1.4166666666666667,14.01
30000,12000,100,13,16,0,2.0,7.01
46000,14400,100,28,14,0,1.6,6.48
23200,18000,100,21,26,1,1.8333333333333333,4.98
10000,10000,50,26,30,0,1.1666666666666667,5.57
46000,14400,20,56,18,0,1.3823529411764706,168.93
10000,10000,20,19,26,0,1.368421052631579,65.27
23200,18000,80,27,32,0,2.0,7.14
