x_length,y_length,grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time1
23200,18000,100,14,16,1,1.4545454545454546,4.86
30000,12000,100,12,28,1,2.0,4.27
46000,14400,100,40,28,1,1.1428571428571428,6.12
7200,24000,50,43,24,1,2.4,4.79
23200,18000,50,46,16,1,1.818181818181818,10.78
7200,24000,20,30,34,0,1.05,63.68
46000,14400,100,39,28,0,2.2,7.49
46000,14400,20,32,28,1,3.727272727272727,168.18
46000,14400,80,51,36,0,2.0,9.53
46000,14400,20,28,24,1,2.7333333333333334,169.03
30000,12000,20,21,26,1,2.0357142857142856,113.43
7200,24000,20,40,28,1,1.6666666666666667,39.03
10000,10000,20,34,32,0,4.428571428571429,38.56
46000,14400,80,35,24,0,4.6,8.98
30000,12000,20,60,32,1,1.3888888888888888,51.55
23200,18000,20,11,36,0,3.555555555555556,372.96
30000,12000,80,45,36,0,1.2,5.71
23200,18000,20,55,28,0,1.04,98.42
46000,14400,50,36,24,0,2.8,20.31
23200,18000,50,23,14,0,2.2,21.2
46000,14400,100,57,28,1,1.0,4.24
46000,14400,100,57,24,1,1.3333333333333333,4.7
23200,18000,50,17,20,1,1.5,15.65
7200,24000,20,44,30,1,4.0,34.8
23200,18000,20,18,26,0,4.173913043478262,267.07
46000,14400,20,35,36,0,2.04,234.71
46000,14400,80,38,20,1,1.5555555555555556,6.66
30000,12000,80,33,16,0,2.5,5.87
46000,14400,50,56,22,1,1.2307692307692308,11.7
10000,10000,50,42,20,1,1.6,5.29
30000,12000,100,11,24,1,1.2,6.37
23200,18000,20,24,28,1,1.108108108108108,110.16
30000,12000,50,38,36,1,2.6666666666666665,10.86
46000,14400,80,42,20,1,3.333333333333333,6.28
30000,12000,20,29,18,1,1.5454545454545454,101.63
7200,24000,50,28,28,0,1.0,7.28
10000,10000,20,25,24,1,4.1,31.07
23200,18000,50,47,34,0,1.8571428571428568,13.57
7200,24000,80,14,28,0,1.8333333333333333,4.45
23200,18000,20,28,18,0,3.28,192.08
23200,18000,50,34,20,1,3.0,11.17
23200,18000,20,60,28,1,1.380952380952381,64.12
7200,24000,50,41,32,0,1.8,5.98
7200,24000,20,15,30,1,1.3846153846153846,66.21
10000,10000,20,43,32,1,1.3636363636363635,22.8
7200,24000,20,40,36,0,4.5,56.4
30000,12000,50,30,28,0,2.5,16.12
10000,10000,20,30,36,1,1.5,25.96
23200,18000,80,56,22,0,2.0,6.44
7200,24000,20,12,22,1,5.0,95.34
10000,10000,20,42,18,1,3.888888888888889,23.32
23200,18000,80,28,34,1,1.6666666666666667,6.86
23200,18000,100,39,24,0,1.0,4.5
23200,18000,20,34,14,0,2.125,203.53
30000,12000,20,39,30,0,3.333333333333333,106.5
30000,12000,100,39,22,1,1.4,2.81
23200,18000,80,37,32,0,1.0,4.67
23200,18000,50,28,28,1,4.142857142857143,11.94
23200,18000,80,15,24,1,3.4285714285714284,5.49
46000,14400,20,60,16,0,1.3055555555555556,173.24
30000,12000,80,40,14,1,1.1111111111111112,7.44
7200,24000,50,10,34,1,1.0,9.3
10000,10000,20,29,34,0,3.625,42.9
23200,18000,20,17,32,1,2.4285714285714284,145.77
10000,10000,80,18,22,0,1.2,2.76
10000,10000,20,13,20,0,2.631578947368421,86.46
23200,18000,80,22,14,0,3.25,7.75
46000,14400,50,40,20,1,2.5454545454545454,15.95
23200,18000,80,55,32,0,1.2,6.32
10000,10000,20,52,24,1,1.9,20.5
30000,12000,80,14,34,1,1.625,5.5
10000,10000,50,10,30,0,2.0,8.57
23200,18000,50,22,36,1,3.125,13.73
30000,12000,20,49,24,1,1.2,59.8
7200,24000,100,20,24,0,1.0,3.55
23200,18000,50,21,34,0,2.2,18.02
7200,24000,50,28,28,1,1.25,5.39
10000,10000,50,39,36,0,1.0,6.08
10000,10000,20,11,18,0,1.6666666666666667,103.97
10000,10000,20,26,20,0,3.1666666666666665,48.95
10000,10000,20,36,20,1,1.9230769230769231,26.4
7200,24000,50,51,24,1,1.3333333333333333,6.65
7200,24000,20,21,28,0,5.0,93.7
10000,10000,20,38,34,1,4.833333333333333,22.24
10000,10000,20,12,14,1,3.55,76.83
46000,14400,80,48,32,1,2.2,8.15
46000,14400,50,52,24,1,2.555555555555556,24.96
10000,10000,80,28,18,0,1.0,2.5
7200,24000,50,47,14,0,1.0,8.25
7200,24000,50,45,32,1,1.8,6.96
23200,18000,20,13,24,1,2.8235294117647056,203.84
23200,18000,100,24,32,0,1.0,5.15
23200,18000,80,17,22,0,4.333333333333333,10.01
10000,10000,50,58,20,1,1.2,5.59
30000,12000,50,42,30,1,2.833333333333333,11.65
30000,12000,50,12,22,1,1.1904761904761905,17.53
7200,24000,50,34,26,0,1.5714285714285714,7.01
30000,12000,20,51,32,0,1.6111111111111112,85.85
30000,12000,80,54,14,1,1.0,5.68
46000,14400,100,13,28,1,1.7,5.78
23200,18000,20,15,28,0,1.2222222222222223,288.66
7200,24000,20,39,26,1,1.8,41.53
7200,24000,20,55,26,0,3.555555555555556,48.05
23200,18000,80,54,30,1,1.6,4.76
23200,18000,100,27,14,0,1.5,3.96
46000,14400,100,12,36,1,1.0,10.55
30000,12000,100,10,22,0,1.0833333333333333,5.42
10000,10000,20,12,22,1,2.25,52.09
46000,14400,20,38,30,1,1.027027027027027,132.83
23200,18000,50,52,24,1,1.0,10.01
46000,14400,20,20,24,1,1.6888888888888889,226.63
10000,10000,20,10,22,1,2.272727272727273,62.83
10000,10000,20,35,36,0,1.5454545454545454,36.97
10000,10000,20,28,32,0,3.875,42.04
10000,10000,50,30,22,0,1.6666666666666667,5.23
46000,14400,50,58,36,1,1.875,14.53
10000,10000,20,12,32,1,2.7333333333333334,46.49
23200,18000,20,37,30,1,1.0333333333333334,79.48
23200,18000,20,35,20,0,2.32,148.67
30000,12000,80,60,14,0,1.2857142857142858,5.31
30000,12000,20,42,26,1,3.533333333333333,69.76
46000,14400,20,20,28,1,2.2777777777777777,205.12
7200,24000,50,30,18,1,1.2,5.97
7200,24000,100,18,24,0,1.6,2.51
10000,10000,50,10,32,0,5.0,8.92
7200,24000,50,22,28,1,3.0,6.24
23200,18000,50,34,24,0,3.8571428571428568,16.72
30000,12000,50,45,32,1,1.8571428571428568,8.7
10000,10000,50,15,24,0,1.1,13.63
10000,10000,20,45,36,0,4.166666666666667,33.38
23200,18000,100,27,34,1,1.6,3.06
7200,24000,20,20,22,0,2.142857142857143,98.33
7200,24000,20,52,36,1,1.0,49.9
30000,12000,80,15,30,1,1.2,4.41
30000,12000,50,42,36,1,2.333333333333333,9.86
46000,14400,100,54,30,0,1.4,4.47
7200,24000,20,45,32,1,1.125,34.61
30000,12000,80,14,32,0,1.4444444444444444,7.77
30000,12000,20,45,32,0,4.166666666666667,96.6
30000,12000,80,13,30,0,1.4,6.5
23200,18000,20,22,20,1,4.7727272727272725,141.05
10000,10000,20,20,24,1,2.2,35.43
23200,18000,20,32,20,1,2.071428571428572,103.33
46000,14400,20,60,28,0,3.3529411764705883,140.49
10000,10000,20,30,36,0,1.5,39.66
46000,14400,100,46,24,0,1.5,6.4
23200,18000,80,40,22,1,2.6,3.62
46000,14400,50,27,18,1,2.125,17.7
7200,24000,20,35,36,0,4.0,66.16
30000,12000,20,41,22,0,1.3333333333333333,107.32
23200,18000,80,54,14,0,1.25,6.44
7200,24000,50,12,14,1,1.0,12.07
7200,24000,50,12,16,0,1.6,15.41
46000,14400,80,49,24,1,1.25,7.18
23200,18000,80,25,22,1,1.1,4.52
46000,14400,50,30,22,0,2.3076923076923075,22.43
23200,18000,50,21,28,0,4.125,18.68
30000,12000,20,27,14,0,2.9642857142857144,221.22
10000,10000,50,10,36,1,4.0,7.29
30000,12000,50,53,26,0,1.2222222222222223,12.12
30000,12000,20,21,16,0,1.4761904761904765,248.27
23200,18000,20,48,30,1,1.8,71.15
30000,12000,100,43,18,0,1.0,3.22
30000,12000,80,17,16,0,2.875,6.88
7200,24000,50,18,36,0,1.5,10.89
7200,24000,80,51,18,1,1.0,7.6
7200,24000,20,14,24,1,2.8571428571428568,75.75
46000,14400,50,36,20,0,4.2222222222222205,19.55
30000,12000,100,44,18,0,1.6,3.05
30000,12000,100,39,20,1,1.1666666666666667,2.69
7200,24000,50,29,20,0,1.75,7.58
7200,24000,20,15,36,1,4.615384615384615,69.47
30000,12000,20,32,20,0,1.5333333333333334,137.5
23200,18000,50,60,14,1,1.25,8.65
30000,12000,80,34,16,0,1.375,4.89
7200,24000,50,29,16,1,2.25,6.38
30000,12000,20,43,34,0,3.3846153846153846,94.17
46000,14400,80,53,24,0,1.4285714285714286,7.2
10000,10000,50,10,24,0,1.6,8.58
30000,12000,100,17,18,0,2.833333333333333,4.04
10000,10000,20,33,28,0,2.090909090909091,38.13
10000,10000,20,15,30,0,2.0625,67.49
7200,24000,20,14,30,1,2.55,73.69
10000,10000,50,29,28,0,1.1666666666666667,6.61
7200,24000,20,18,26,0,1.7391304347826086,101.9
10000,10000,20,21,20,0,2.1875,56.71
7200,24000,50,53,16,1,1.0,6.81
46000,14400,100,15,22,1,1.1538461538461535,6.36
30000,12000,50,48,14,1,4.0,10.44
23200,18000,100,20,14,0,1.7777777777777777,6.02
46000,14400,80,18,22,0,2.6,9.02
46000,14400,80,25,16,0,5.0,9.47
23200,18000,50,32,22,0,3.625,15.45
23200,18000,50,26,22,1,1.0625,13.08
46000,14400,20,34,32,1,3.0454545454545454,129.38
7200,24000,50,39,16,1,1.3333333333333333,5.7
46000,14400,50,30,28,1,2.1666666666666665,16.34
46000,14400,80,18,36,0,3.8333333333333335,10.39
23200,18000,50,21,26,0,1.6923076923076923,16.37
10000,10000,50,14,16,1,4.666666666666667,6.02
7200,24000,20,56,34,0,2.1,42.94
46000,14400,80,16,22,1,4.375,7.51
7200,24000,20,14,32,0,2.833333333333333,122.38
23200,18000,20,32,32,1,1.2857142857142858,90.15
7200,24000,50,10,28,1,3.5,10.65
23200,18000,20,30,32,0,3.2222222222222223,159.78
30000,12000,50,14,32,1,1.0588235294117647,12.18
23200,18000,50,39,36,0,2.833333333333333,15.2
46000,14400,50,33,14,1,3.1538461538461537,32.9
23200,18000,50,57,26,0,2.833333333333333,14.21
23200,18000,20,50,24,1,2.6666666666666665,84.51
7200,24000,50,36,36,1,1.3333333333333333,5.27
7200,24000,80,15,28,0,1.2857142857142858,4.41
10000,10000,20,52,14,1,1.1176470588235294,27.28
23200,18000,50,40,24,1,2.1111111111111107,10.99
23200,18000,80,60,16,0,1.2857142857142858,4.54
46000,14400,80,35,26,0,2.6666666666666665,6.98
7200,24000,20,52,18,0,4.5,50.68
23200,18000,100,33,30,1,1.1666666666666667,5.25
10000,10000,50,12,24,1,5.0,6.51
23200,18000,50,51,36,1,3.4,12.09
7200,24000,20,37,26,1,1.6875,40.92
10000,10000,20,21,36,0,1.0588235294117647,50.07
7200,24000,50,56,14,1,1.0,6.75
30000,12000,50,42,30,0,1.625,13.2
23200,18000,100,48,14,0,1.1428571428571428,4.45
7200,24000,50,10,16,0,1.8666666666666667,16.22
23200,18000,80,43,18,1,3.2,4.05
10000,10000,20,31,34,1,3.625,26.51
46000,14400,80,15,36,1,2.333333333333333,7.59
7200,24000,80,26,28,0,1.2,7.74
10000,10000,20,10,26,1,2.631578947368421,57.68
10000,10000,20,58,30,0,5.0,28.3
23200,18000,20,33,28,0,2.75,149.24
10000,10000,50,13,20,0,1.5,9.62
30000,12000,20,21,36,0,2.409090909090909,171.5
46000,14400,100,54,36,0,1.2,6.47
23200,18000,50,49,20,1,1.6,10.96
23200,18000,100,38,18,1,2.4,2.78
46000,14400,80,45,16,0,3.8333333333333335,6.94
30000,12000,20,50,34,0,1.7647058823529411,83.3
7200,24000,20,10,26,1,5.0,104.61
46000,14400,50,32,28,0,3.555555555555556,25.12
7200,24000,50,16,26,0,2.0,9.72
23200,18000,80,39,22,0,1.0,5.97
7200,24000,20,50,36,0,1.6666666666666667,47.22
10000,10000,20,60,28,1,3.8333333333333335,21.92
23200,18000,20,12,30,0,2.081081081081081,338.53
23200,18000,20,27,14,1,2.484848484848485,155.13
10000,10000,20,15,28,1,2.1875,38.66
46000,14400,100,55,30,0,1.0,4.04
7200,24000,20,39,36,0,3.0,59.88
10000,10000,20,57,28,1,3.8333333333333335,21.47
46000,14400,20,17,28,1,1.3137254901960784,241.87
23200,18000,100,10,24,1,1.3636363636363635,5.81
7200,24000,20,51,24,0,1.3125,59.18
10000,10000,20,47,36,1,1.3,19.38
7200,24000,80,20,26,0,1.8,3.88
46000,14400,100,55,18,0,1.0,4.93
10000,10000,80,11,36,0,1.2,3.14
23200,18000,20,30,16,0,1.5675675675675675,205.56
30000,12000,20,58,36,0,1.5625,81.29
7200,24000,50,37,34,1,1.3333333333333333,4.87
7200,24000,20,52,22,1,2.0769230769230766,43.86
23200,18000,50,35,18,1,4.125,13.71
23200,18000,20,45,14,0,3.6666666666666665,160.13
23200,18000,80,44,34,0,1.0,5.44
10000,10000,100,18,18,0,1.0,3.38
7200,24000,20,58,30,0,2.4,45.08
30000,12000,20,39,24,1,1.52,70.39
23200,18000,100,18,22,0,1.5,4.67
23200,18000,20,60,20,1,3.8666666666666663,69.6
30000,12000,50,27,36,1,3.6666666666666665,9.34
46000,14400,50,28,22,0,2.4615384615384617,25.54
46000,14400,50,34,16,0,1.75,24.85
30000,12000,80,35,20,1,2.1666666666666665,3.5
30000,12000,50,18,34,0,4.714285714285714,18.25
46000,14400,50,33,20,0,4.5555555555555545,26.84
30000,12000,50,34,36,0,2.833333333333333,12.2
46000,14400,20,35,30,1,3.8,132.0
30000,12000,80,45,30,0,1.6,6.63
30000,12000,80,45,28,0,1.6,5.99
10000,10000,20,20,32,0,1.6666666666666667,53.06
46000,14400,100,23,22,0,3.333333333333333,8.66
23200,18000,100,12,22,0,2.375,5.95
7200,24000,50,55,24,1,1.8,6.86
7200,24000,80,59,14,0,1.2,7.59
23200,18000,20,25,16,1,1.2888888888888892,149.58
7200,24000,20,60,18,1,4.0,34.12
30000,12000,80,16,16,1,2.555555555555556,4.97
7200,24000,50,21,28,1,4.0,8.45
30000,12000,100,40,22,0,1.0,4.33
23200,18000,50,15,16,0,1.3636363636363635,28.02
10000,10000,80,16,18,0,2.0,3.16
46000,14400,100,45,24,0,2.2,6.2
23200,18000,20,50,26,0,4.461538461538462,103.73
7200,24000,50,18,14,1,2.1818181818181817,8.93
23200,18000,50,50,18,0,1.25,14.21
30000,12000,100,44,30,1,1.0,5.24
30000,12000,20,24,26,1,2.6956521739130435,102.23
30000,12000,80,11,32,1,1.8888888888888888,4.98
46000,14400,100,16,14,0,3.555555555555556,8.31
30000,12000,80,22,18,1,3.333333333333333,4.22
46000,14400,50,56,24,0,1.0769230769230769,18.65
30000,12000,20,20,30,1,1.6666666666666667,104.76
7200,24000,20,55,26,1,2.7,32.73
46000,14400,80,13,36,1,1.1538461538461535,8.49
10000,10000,20,17,24,1,1.45,39.71
7200,24000,100,39,14,0,1.0,5.47
46000,14400,80,44,36,1,2.6,4.54
46000,14400,50,15,34,1,1.4210526315789471,24.13
7200,24000,20,45,26,0,1.1111111111111112,53.65
46000,14400,50,22,36,0,4.75,37.33
46000,14400,80,11,36,1,2.6,11.92
30000,12000,100,32,30,0,1.4,7.0
23200,18000,50,40,22,1,2.333333333333333,10.14
23200,18000,80,28,34,1,1.0,5.01
10000,10000,20,30,22,0,1.375,40.7
46000,14400,50,10,24,0,3.388888888888889,49.18
7200,24000,50,24,16,0,3.4285714285714284,10.54
30000,12000,80,30,16,0,4.6,6.39
23200,18000,50,40,26,0,1.8888888888888888,14.71
10000,10000,20,16,30,0,1.9375,61.27
7200,24000,50,29,26,1,1.375,5.51
23200,18000,50,32,36,1,1.0909090909090908,11.96
7200,24000,80,32,18,0,1.1666666666666667,4.46
46000,14400,80,43,26,1,2.1666666666666665,5.19
10000,10000,50,25,22,0,1.125,5.15
7200,24000,80,15,34,0,1.8,3.73
46000,14400,80,50,16,0,1.5555555555555556,9.83
7200,24000,80,18,22,1,1.0,4.46
46000,14400,80,46,22,0,1.5,7.91
10000,10000,20,55,24,1,2.75,21.77
23200,18000,80,21,30,1,4.0,5.55
46000,14400,50,24,30,0,1.4375,24.32
46000,14400,20,58,36,0,1.95,158.35
30000,12000,20,20,22,1,2.7777777777777777,120.77
23200,18000,100,12,28,1,1.0,3.45
7200,24000,20,22,14,0,1.8888888888888888,122.8
23200,18000,80,13,14,0,1.375,9.77
23200,18000,80,28,32,1,1.4285714285714286,5.39
23200,18000,50,39,16,1,5.0,12.2
10000,10000,50,11,14,1,3.111111111111111,7.13
30000,12000,50,58,32,1,1.4285714285714286,9.11
30000,12000,20,20,18,0,2.272727272727273,226.79
10000,10000,50,54,14,1,1.0,6.01
7200,24000,20,44,28,0,3.2,52.99
7200,24000,20,34,20,0,2.117647058823529,63.98
30000,12000,80,45,14,0,1.7142857142857142,5.08
46000,14400,80,34,26,1,1.1,5.09
10000,10000,20,34,18,1,4.5555555555555545,27.49
23200,18000,100,20,16,0,1.0,5.0
10000,10000,20,48,30,1,2.5,20.5
10000,10000,20,45,18,0,2.4545454545454546,33.31
30000,12000,80,24,20,0,1.3333333333333333,6.33
46000,14400,80,40,18,0,1.4,8.44
30000,12000,50,10,22,0,1.125,29.7
10000,10000,20,59,36,0,1.625,29.29
7200,24000,100,24,20,0,1.0,2.39
46000,14400,80,11,26,0,1.375,13.2
23200,18000,20,35,18,0,3.6666666666666665,159.98
30000,12000,50,48,36,0,1.5714285714285714,11.79
10000,10000,80,28,18,1,1.0,3.17
10000,10000,20,51,24,1,3.8571428571428568,37.5
7200,24000,20,50,20,0,5.0,62.07
10000,10000,20,17,36,0,2.230769230769231,57.64
46000,14400,50,51,30,0,2.5,19.42
30000,12000,50,44,30,1,1.0,9.85
23200,18000,100,16,24,1,2.0,3.36
23200,18000,50,10,24,1,1.2083333333333333,21.61
7200,24000,80,20,16,0,1.0,3.84
23200,18000,50,40,16,0,3.2222222222222223,13.22
23200,18000,50,60,18,1,1.0,11.3
10000,10000,20,57,32,1,1.875,19.64
46000,14400,50,36,14,0,2.0,33.43
23200,18000,80,24,30,0,3.2,6.65
23200,18000,100,18,32,0,1.2857142857142858,4.06
7200,24000,20,48,14,1,1.0,44.21
7200,24000,20,34,24,0,1.7647058823529411,66.91
46000,14400,80,19,34,1,1.7777777777777777,7.07
46000,14400,20,30,28,0,1.5,242.17
30000,12000,100,28,24,1,2.0,3.84
7200,24000,50,26,24,1,1.3333333333333333,7.93
30000,12000,20,57,34,1,4.4,67.2
46000,14400,50,28,24,1,2.6666666666666665,17.17
46000,14400,20,45,36,1,1.4615384615384617,100.0
46000,14400,100,54,14,0,1.25,6.56
10000,10000,20,53,32,0,1.6666666666666667,35.47
7200,24000,20,12,36,1,2.0454545454545454,79.56
46000,14400,50,32,26,1,3.888888888888889,30.21
7200,24000,100,14,30,0,1.0,3.61
46000,14400,100,51,16,1,1.0,3.86
10000,10000,20,51,36,1,1.4444444444444444,20.48
7200,24000,50,21,30,1,4.0,6.29
10000,10000,100,10,34,0,1.0,3.86
7200,24000,80,13,36,1,2.0,4.42
30000,12000,80,40,22,1,1.1428571428571428,4.17
46000,14400,50,21,20,0,3.071428571428572,26.94
23200,18000,100,54,14,0,1.3333333333333333,3.39
46000,14400,50,55,30,0,2.25,22.38
7200,24000,50,16,14,1,4.5,10.16
10000,10000,80,11,28,1,1.6,3.73
10000,10000,20,60,20,1,2.0,22.5
23200,18000,50,22,24,0,4.75,20.7
46000,14400,80,18,16,0,2.8181818181818183,10.87
46000,14400,80,39,28,0,1.375,6.66
23200,18000,50,41,30,0,1.875,14.05
7200,24000,50,30,36,0,1.0,8.11
23200,18000,100,44,24,1,1.4,3.86
30000,12000,50,20,30,0,2.7777777777777777,14.98
23200,18000,20,56,36,0,3.4166666666666665,107.93
10000,10000,20,34,14,0,1.7058823529411764,47.05
23200,18000,50,20,34,1,2.3,13.69
10000,10000,20,39,22,1,1.8333333333333333,23.7
10000,10000,20,38,36,0,1.0,33.8
46000,14400,20,60,20,0,1.6785714285714286,152.4
30000,12000,20,40,30,1,3.333333333333333,64.16
30000,12000,50,39,34,1,2.833333333333333,9.03
10000,10000,20,36,34,1,1.0769230769230769,23.95
7200,24000,50,33,18,1,2.2857142857142856,9.11
10000,10000,20,23,14,0,1.6666666666666667,66.62
10000,10000,50,45,14,0,2.2,6.88
30000,12000,20,60,14,1,2.65,73.5
7200,24000,80,17,20,1,1.125,3.69
10000,10000,50,37,32,1,1.2,5.39
30000,12000,50,25,28,0,1.4166666666666667,19.63
46000,14400,100,19,26,0,2.4285714285714284,6.71
7200,24000,20,48,18,0,1.875,52.26
10000,10000,20,30,30,1,2.272727272727273,31.49
10000,10000,20,20,30,0,1.0,53.1
30000,12000,50,33,20,1,1.5,9.99
10000,10000,100,20,18,1,1.0,1.78
30000,12000,20,14,34,1,1.0476190476190477,138.33
23200,18000,50,45,36,0,1.5,13.73
7200,24000,20,28,24,0,1.0,72.02
7200,24000,20,31,14,0,2.6842105263157894,93.16
7200,24000,50,38,30,0,1.5,10.31
23200,18000,100,32,16,1,2.8,3.53
7200,24000,50,57,28,1,1.4,4.77
46000,14400,100,46,26,0,1.3333333333333333,6.16
46000,14400,20,42,16,0,1.2,242.56
7200,24000,20,32,30,1,4.5,43.5
7200,24000,20,28,32,0,1.3888888888888888,67.96
23200,18000,100,26,34,1,1.0,4.22
46000,14400,80,45,30,0,1.8333333333333333,8.87
10000,10000,50,10,16,0,2.5,10.53
46000,14400,50,57,34,0,2.0,18.22
46000,14400,80,33,20,1,1.8888888888888888,5.54
23200,18000,80,33,14,0,1.3,6.41
46000,14400,20,34,24,1,4.523809523809524,151.78
30000,12000,50,36,14,0,2.272727272727273,13.53
23200,18000,50,14,20,1,1.8333333333333333,17.96
46000,14400,80,26,14,1,1.8333333333333333,8.45
10000,10000,20,39,24,1,1.6666666666666667,22.3
46000,14400,80,51,16,1,1.1,4.97
46000,14400,100,13,14,1,3.5,9.66
30000,12000,50,11,30,0,1.6875,23.2
30000,12000,50,28,26,1,2.333333333333333,10.57
46000,14400,100,27,28,0,2.0,6.26
30000,12000,50,14,36,0,1.6153846153846154,18.7
30000,12000,100,54,24,1,1.0,4.31
7200,24000,50,17,20,1,4.0,6.94
46000,14400,50,14,20,0,4.642857142857143,40.16
30000,12000,80,60,30,1,1.2,9.18
23200,18000,80,39,26,0,2.2,6.58
7200,24000,50,42,16,1,1.0,5.37
46000,14400,80,35,24,0,3.333333333333333,9.5
23200,18000,50,12,16,0,3.8666666666666663,33.26
7200,24000,80,14,28,1,2.4,4.06
30000,12000,20,21,14,1,1.6904761904761905,168.08
30000,12000,20,39,24,1,4.133333333333334,72.26
46000,14400,100,50,28,1,1.6,5.67
10000,10000,20,32,30,0,1.0666666666666669,38.99
23200,18000,20,21,30,1,4.1,127.23
23200,18000,20,24,36,1,3.555555555555556,103.18
30000,12000,50,35,28,1,1.0,12.56
30000,12000,100,10,34,1,2.833333333333333,6.1
10000,10000,50,11,28,1,2.571428571428572,6.52
7200,24000,20,12,14,0,1.02,220.48
23200,18000,20,40,30,1,2.6666666666666665,75.1
30000,12000,20,43,26,1,4.384615384615385,74.13
23200,18000,20,42,32,1,1.7142857142857142,75.29
46000,14400,100,12,14,0,2.6666666666666665,10.86
46000,14400,20,48,36,1,1.9090909090909087,103.13
30000,12000,50,45,28,0,4.0,13.24
7200,24000,80,13,24,0,3.0,4.96
10000,10000,50,38,32,0,1.2,6.53
23200,18000,20,22,26,0,4.45,212.63
46000,14400,50,17,34,1,1.6875,34.35
23200,18000,20,42,34,1,1.619047619047619,67.26
7200,24000,50,10,18,0,3.6,16.64
7200,24000,50,32,24,0,1.7142857142857142,6.44
10000,10000,20,60,28,1,1.0909090909090908,21.92
7200,24000,20,52,20,0,3.272727272727273,59.95
30000,12000,20,50,24,1,5.0,61.96
10000,10000,20,28,30,1,1.0625,27.09
46000,14400,80,42,22,0,1.625,5.99
23200,18000,50,23,34,0,2.0,17.94
30000,12000,20,21,32,1,3.9444444444444446,103.42
30000,12000,20,60,22,1,3.0,57.8
23200,18000,80,11,20,0,2.9,8.68
10000,10000,20,38,24,0,1.5384615384615383,33.32
46000,14400,20,33,32,1,3.136363636363636,152.02
7200,24000,20,16,14,1,4.285714285714286,102.33
46000,14400,80,33,18,1,4.333333333333333,6.76
30000,12000,20,55,16,1,4.533333333333333,70.7
30000,12000,80,14,26,1,1.4,4.74
7200,24000,80,14,16,1,1.3333333333333333,4.87
30000,12000,20,34,26,0,1.9130434782608696,120.44
10000,10000,20,50,18,1,1.5384615384615383,21.71
10000,10000,20,34,28,0,3.625,36.55
10000,10000,50,36,20,0,2.0,5.29
7200,24000,20,28,24,1,1.4285714285714286,48.58
30000,12000,20,25,16,0,2.5,207.04
23200,18000,100,14,30,0,2.5,4.62
7200,24000,50,30,24,1,2.6666666666666665,5.05
23200,18000,20,40,36,1,2.1111111111111107,75.49
7200,24000,50,14,16,1,1.0588235294117647,8.8
30000,12000,80,42,16,1,3.0,6.74
10000,10000,100,13,14,1,1.0,2.33
46000,14400,50,28,30,0,3.0,27.03
23200,18000,50,11,28,0,3.5,29.09
10000,10000,20,52,34,0,2.7142857142857144,41.1
23200,18000,80,10,34,1,1.0769230769230769,6.93
10000,10000,50,12,18,0,1.4545454545454546,8.32
7200,24000,50,45,26,1,1.5,6.25
23200,18000,80,42,30,1,1.8,4.49
46000,14400,20,48,30,0,2.85,182.18
30000,12000,50,55,34,1,1.4285714285714286,11.02
7200,24000,20,52,30,0,3.333333333333333,49.22
10000,10000,20,23,34,1,2.9,28.98
46000,14400,20,50,30,0,1.3571428571428572,178.26
10000,10000,80,11,18,1,2.6,3.88
46000,14400,80,31,34,0,3.6,8.74
23200,18000,20,29,34,0,1.0967741935483872,151.3
7200,24000,20,29,24,0,1.5,67.78
46000,14400,50,52,22,1,1.3076923076923077,13.57
23200,18000,80,44,24,0,2.4,5.47
10000,10000,80,11,14,0,1.375,3.61
23200,18000,50,21,32,0,1.5833333333333333,17.49
46000,14400,20,44,24,0,3.136363636363636,185.79
7200,24000,20,25,28,1,2.117647058823529,46.47
23200,18000,50,12,28,1,1.0,18.02
46000,14400,80,39,16,0,3.1428571428571432,10.45
10000,10000,20,49,30,1,3.2857142857142856,21.38
10000,10000,50,21,20,0,1.8571428571428568,6.46
23200,18000,80,32,24,0,1.7142857142857142,4.77
46000,14400,100,25,18,1,2.25,4.18
30000,12000,80,10,26,1,4.0,5.35
46000,14400,50,60,20,1,1.5,11.43
30000,12000,20,44,24,0,2.5,101.52
10000,10000,20,42,18,1,1.0588235294117647,23.33
30000,12000,80,38,18,0,1.125,4.35
46000,14400,80,34,24,1,1.1,9.18
7200,24000,80,26,30,1,1.2,5.39
46000,14400,80,35,14,1,1.3333333333333333,6.29
30000,12000,50,31,30,1,2.375,8.87
46000,14400,20,48,26,0,1.4666666666666666,180.63
46000,14400,100,48,16,1,2.333333333333333,5.01
10000,10000,50,36,22,1,1.3333333333333333,5.31
30000,12000,20,32,16,0,1.2432432432432432,164.02
23200,18000,80,41,32,1,1.8,3.7
46000,14400,50,14,18,0,4.0625,43.19
46000,14400,100,37,22,1,2.0,4.15
10000,10000,80,28,18,0,1.0,2.52
23200,18000,20,39,36,1,1.391304347826087,71.63
30000,12000,50,35,30,1,1.0909090909090908,12.36
30000,12000,50,18,32,1,2.5,14.88
23200,18000,80,27,28,0,3.2,5.55
30000,12000,50,32,14,0,1.4,16.91
30000,12000,20,28,14,1,1.261904761904762,128.55
7200,24000,50,39,18,0,2.6666666666666665,7.69
7200,24000,50,40,16,0,2.0,8.3
10000,10000,20,15,14,0,2.1739130434782608,99.17
46000,14400,20,56,28,0,2.090909090909091,147.92
