x_length,y_length,grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time2
23200,18000,50,21,36,1,1.4166666666666667,8.04
30000,12000,100,13,16,0,2.0,3.51
46000,14400,100,28,14,0,1.6,3.65
23200,18000,100,21,26,1,1.8333333333333333,1.65
10000,10000,50,26,30,0,1.1666666666666667,3.82
46000,14400,20,56,18,0,1.3823529411764706,147.48
10000,10000,20,19,26,0,1.368421052631579,52.67
23200,18000,80,27,32,0,2.0,3.55
23200,18000,100,14,16,1,1.4545454545454546,2.59
30000,12000,100,12,28,1,2.0,1.99
46000,14400,100,40,28,1,1.1428571428571428,1.69
7200,24000,50,43,24,1,2.4,2.6
23200,18000,50,46,16,1,1.818181818181818,6.32
7200,24000,20,30,34,0,1.05,54.35
46000,14400,100,39,28,0,2.2,2.52
46000,14400,20,32,28,1,3.727272727272727,117.35
46000,14400,80,51,36,0,2.0,3.21
46000,14400,20,28,24,1,2.7333333333333334,140.54
30000,12000,20,21,26,1,2.0357142857142856,94.74
7200,24000,20,40,28,1,1.6666666666666667,25.8
10000,10000,20,34,32,0,4.428571428571429,32.24
46000,14400,80,35,24,0,4.6,4.28
30000,12000,20,60,32,1,1.3888888888888888,34.47
23200,18000,20,11,36,0,3.555555555555556,355.99
30000,12000,80,45,36,0,1.2,2.25
23200,18000,20,55,28,0,1.04,80.28
46000,14400,50,36,24,0,2.8,13.52
23200,18000,50,23,14,0,2.2,18.43
46000,14400,100,57,28,1,1.0,1.33
46000,14400,100,57,24,1,1.3333333333333333,1.3
23200,18000,50,17,20,1,1.5,11.18
7200,24000,20,44,30,1,4.0,24.58
23200,18000,20,18,26,0,4.173913043478262,232.03
46000,14400,20,35,36,0,2.04,192.75
46000,14400,80,38,20,1,1.5555555555555556,2.94
30000,12000,80,33,16,0,2.5,3.33
46000,14400,50,56,22,1,1.2307692307692308,6.9
10000,10000,50,42,20,1,1.6,2.23
30000,12000,100,11,24,1,1.2,2.23
23200,18000,20,24,28,1,1.108108108108108,95.79
30000,12000,50,38,36,1,2.6666666666666665,4.79
46000,14400,80,42,20,1,3.333333333333333,2.6
30000,12000,20,29,18,1,1.5454545454545454,86.54
7200,24000,50,28,28,0,1.0,5.48
10000,10000,20,25,24,1,4.1,24.83
23200,18000,50,47,34,0,1.8571428571428568,7.37
7200,24000,80,14,28,0,1.8333333333333333,2.65
23200,18000,20,28,18,0,3.28,177.9
23200,18000,50,34,20,1,3.0,6.42
23200,18000,20,60,28,1,1.380952380952381,43.49
7200,24000,50,41,32,0,1.8,3.83
7200,24000,20,15,30,1,1.3846153846153846,57.64
10000,10000,20,43,32,1,1.3636363636363635,15.16
7200,24000,20,40,36,0,4.5,44.46
30000,12000,50,30,28,0,2.5,9.16
10000,10000,20,30,36,1,1.5,19.5
23200,18000,80,56,22,0,2.0,2.24
7200,24000,20,12,22,1,5.0,84.46
10000,10000,20,42,18,1,3.888888888888889,19.1
23200,18000,80,28,34,1,1.6666666666666667,2.04
23200,18000,100,39,24,0,1.0,1.72
23200,18000,20,34,14,0,2.125,187.74
30000,12000,20,39,30,0,3.333333333333333,92.1
30000,12000,100,39,22,1,1.4,1.18
23200,18000,80,37,32,0,1.0,2.7
23200,18000,50,28,28,1,4.142857142857143,6.95
23200,18000,80,15,24,1,3.4285714285714284,3.37
46000,14400,20,60,16,0,1.3055555555555556,152.74
30000,12000,80,40,14,1,1.1111111111111112,2.45
7200,24000,50,10,34,1,1.0,6.37
10000,10000,20,29,34,0,3.625,34.73
23200,18000,20,17,32,1,2.4285714285714284,125.38
10000,10000,80,18,22,0,1.2,1.65
10000,10000,20,13,20,0,2.631578947368421,82.37
23200,18000,80,22,14,0,3.25,5.24
46000,14400,50,40,20,1,2.5454545454545454,8.47
23200,18000,80,55,32,0,1.2,2.28
10000,10000,20,52,24,1,1.9,14.25
30000,12000,80,14,34,1,1.625,2.91
10000,10000,50,10,30,0,2.0,7.23
23200,18000,50,22,36,1,3.125,7.54
30000,12000,20,49,24,1,1.2,46.32
7200,24000,100,20,24,0,1.0,1.29
23200,18000,50,21,34,0,2.2,12.94
7200,24000,50,28,28,1,1.25,3.46
10000,10000,50,39,36,0,1.0,3.24
10000,10000,20,11,18,0,1.6666666666666667,103.42
10000,10000,20,26,20,0,3.1666666666666665,43.62
10000,10000,20,36,20,1,1.9230769230769231,19.88
7200,24000,50,51,24,1,1.3333333333333333,2.62
7200,24000,20,21,28,0,5.0,84.22
10000,10000,20,38,34,1,4.833333333333333,16.58
10000,10000,20,12,14,1,3.55,70.73
46000,14400,80,48,32,1,2.2,2.51
46000,14400,50,52,24,1,2.555555555555556,6.86
10000,10000,80,28,18,0,1.0,1.34
7200,24000,50,47,14,0,1.0,4.92
7200,24000,50,45,32,1,1.8,2.38
23200,18000,20,13,24,1,2.8235294117647056,187.22
23200,18000,100,24,32,0,1.0,2.38
23200,18000,80,17,22,0,4.333333333333333,5.18
10000,10000,50,58,20,1,1.2,1.83
30000,12000,50,42,30,1,2.833333333333333,5.04
30000,12000,50,12,22,1,1.1904761904761905,12.54
7200,24000,50,34,26,0,1.5714285714285714,4.66
30000,12000,20,51,32,0,1.6111111111111112,70.05
30000,12000,80,54,14,1,1.0,2.18
46000,14400,100,13,28,1,1.7,2.9
23200,18000,20,15,28,0,1.2222222222222223,271.5
7200,24000,20,39,26,1,1.8,28.16
7200,24000,20,55,26,0,3.555555555555556,35.95
23200,18000,80,54,30,1,1.6,1.46
23200,18000,100,27,14,0,1.5,2.63
46000,14400,100,12,36,1,1.0,3.15
30000,12000,100,10,22,0,1.0833333333333333,3.78
10000,10000,20,12,22,1,2.25,49.58
46000,14400,20,38,30,1,1.027027027027027,99.66
23200,18000,50,52,24,1,1.0,5.02
46000,14400,20,20,24,1,1.6888888888888889,198.38
10000,10000,20,10,22,1,2.272727272727273,58.33
10000,10000,20,35,36,0,1.5454545454545454,29.31
10000,10000,20,28,32,0,3.875,35.62
10000,10000,50,30,22,0,1.6666666666666667,3.28
46000,14400,50,58,36,1,1.875,5.48
10000,10000,20,12,32,1,2.7333333333333334,41.06
23200,18000,20,37,30,1,1.0333333333333334,62.85
23200,18000,20,35,20,0,2.32,135.93
30000,12000,80,60,14,0,1.2857142857142858,2.48
30000,12000,20,42,26,1,3.533333333333333,52.02
46000,14400,20,20,28,1,2.2777777777777777,181.31
7200,24000,50,30,18,1,1.2,4.02
7200,24000,100,18,24,0,1.6,1.37
10000,10000,50,10,32,0,5.0,7.47
7200,24000,50,22,28,1,3.0,4.06
23200,18000,50,34,24,0,3.8571428571428568,9.85
30000,12000,50,45,32,1,1.8571428571428568,4.57
10000,10000,50,15,24,0,1.1,5.45
10000,10000,20,45,36,0,4.166666666666667,29.57
23200,18000,100,27,34,1,1.6,1.34
7200,24000,20,20,22,0,2.142857142857143,90.67
7200,24000,20,52,36,1,1.0,21.47
30000,12000,80,15,30,1,1.2,2.9
30000,12000,50,42,36,1,2.333333333333333,4.54
46000,14400,100,54,30,0,1.4,1.86
7200,24000,20,45,32,1,1.125,23.17
30000,12000,80,14,32,0,1.4444444444444444,4.88
30000,12000,20,45,32,0,4.166666666666667,80.5
30000,12000,80,13,30,0,1.4,5.15
23200,18000,20,22,20,1,4.7727272727272725,124.3
10000,10000,20,20,24,1,2.2,30.48
23200,18000,20,32,20,1,2.071428571428572,86.89
46000,14400,20,60,28,0,3.3529411764705883,111.35
10000,10000,20,30,36,0,1.5,33.46
46000,14400,100,46,24,0,1.5,2.09
23200,18000,80,40,22,1,2.6,1.87
46000,14400,50,27,18,1,2.125,12.01
7200,24000,20,35,36,0,4.0,49.6
30000,12000,20,41,22,0,1.3333333333333333,95.34
23200,18000,80,54,14,0,1.25,3.06
7200,24000,50,12,14,1,1.0,8.97
7200,24000,50,12,16,0,1.6,12.73
46000,14400,80,49,24,1,1.25,2.34
23200,18000,80,25,22,1,1.1,2.74
46000,14400,50,30,22,0,2.3076923076923075,15.79
23200,18000,50,21,28,0,4.125,13.96
30000,12000,20,27,14,0,2.9642857142857144,200.86
10000,10000,50,10,36,1,4.0,4.18
30000,12000,50,53,26,0,1.2222222222222223,6.85
30000,12000,20,21,16,0,1.4761904761904765,228.11
23200,18000,20,48,30,1,1.8,51.08
30000,12000,100,43,18,0,1.0,1.51
30000,12000,80,17,16,0,2.875,5.28
7200,24000,50,18,36,0,1.5,7.17
7200,24000,80,51,18,1,1.0,2.18
7200,24000,20,14,24,1,2.8571428571428568,68.21
46000,14400,50,36,20,0,4.2222222222222205,14.83
30000,12000,100,44,18,0,1.6,1.55
30000,12000,100,39,20,1,1.1666666666666667,1.18
7200,24000,50,29,20,0,1.75,5.66
7200,24000,20,15,36,1,4.615384615384615,56.89
30000,12000,20,32,20,0,1.5333333333333334,126.55
23200,18000,50,60,14,1,1.25,5.99
30000,12000,80,34,16,0,1.375,3.18
7200,24000,50,29,16,1,2.25,4.39
30000,12000,20,43,34,0,3.3846153846153846,84.12
46000,14400,80,53,24,0,1.4285714285714286,3.04
10000,10000,50,10,24,0,1.6,7.5
30000,12000,100,17,18,0,2.833333333333333,2.72
10000,10000,20,33,28,0,2.090909090909091,31.9
10000,10000,20,15,30,0,2.0625,63.1
7200,24000,20,14,30,1,2.55,60.79
10000,10000,50,29,28,0,1.1666666666666667,3.47
7200,24000,20,18,26,0,1.7391304347826086,94.36
10000,10000,20,21,20,0,2.1875,52.77
7200,24000,50,53,16,1,1.0,3.22
46000,14400,100,15,22,1,1.1538461538461535,3.01
30000,12000,50,48,14,1,4.0,6.01
23200,18000,100,20,14,0,1.7777777777777777,3.18
46000,14400,80,18,22,0,2.6,6.9
46000,14400,80,25,16,0,5.0,6.66
23200,18000,50,32,22,0,3.625,10.58
23200,18000,50,26,22,1,1.0625,7.86
46000,14400,20,34,32,1,3.0454545454545454,102.21
7200,24000,50,39,16,1,1.3333333333333333,3.83
46000,14400,50,30,28,1,2.1666666666666665,9.52
46000,14400,80,18,36,0,3.8333333333333335,6.56
23200,18000,50,21,26,0,1.6923076923076923,13.39
10000,10000,50,14,16,1,4.666666666666667,4.65
7200,24000,20,56,34,0,2.1,31.67
46000,14400,80,16,22,1,4.375,4.87
7200,24000,20,14,32,0,2.833333333333333,113.84
23200,18000,20,32,32,1,1.2857142857142858,68.27
7200,24000,50,10,28,1,3.5,6.87
23200,18000,20,30,32,0,3.2222222222222223,140.81
30000,12000,50,14,32,1,1.0588235294117647,9.56
23200,18000,50,39,36,0,2.833333333333333,8.71
46000,14400,50,33,14,1,3.1538461538461537,13.28
23200,18000,50,57,26,0,2.833333333333333,7.05
23200,18000,20,50,24,1,2.6666666666666665,54.98
7200,24000,50,36,36,1,1.3333333333333333,2.78
7200,24000,80,15,28,0,1.2857142857142858,2.63
10000,10000,20,52,14,1,1.1176470588235294,20.82
23200,18000,50,40,24,1,2.1111111111111107,5.46
23200,18000,80,60,16,0,1.2857142857142858,2.64
46000,14400,80,35,26,0,2.6666666666666665,4.38
7200,24000,20,52,18,0,4.5,42.15
23200,18000,100,33,30,1,1.1666666666666667,1.3
10000,10000,50,12,24,1,5.0,4.22
23200,18000,50,51,36,1,3.4,4.66
7200,24000,20,37,26,1,1.6875,28.98
10000,10000,20,21,36,0,1.0588235294117647,45.28
7200,24000,50,56,14,1,1.0,3.38
30000,12000,50,42,30,0,1.625,7.68
23200,18000,100,48,14,0,1.1428571428571428,1.96
7200,24000,50,10,16,0,1.8666666666666667,14.46
23200,18000,80,43,18,1,3.2,2.15
10000,10000,20,31,34,1,3.625,18.36
46000,14400,80,15,36,1,2.333333333333333,4.33
7200,24000,80,26,28,0,1.2,2.89
10000,10000,20,10,26,1,2.631578947368421,53.23
10000,10000,20,58,30,0,5.0,21.25
23200,18000,20,33,28,0,2.75,130.2
10000,10000,50,13,20,0,1.5,6.54
30000,12000,20,21,36,0,2.409090909090909,156.73
46000,14400,100,54,36,0,1.2,2.29
23200,18000,50,49,20,1,1.6,5.48
23200,18000,100,38,18,1,2.4,1.3
46000,14400,80,45,16,0,3.8333333333333335,4.3
30000,12000,20,50,34,0,1.7647058823529411,71.94
7200,24000,20,10,26,1,5.0,93.23
46000,14400,50,32,28,0,3.555555555555556,14.61
7200,24000,50,16,26,0,2.0,8.04
23200,18000,80,39,22,0,1.0,2.74
7200,24000,20,50,36,0,1.6666666666666667,34.36
10000,10000,20,60,28,1,3.8333333333333335,12.76
23200,18000,20,12,30,0,2.081081081081081,321.16
23200,18000,20,27,14,1,2.484848484848485,138.27
10000,10000,20,15,28,1,2.1875,35.76
46000,14400,100,55,30,0,1.0,1.95
7200,24000,20,39,36,0,3.0,48.74
10000,10000,20,57,28,1,3.8333333333333335,13.07
46000,14400,20,17,28,1,1.3137254901960784,216.12
23200,18000,100,10,24,1,1.3636363636363635,2.63
7200,24000,20,51,24,0,1.3125,37.59
10000,10000,20,47,36,1,1.3,13.64
7200,24000,80,20,26,0,1.8,2.11
46000,14400,100,55,18,0,1.0,2.0
10000,10000,80,11,36,0,1.2,2.14
23200,18000,20,30,16,0,1.5675675675675675,188.55
30000,12000,20,58,36,0,1.5625,62.92
7200,24000,50,37,34,1,1.3333333333333333,2.68
7200,24000,20,52,22,1,2.0769230769230766,24.11
23200,18000,50,35,18,1,4.125,6.65
23200,18000,20,45,14,0,3.6666666666666665,141.06
23200,18000,80,44,34,0,1.0,2.49
10000,10000,100,18,18,0,1.0,1.14
7200,24000,20,58,30,0,2.4,32.81
30000,12000,20,39,24,1,1.52,55.11
23200,18000,100,18,22,0,1.5,2.69
23200,18000,20,60,20,1,3.8666666666666663,49.41
30000,12000,50,27,36,1,3.6666666666666665,5.93
46000,14400,50,28,22,0,2.4615384615384617,16.74
46000,14400,50,34,16,0,1.75,17.73
30000,12000,80,35,20,1,2.1666666666666665,1.86
30000,12000,50,18,34,0,4.714285714285714,13.62
46000,14400,50,33,20,0,4.5555555555555545,15.84
30000,12000,50,34,36,0,2.833333333333333,8.45
46000,14400,20,35,30,1,3.8,102.25
30000,12000,80,45,30,0,1.6,2.21
30000,12000,80,45,28,0,1.6,2.1
10000,10000,20,20,32,0,1.6666666666666667,47.0
46000,14400,100,23,22,0,3.333333333333333,3.46
23200,18000,100,12,22,0,2.375,3.6
7200,24000,50,55,24,1,1.8,2.4
7200,24000,80,59,14,0,1.2,2.55
23200,18000,20,25,16,1,1.2888888888888892,131.15
7200,24000,20,60,18,1,4.0,23.48
30000,12000,80,16,16,1,2.555555555555556,3.63
7200,24000,50,21,28,1,4.0,3.96
30000,12000,100,40,22,0,1.0,1.5
23200,18000,50,15,16,0,1.3636363636363635,23.31
10000,10000,80,16,18,0,2.0,1.77
46000,14400,100,45,24,0,2.2,2.04
23200,18000,20,50,26,0,4.461538461538462,86.67
7200,24000,50,18,14,1,2.1818181818181817,6.43
23200,18000,50,50,18,0,1.25,7.9
30000,12000,100,44,30,1,1.0,1.04
30000,12000,20,24,26,1,2.6956521739130435,84.3
30000,12000,80,11,32,1,1.8888888888888888,3.37
46000,14400,100,16,14,0,3.555555555555556,5.63
30000,12000,80,22,18,1,3.333333333333333,2.7
46000,14400,50,56,24,0,1.0769230769230769,10.19
30000,12000,20,20,30,1,1.6666666666666667,92.48
7200,24000,20,55,26,1,2.7,21.04
46000,14400,80,13,36,1,1.1538461538461535,4.68
10000,10000,20,17,24,1,1.45,34.79
7200,24000,100,39,14,0,1.0,1.22
46000,14400,80,44,36,1,2.6,2.16
46000,14400,50,15,34,1,1.4210526315789471,18.41
7200,24000,20,45,26,0,1.1111111111111112,41.03
46000,14400,50,22,36,0,4.75,21.36
46000,14400,80,11,36,1,2.6,5.25
30000,12000,100,32,30,0,1.4,1.62
23200,18000,50,40,22,1,2.333333333333333,5.6
23200,18000,80,28,34,1,1.0,2.06
10000,10000,20,30,22,0,1.375,37.25
46000,14400,50,10,24,0,3.388888888888889,42.52
7200,24000,50,24,16,0,3.4285714285714284,7.45
30000,12000,80,30,16,0,4.6,3.54
23200,18000,50,40,26,0,1.8888888888888888,8.5
10000,10000,20,16,30,0,1.9375,58.68
7200,24000,50,29,26,1,1.375,3.66
23200,18000,50,32,36,1,1.0909090909090908,6.08
7200,24000,80,32,18,0,1.1666666666666667,1.96
46000,14400,80,43,26,1,2.1666666666666665,2.58
10000,10000,50,25,22,0,1.125,3.93
7200,24000,80,15,34,0,1.8,2.57
46000,14400,80,50,16,0,1.5555555555555556,3.92
7200,24000,80,18,22,1,1.0,1.72
46000,14400,80,46,22,0,1.5,3.64
10000,10000,20,55,24,1,2.75,13.58
23200,18000,80,21,30,1,4.0,2.72
46000,14400,50,24,30,0,1.4375,18.03
46000,14400,20,58,36,0,1.95,128.81
30000,12000,20,20,22,1,2.7777777777777777,107.28
23200,18000,100,12,28,1,1.0,2.18
7200,24000,20,22,14,0,1.8888888888888888,113.65
23200,18000,80,13,14,0,1.375,8.03
23200,18000,80,28,32,1,1.4285714285714286,2.37
23200,18000,50,39,16,1,5.0,7.17
10000,10000,50,11,14,1,3.111111111111111,5.79
30000,12000,50,58,32,1,1.4285714285714286,4.01
30000,12000,20,20,18,0,2.272727272727273,214.14
10000,10000,50,54,14,1,1.0,2.32
7200,24000,20,44,28,0,3.2,41.02
7200,24000,20,34,20,0,2.117647058823529,54.97
30000,12000,80,45,14,0,1.7142857142857142,2.81
46000,14400,80,34,26,1,1.1,2.96
10000,10000,20,34,18,1,4.5555555555555545,22.6
23200,18000,100,20,16,0,1.0,2.97
10000,10000,20,48,30,1,2.5,14.08
10000,10000,20,45,18,0,2.4545454545454546,28.32
30000,12000,80,24,20,0,1.3333333333333333,3.65
46000,14400,80,40,18,0,1.4,4.21
30000,12000,50,10,22,0,1.125,24.66
10000,10000,20,59,36,0,1.625,20.83
7200,24000,100,24,20,0,1.0,1.21
46000,14400,80,11,26,0,1.375,9.78
23200,18000,20,35,18,0,3.6666666666666665,142.76
30000,12000,50,48,36,0,1.5714285714285714,6.57
10000,10000,80,28,18,1,1.0,1.09
10000,10000,20,51,24,1,3.8571428571428568,15.16
7200,24000,20,50,20,0,5.0,41.77
10000,10000,20,17,36,0,2.230769230769231,54.05
46000,14400,50,51,30,0,2.5,10.7
30000,12000,50,44,30,1,1.0,4.81
23200,18000,100,16,24,1,2.0,1.97
23200,18000,50,10,24,1,1.2083333333333333,15.97
7200,24000,80,20,16,0,1.0,2.57
23200,18000,50,40,16,0,3.2222222222222223,10.26
23200,18000,50,60,18,1,1.0,5.23
10000,10000,20,57,32,1,1.875,13.46
46000,14400,50,36,14,0,2.0,18.58
23200,18000,80,24,30,0,3.2,3.77
23200,18000,100,18,32,0,1.2857142857142858,2.72
7200,24000,20,48,14,1,1.0,35.84
7200,24000,20,34,24,0,1.7647058823529411,51.04
46000,14400,80,19,34,1,1.7777777777777777,3.6
46000,14400,20,30,28,0,1.5,219.71
30000,12000,100,28,24,1,2.0,1.25
7200,24000,50,26,24,1,1.3333333333333333,3.87
30000,12000,20,57,34,1,4.4,45.81
46000,14400,50,28,24,1,2.6666666666666665,10.3
46000,14400,20,45,36,1,1.4615384615384617,76.14
46000,14400,100,54,14,0,1.25,2.32
10000,10000,20,53,32,0,1.6666666666666667,32.89
7200,24000,20,12,36,1,2.0454545454545454,67.3
46000,14400,50,32,26,1,3.888888888888889,10.31
7200,24000,100,14,30,0,1.0,1.59
46000,14400,100,51,16,1,1.0,1.82
10000,10000,20,51,36,1,1.4444444444444444,12.82
7200,24000,50,21,30,1,4.0,4.18
10000,10000,100,10,34,0,1.0,1.31
7200,24000,80,13,36,1,2.0,1.74
30000,12000,80,40,22,1,1.1428571428571428,1.89
46000,14400,50,21,20,0,3.071428571428572,22.96
23200,18000,100,54,14,0,1.3333333333333333,1.83
46000,14400,50,55,30,0,2.25,10.18
7200,24000,50,16,14,1,4.5,7.09
10000,10000,80,11,28,1,1.6,1.41
10000,10000,20,60,20,1,2.0,14.13
23200,18000,50,22,24,0,4.75,13.89
46000,14400,80,18,16,0,2.8181818181818183,8.35
46000,14400,80,39,28,0,1.375,3.98
23200,18000,50,41,30,0,1.875,8.46
7200,24000,50,30,36,0,1.0,5.05
23200,18000,100,44,24,1,1.4,1.25
30000,12000,50,20,30,0,2.7777777777777777,12.03
23200,18000,20,56,36,0,3.4166666666666665,88.03
10000,10000,20,34,14,0,1.7058823529411764,44.75
23200,18000,50,20,34,1,2.3,7.85
10000,10000,20,39,22,1,1.8333333333333333,18.13
10000,10000,20,38,36,0,1.0,28.03
46000,14400,20,60,20,0,1.6785714285714286,131.63
30000,12000,20,40,30,1,3.333333333333333,49.18
30000,12000,50,39,34,1,2.833333333333333,4.69
10000,10000,20,36,34,1,1.0769230769230769,16.79
7200,24000,50,33,18,1,2.2857142857142856,3.73
10000,10000,20,23,14,0,1.6666666666666667,63.66
10000,10000,50,45,14,0,2.2,3.29
30000,12000,20,60,14,1,2.65,56.81
7200,24000,80,17,20,1,1.125,1.8
10000,10000,50,37,32,1,1.2,2.06
30000,12000,50,25,28,0,1.4166666666666667,10.9
46000,14400,100,19,26,0,2.4285714285714284,3.71
7200,24000,20,48,18,0,1.875,43.01
10000,10000,20,30,30,1,2.272727272727273,19.44
10000,10000,20,20,30,0,1.0,48.33
30000,12000,50,33,20,1,1.5,6.08
10000,10000,100,20,18,1,1.0,0.84
30000,12000,20,14,34,1,1.0476190476190477,128.61
23200,18000,50,45,36,0,1.5,7.51
7200,24000,20,28,24,0,1.0,62.65
7200,24000,20,31,14,0,2.6842105263157894,83.77
7200,24000,50,38,30,0,1.5,4.71
23200,18000,100,32,16,1,2.8,1.63
7200,24000,50,57,28,1,1.4,2.24
46000,14400,100,46,26,0,1.3333333333333333,2.43
46000,14400,20,42,16,0,1.2,215.79
7200,24000,20,32,30,1,4.5,30.28
7200,24000,20,28,32,0,1.3888888888888888,58.79
23200,18000,100,26,34,1,1.0,1.33
46000,14400,80,45,30,0,1.8333333333333333,3.7
10000,10000,50,10,16,0,2.5,9.2
46000,14400,50,57,34,0,2.0,9.49
46000,14400,80,33,20,1,1.8888888888888888,3.11
23200,18000,80,33,14,0,1.3,3.92
46000,14400,20,34,24,1,4.523809523809524,118.02
30000,12000,50,36,14,0,2.272727272727273,11.18
23200,18000,50,14,20,1,1.8333333333333333,13.01
46000,14400,80,26,14,1,1.8333333333333333,4.43
10000,10000,20,39,24,1,1.6666666666666667,17.33
46000,14400,80,51,16,1,1.1,2.99
46000,14400,100,13,14,1,3.5,4.21
30000,12000,50,11,30,0,1.6875,20.34
30000,12000,50,28,26,1,2.333333333333333,6.26
46000,14400,100,27,28,0,2.0,2.94
30000,12000,50,14,36,0,1.6153846153846154,16.18
30000,12000,100,54,24,1,1.0,1.59
7200,24000,50,17,20,1,4.0,5.18
46000,14400,50,14,20,0,4.642857142857143,33.97
30000,12000,80,60,30,1,1.2,1.98
23200,18000,80,39,26,0,2.2,2.94
7200,24000,50,42,16,1,1.0,3.52
46000,14400,80,35,24,0,3.333333333333333,4.13
23200,18000,50,12,16,0,3.8666666666666663,28.79
7200,24000,80,14,28,1,2.4,1.82
30000,12000,20,21,14,1,1.6904761904761905,150.7
30000,12000,20,39,24,1,4.133333333333334,56.57
46000,14400,100,50,28,1,1.6,1.37
10000,10000,20,32,30,0,1.0666666666666669,32.73
23200,18000,20,21,30,1,4.1,104.86
23200,18000,20,24,36,1,3.555555555555556,88.56
30000,12000,50,35,28,1,1.0,5.43
30000,12000,100,10,34,1,2.833333333333333,2.0
10000,10000,50,11,28,1,2.571428571428572,3.98
7200,24000,20,12,14,0,1.02,212.57
23200,18000,20,40,30,1,2.6666666666666665,57.72
30000,12000,20,43,26,1,4.384615384615385,50.53
23200,18000,20,42,32,1,1.7142857142857142,58.28
46000,14400,100,12,14,0,2.6666666666666665,7.15
46000,14400,20,48,36,1,1.9090909090909087,75.18
30000,12000,50,45,28,0,4.0,7.31
7200,24000,80,13,24,0,3.0,2.85
10000,10000,50,38,32,0,1.2,3.07
23200,18000,20,22,26,0,4.45,195.6
46000,14400,50,17,34,1,1.6875,14.41
23200,18000,20,42,34,1,1.619047619047619,51.46
7200,24000,50,10,18,0,3.6,13.4
7200,24000,50,32,24,0,1.7142857142857142,4.82
10000,10000,20,60,28,1,1.0909090909090908,13.14
7200,24000,20,52,20,0,3.272727272727273,38.72
30000,12000,20,50,24,1,5.0,46.67
10000,10000,20,28,30,1,1.0625,21.23
46000,14400,80,42,22,0,1.625,3.77
23200,18000,50,23,34,0,2.0,13.19
30000,12000,20,21,32,1,3.9444444444444446,88.03
30000,12000,20,60,22,1,3.0,41.86
23200,18000,80,11,20,0,2.9,7.16
10000,10000,20,38,24,0,1.5384615384615383,29.18
46000,14400,20,33,32,1,3.136363636363636,107.81
7200,24000,20,16,14,1,4.285714285714286,92.38
46000,14400,80,33,18,1,4.333333333333333,3.32
30000,12000,20,55,16,1,4.533333333333333,54.72
30000,12000,80,14,26,1,1.4,3.18
7200,24000,80,14,16,1,1.3333333333333333,2.34
30000,12000,20,34,26,0,1.9130434782608696,106.04
10000,10000,20,50,18,1,1.5384615384615383,16.66
10000,10000,20,34,28,0,3.625,31.07
10000,10000,50,36,20,0,2.0,3.14
7200,24000,20,28,24,1,1.4285714285714286,36.77
30000,12000,20,25,16,0,2.5,187.42
23200,18000,100,14,30,0,2.5,3.2
7200,24000,50,30,24,1,2.6666666666666665,3.24
23200,18000,20,40,36,1,2.1111111111111107,54.28
7200,24000,50,14,16,1,1.0588235294117647,7.24
30000,12000,80,42,16,1,3.0,2.11
10000,10000,100,13,14,1,1.0,1.13
46000,14400,50,28,30,0,3.0,16.55
23200,18000,50,11,28,0,3.5,23.53
10000,10000,20,52,34,0,2.7142857142857144,24.76
23200,18000,80,10,34,1,1.0769230769230769,4.09
10000,10000,50,12,18,0,1.4545454545454546,7.3
7200,24000,50,45,26,1,1.5,3.04
23200,18000,80,42,30,1,1.8,2.15
46000,14400,20,48,30,0,2.85,137.15
30000,12000,50,55,34,1,1.4285714285714286,3.63
7200,24000,20,52,30,0,3.333333333333333,36.02
10000,10000,20,23,34,1,2.9,23.18
46000,14400,20,50,30,0,1.3571428571428572,135.36
10000,10000,80,11,18,1,2.6,1.65
46000,14400,80,31,34,0,3.6,4.44
23200,18000,20,29,34,0,1.0967741935483872,138.6
7200,24000,20,29,24,0,1.5,59.32
46000,14400,50,52,22,1,1.3076923076923077,6.92
23200,18000,80,44,24,0,2.4,2.35
10000,10000,80,11,14,0,1.375,2.78
23200,18000,50,21,32,0,1.5833333333333333,13.28
46000,14400,20,44,24,0,3.136363636363636,163.32
7200,24000,20,25,28,1,2.117647058823529,37.44
23200,18000,50,12,28,1,1.0,12.82
46000,14400,80,39,16,0,3.1428571428571432,4.76
10000,10000,20,49,30,1,3.2857142857142856,14.09
10000,10000,50,21,20,0,1.8571428571428568,4.49
23200,18000,80,32,24,0,1.7142857142857142,2.92
46000,14400,100,25,18,1,2.25,2.34
30000,12000,80,10,26,1,4.0,4.0
46000,14400,50,60,20,1,1.5,6.7
30000,12000,20,44,24,0,2.5,86.48
10000,10000,20,42,18,1,1.0588235294117647,19.74
30000,12000,80,38,18,0,1.125,2.74
46000,14400,80,34,24,1,1.1,2.82
7200,24000,80,26,30,1,1.2,2.26
46000,14400,80,35,14,1,1.3333333333333333,3.89
30000,12000,50,31,30,1,2.375,5.46
46000,14400,20,48,26,0,1.4666666666666666,150.08
46000,14400,100,48,16,1,2.333333333333333,1.96
10000,10000,50,36,22,1,1.3333333333333333,2.25
30000,12000,20,32,16,0,1.2432432432432432,151.8
23200,18000,80,41,32,1,1.8,1.69
46000,14400,50,14,18,0,4.0625,35.87
46000,14400,100,37,22,1,2.0,1.69
10000,10000,80,28,18,0,1.0,1.37
23200,18000,20,39,36,1,1.391304347826087,56.44
30000,12000,50,35,30,1,1.0909090909090908,5.36
