x_length,y_length,grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,n_hours,time_tot
23200,18000,50,32,36,0,1.4,131,1274.9899999999998
23200,18000,50,45,24,1,3.8333333333333335,17,98.59
7200,24000,20,46,32,1,1.6923076923076923,3,81.05000000000003
10000,10000,20,13,30,0,1.7368421052631582,82,6095.2
30000,12000,20,36,20,1,2.0,78,5125.910000000002
23200,18000,50,36,34,1,2.7142857142857144,77,511.44
7200,24000,20,18,24,0,2.0454545454545454,93,9066.1
10000,10000,20,30,34,1,4.714285714285714,78,1576.69
7200,24000,20,22,20,1,2.142857142857143,68,3360.88
30000,12000,80,27,36,0,2.0,44,142.70999999999995
30000,12000,20,57,26,0,2.6,30,2042.29
7200,24000,20,31,20,0,1.8947368421052635,134,8147.66
10000,10000,20,34,18,1,4.5555555555555545,30,682.8900000000001
46000,14400,100,32,30,0,1.8333333333333333,76,221.11
46000,14400,50,45,32,0,2.1111111111111107,51,607.37
10000,10000,50,16,16,1,4.166666666666667,29,127.14
7200,24000,50,35,16,0,3.0,84,445.23
7200,24000,50,39,18,0,2.6666666666666665,90,438.45
10000,10000,100,12,24,0,1.2,5,7.55
46000,14400,50,36,28,0,1.4615384615384617,53,727.82
46000,14400,50,40,20,1,1.6428571428571428,16,145.70999999999995
7200,24000,50,11,30,1,1.0,100,623.23
46000,14400,20,46,36,0,2.5,58,7780.0
46000,14400,100,54,36,0,1.2,93,217.15
23200,18000,50,50,36,0,3.6,23,176.26999999999995
23200,18000,20,13,20,1,3.4117647058823533,73,15620.95
10000,10000,80,28,18,0,1.0,88,119.08
7200,24000,80,22,28,0,1.0,116,246.16
7200,24000,20,12,36,1,2.0454545454545454,30,2031.26
30000,12000,80,44,24,1,1.3333333333333333,82,140.43999999999997
23200,18000,50,12,18,0,4.461538461538462,50,1319.4899999999998
10000,10000,50,13,14,0,4.0,132,1106.24
46000,14400,20,37,24,1,5.0,4,456.91
23200,18000,80,14,24,0,3.0,136,753.72
30000,12000,20,24,16,1,1.6756756756756757,88,10412.53
23200,18000,50,40,22,1,2.333333333333333,15,88.53999999999998
23200,18000,50,11,16,1,1.9090909090909087,30,575.1999999999998
30000,12000,100,18,34,0,1.3333333333333333,7,18.34
7200,24000,50,60,20,1,1.5,26,66.24
46000,14400,50,15,20,1,2.4210526315789482,75,1451.35
7200,24000,100,13,16,1,1.0,109,168.21
7200,24000,50,24,24,1,2.2857142857142856,108,430.77
7200,24000,80,18,16,0,2.5,15,44.01000000000001
23200,18000,80,11,34,1,1.7,94,344.3300000000001
7200,24000,20,51,24,0,1.3125,1,59.18
46000,14400,20,59,22,1,1.1875,35,2595.57
46000,14400,50,21,26,0,2.6923076923076925,126,2788.58
7200,24000,50,18,36,0,1.5,92,663.36
30000,12000,20,34,18,1,4.882352941176472,1,96.14
7200,24000,20,30,20,1,5.0,103,3910.15
7200,24000,50,35,16,0,3.0,135,714.51
10000,10000,20,34,34,0,1.0,113,3501.34
46000,14400,20,31,22,0,2.3125,136,31300.76
23200,18000,20,40,20,0,1.6428571428571428,53,6286.01
10000,10000,50,30,22,1,1.6666666666666667,38,89.93
7200,24000,80,24,18,0,1.6666666666666667,109,236.08
23200,18000,50,49,36,0,3.2,48,359.94
46000,14400,20,51,34,1,4.785714285714286,11,812.7399999999999
23200,18000,20,28,30,0,1.1875,30,4402.72
7200,24000,20,18,28,0,1.0714285714285714,78,7266.8499999999985
10000,10000,20,45,26,0,1.7272727272727273,10,258.99
30000,12000,50,25,22,1,2.4,100,705.3
46000,14400,80,37,22,1,1.875,2,7.619999999999999
10000,10000,20,17,36,0,2.230769230769231,132,7138.19
10000,10000,50,19,18,0,4.4,139,727.6
30000,12000,50,28,30,0,2.625,89,854.69
30000,12000,20,55,30,1,1.6666666666666667,27,1049.02
23200,18000,20,20,18,1,3.2,56,8152.180000000001
46000,14400,80,20,26,0,4.666666666666667,80,500.53
7200,24000,20,24,14,1,2.8571428571428568,138,8827.61
7200,24000,80,16,14,0,1.3333333333333333,92,298.4600000000001
30000,12000,50,51,14,1,4.0,5,34.53
10000,10000,20,40,28,0,1.4166666666666667,58,1613.64
23200,18000,100,33,30,0,1.4,106,193.17
30000,12000,50,21,16,0,1.8666666666666667,119,1823.35
46000,14400,80,54,22,0,1.25,84,262.57
46000,14400,100,60,28,1,1.0,54,74.45
30000,12000,50,15,24,0,1.5625,77,1255.1
7200,24000,20,36,28,0,1.1578947368421053,73,3542.23
7200,24000,20,28,32,1,4.5,13,454.17
23200,18000,50,56,36,0,2.0,25,182.02
10000,10000,20,16,14,0,1.1290322580645162,6,553.11
7200,24000,20,53,16,1,4.090909090909091,102,2999.9500000000007
7200,24000,100,14,30,0,1.0,47,76.75
7200,24000,100,26,24,1,1.0,10,11.41
7200,24000,20,13,14,1,1.108695652173913,136,15432.740000000002
46000,14400,80,50,16,0,1.5555555555555556,13,56.87
23200,18000,50,39,28,1,3.6666666666666665,38,217.06
7200,24000,50,21,32,0,3.6,41,270.54
23200,18000,80,45,34,0,1.0,129,335.88
30000,12000,100,50,22,0,1.2,68,92.65
30000,12000,20,54,20,1,4.769230769230768,113,5568.06
10000,10000,20,35,16,1,1.4705882352941178,57,1384.98
10000,10000,20,40,14,1,2.2142857142857144,62,1523.7600000000002
46000,14400,80,42,18,0,3.333333333333333,63,266.08000000000004
46000,14400,20,23,34,1,1.1904761904761905,5,805.3199999999998
23200,18000,100,33,30,0,1.4,5,12.38
23200,18000,50,11,36,0,1.5625,63,1434.9399999999996
46000,14400,100,51,16,0,2.1666666666666665,133,333.41
30000,12000,20,60,30,0,1.25,32,2005.29
23200,18000,80,45,32,0,1.1666666666666667,92,237.88
7200,24000,20,20,22,0,2.142857142857143,53,4813.17
23200,18000,80,28,36,1,1.0,58,123.89
10000,10000,20,19,16,1,1.1923076923076923,38,1595.7500000000002
30000,12000,50,54,26,1,1.375,130,578.65
23200,18000,80,50,14,0,1.1111111111111112,78,251.85
30000,12000,100,35,36,0,1.0,127,198.24
23200,18000,50,32,36,0,1.4,39,384.43
10000,10000,20,18,28,0,1.5882352941176472,88,4671.31
7200,24000,20,48,32,0,3.333333333333333,100,3798.88
7200,24000,50,20,24,1,1.0,137,615.5200000000002
23200,18000,80,28,30,1,2.8,88,216.86
7200,24000,50,38,18,0,1.5,1,6.58
10000,10000,20,24,34,0,3.4444444444444446,117,4937.34
7200,24000,80,14,28,1,2.4,112,206.08
23200,18000,20,60,26,0,1.318181818181818,64,4815.740000000002
10000,10000,20,33,18,0,1.2222222222222223,74,2820.63
10000,10000,20,14,26,1,1.8421052631578947,78,3100.390000000001
46000,14400,80,45,28,1,3.0,113,282.83
30000,12000,20,27,32,0,1.64,126,15931.12
30000,12000,80,60,28,1,1.2,61,91.45
10000,10000,100,12,24,0,1.2,4,6.33
7200,24000,20,44,24,0,1.2222222222222223,139,6040.169999999999
10000,10000,20,18,20,0,2.5625,112,6840.48
7200,24000,80,15,14,1,2.5714285714285716,120,284.2100000000001
46000,14400,80,21,36,1,1.875,49,170.28
7200,24000,50,20,36,1,2.6666666666666665,130,496.53
7200,24000,80,14,22,0,2.0,34,94.69
23200,18000,80,14,22,1,2.0,22,83.62
10000,10000,20,37,28,1,1.3076923076923077,70,1243.48
46000,14400,100,18,22,0,1.0833333333333333,15,61.92
7200,24000,100,10,24,0,2.8,91,174.84
23200,18000,50,40,34,1,4.6,26,147.42
30000,12000,80,11,32,1,1.8888888888888888,70,237.51
46000,14400,80,35,16,1,4.666666666666667,27,101.03
30000,12000,20,58,28,1,1.1904761904761905,71,2724.4200000000005
23200,18000,20,60,20,1,3.866666666666666,137,6789.36
46000,14400,80,45,18,0,1.2,108,406.29
23200,18000,80,37,16,0,3.0,29,94.44
30000,12000,50,27,34,1,3.1428571428571432,17,107.41
30000,12000,100,17,20,1,2.142857142857143,30,57.07
46000,14400,100,14,34,1,2.0,11,34.57
10000,10000,20,18,14,1,1.7826086956521738,21,1021.62
7200,24000,50,20,20,0,4.666666666666667,137,1000.53
30000,12000,80,17,24,0,3.6666666666666665,46,210.92
10000,10000,50,20,18,1,4.0,51,176.32
23200,18000,50,17,20,1,1.5,61,686.4499999999998
46000,14400,20,39,24,0,1.1,6,1124.41
46000,14400,50,39,22,1,1.7692307692307692,100,823.5400000000002
7200,24000,20,16,14,1,4.285714285714286,11,1026.13
23200,18000,20,31,18,1,2.2068965517241383,135,12567.42
7200,24000,50,25,32,0,1.0,113,667.24
10000,10000,20,42,22,1,5.0,20,358.94
30000,12000,20,25,28,0,1.4,124,17771.420000000002
30000,12000,20,52,16,0,3.1666666666666665,32,3079.94
10000,10000,20,17,24,1,1.45,9,318.03
7200,24000,50,46,14,0,4.0,110,583.12
10000,10000,20,18,28,0,1.5882352941176472,99,5254.86
23200,18000,20,20,18,0,2.081081081081081,1,265.52
46000,14400,100,32,24,0,2.333333333333333,135,336.88
10000,10000,100,19,18,1,1.0,87,91.84
30000,12000,20,12,20,1,4.166666666666667,46,9070.36
23200,18000,100,12,34,1,3.8,104,221.93
7200,24000,20,40,36,1,2.0,84,2024.24
30000,12000,100,22,18,1,3.2,124,212.7
46000,14400,50,50,20,0,2.090909090909091,107,1256.43
23200,18000,20,29,28,0,1.3225806451612905,10,1461.6099999999994
46000,14400,50,23,14,0,2.0,97,2785.31
7200,24000,50,20,20,1,4.666666666666667,116,526.1099999999999
7200,24000,20,45,32,0,3.0,3,123.24
7200,24000,80,14,16,1,1.3333333333333333,113,266.95
7200,24000,50,14,30,1,2.5,81,409.17
30000,12000,100,48,24,1,1.2,124,133.94
46000,14400,20,48,30,0,2.85,2,319.3300000000001
23200,18000,50,45,20,0,5.0,81,669.95
10000,10000,20,23,22,1,4.5,133,3767.46
23200,18000,20,54,28,1,1.5238095238095235,68,3293.12
46000,14400,20,46,30,0,1.2258064516129032,98,14370.6
7200,24000,20,45,18,1,3.0769230769230766,109,3163.51
10000,10000,20,21,34,1,3.888888888888889,100,2606.4
23200,18000,20,45,16,0,3.6,37,4666.85
7200,24000,80,12,22,0,1.2222222222222223,56,170.2
46000,14400,20,52,36,1,3.866666666666666,55,3827.59
10000,10000,20,54,14,0,1.7692307692307692,120,3705.49
23200,18000,80,16,34,0,2.4285714285714284,42,202.66
7200,24000,50,31,36,1,1.1428571428571428,54,165.18
23200,18000,20,27,14,1,2.484848484848485,103,14258.67
30000,12000,50,42,30,0,1.75,104,792.24
30000,12000,50,41,34,0,2.0,77,556.31
30000,12000,20,35,32,1,1.761904761904762,59,3236.32
46000,14400,20,49,36,1,4.5,43,3602.71
7200,24000,100,18,20,0,1.8,104,155.02
7200,24000,20,52,34,0,3.375,14,519.35
30000,12000,80,36,14,1,1.625,37,96.57
23200,18000,80,31,26,1,1.5714285714285714,44,109.74
7200,24000,50,21,32,0,3.6,107,699.54
46000,14400,50,21,18,0,3.9230769230769234,5,124.34
10000,10000,50,42,20,0,1.8,56,162.43
46000,14400,20,37,26,0,2.2962962962962963,100,18499.1
46000,14400,80,31,34,0,3.6,128,572.62
7200,24000,20,30,36,1,1.5,136,4134.94
10000,10000,80,30,20,0,1.0,64,85.12
7200,24000,80,18,22,0,1.6666666666666667,6,15.429999999999998
30000,12000,20,49,22,1,1.1111111111111112,91,4499.42
7200,24000,20,24,24,0,5.0,101,7734.629999999999
10000,10000,50,14,26,0,2.0,125,705.05
46000,14400,50,12,24,0,2.833333333333333,79,2787.29
7200,24000,20,14,18,1,2.142857142857143,113,9144.12
23200,18000,20,40,24,0,3.2222222222222223,59,6601.81
46000,14400,20,51,34,1,4.785714285714286,2,171.85
30000,12000,80,34,14,0,1.1,22,77.72
46000,14400,80,27,34,0,4.2,66,379.97
23200,18000,50,21,32,1,3.625,64,525.5899999999998
7200,24000,20,12,22,1,1.25,94,7888.71
10000,10000,80,10,24,0,1.6666666666666667,86,190.12000000000003
30000,12000,100,38,16,1,1.0,85,121.43
30000,12000,100,17,18,0,2.833333333333333,57,156.36
10000,10000,20,35,28,0,2.5,82,2499.19
23200,18000,80,35,24,1,2.0,108,219.3
7200,24000,80,29,16,0,2.2,29,61.51999999999999
30000,12000,50,28,26,1,2.875,76,467.78
10000,10000,50,45,24,0,1.2,42,119.15
46000,14400,80,24,34,0,4.6,96,524.9499999999998
46000,14400,50,12,34,1,1.125,123,2326.16
46000,14400,50,35,18,0,1.1052631578947372,31,488.59
46000,14400,50,12,16,1,1.0555555555555556,27,744.11
7200,24000,20,54,32,1,2.0,28,593.14
46000,14400,20,27,32,0,4.75,108,25551.41
23200,18000,20,10,36,1,1.16,97,19839.04
7200,24000,80,26,34,0,1.0,108,315.7000000000001
30000,12000,20,54,26,0,5.0,55,3985.75
10000,10000,20,25,14,0,3.571428571428572,92,5570.37
10000,10000,50,23,24,1,1.0,48,145.44
23200,18000,20,48,28,0,3.928571428571429,112,10034.98
10000,10000,80,28,18,0,1.0,66,89.60000000000002
30000,12000,100,13,28,0,1.1111111111111112,139,414.68
7200,24000,50,49,30,1,1.0,3,11.8
46000,14400,80,57,24,0,3.0,117,346.62
23200,18000,50,38,18,1,2.7777777777777777,23,153.89
30000,12000,80,31,28,1,2.4,35,77.03
10000,10000,20,13,36,1,2.923076923076924,49,1808.17
23200,18000,80,37,34,1,1.1666666666666667,118,209.81
10000,10000,20,22,16,1,3.0,131,4856.790000000001
23200,18000,20,18,26,0,4.173913043478262,31,7227.969999999998
7200,24000,20,38,16,1,3.0,102,3773.92
7200,24000,50,15,24,1,1.3333333333333333,29,154.81000000000003
7200,24000,20,48,14,1,1.0,121,4345.01
46000,14400,100,18,28,1,2.0,54,132.42
30000,12000,20,44,34,1,3.3846153846153846,95,4183.530000000002
23200,18000,100,14,24,1,1.0,92,193.71
10000,10000,20,37,30,1,1.2307692307692308,68,1191.88
30000,12000,20,45,22,0,1.2222222222222223,44,3896.06
7200,24000,50,60,18,1,1.0,2,6.84
10000,10000,20,51,24,0,4.833333333333333,67,1578.42
30000,12000,80,38,18,0,1.125,2,7.09
30000,12000,80,40,24,0,1.5,97,243.28000000000003
46000,14400,50,33,24,1,4.75,65,603.36
46000,14400,50,23,14,0,2.0,47,1353.31
7200,24000,20,30,14,1,3.5294117647058822,55,2838.98
23200,18000,50,55,36,1,1.25,81,370.67
46000,14400,20,51,36,0,4.5,117,14686.559999999998
7200,24000,50,18,14,0,2.1818181818181817,108,1114.72
10000,10000,20,18,28,1,3.727272727272727,114,3530.46
30000,12000,20,57,32,0,4.6,100,6780.49
30000,12000,100,39,24,1,1.4,75,90.12
30000,12000,20,18,26,1,3.608695652173913,64,7234.72
30000,12000,50,25,28,0,1.4166666666666667,135,1480.2300000000002
30000,12000,50,16,30,1,4.625,57,518.08
30000,12000,50,50,28,0,1.1111111111111112,94,651.62
23200,18000,80,13,14,0,1.375,17,138.25
46000,14400,50,35,36,0,2.333333333333333,86,1834.74
30000,12000,20,60,20,0,1.2916666666666667,6,429.74
7200,24000,100,10,14,0,3.0,137,350.99999999999994
10000,10000,80,12,34,1,1.4,23,32.17
46000,14400,20,37,22,1,1.9375,122,13886.3
7200,24000,20,42,22,1,2.0,127,3466.42
10000,10000,20,35,28,0,2.5,55,1677.85
10000,10000,50,30,16,0,2.1666666666666665,134,545.3499999999998
30000,12000,100,39,28,0,1.0,33,51.61
30000,12000,20,19,30,0,3.9,32,5709.54
30000,12000,50,24,34,1,1.7,87,526.3900000000001
46000,14400,20,40,20,1,1.5833333333333333,132,14452.33
46000,14400,80,40,30,0,1.5714285714285714,28,115.61
7200,24000,20,33,32,1,1.2222222222222223,28,830.5799999999998
7200,24000,50,13,16,1,4.0,107,802.6299999999999
30000,12000,100,18,28,0,1.0,77,190.8
10000,10000,80,16,18,0,2.0,1,3.16
10000,10000,20,19,16,0,1.1923076923076923,27,1860.75
7200,24000,20,32,16,0,2.5,88,6233.5999999999985
7200,24000,20,10,26,1,5.0,19,1782.75
30000,12000,80,15,20,0,1.25,81,413.82
10000,10000,50,18,26,0,3.2,13,69.3
23200,18000,50,25,34,0,3.8571428571428568,85,991.84
30000,12000,80,56,26,1,1.2,35,54.36
46000,14400,100,50,16,1,1.0,116,228.26
10000,10000,50,37,36,0,1.0,50,165.04
30000,12000,50,26,26,0,2.5555555555555562,131,1371.88
7200,24000,50,21,16,0,2.0,21,167.06
46000,14400,80,45,18,0,1.2,84,316.5300000000001
46000,14400,20,30,36,0,2.625,2,496.92
7200,24000,20,14,30,1,2.55,87,5301.629999999999
10000,10000,20,49,30,1,3.2857142857142856,105,1486.74
46000,14400,80,50,34,0,1.1428571428571428,92,297.31
23200,18000,80,25,14,1,4.833333333333333,82,274.08
23200,18000,100,13,16,1,4.833333333333333,81,215.03
30000,12000,20,44,36,1,1.7222222222222223,29,1250.35
30000,12000,20,39,28,0,3.533333333333333,78,7370.88
23200,18000,100,16,20,1,1.5555555555555556,68,146.08
30000,12000,100,35,28,1,1.0,89,112.31
10000,10000,50,31,18,1,1.8333333333333333,97,268.19
30000,12000,100,50,18,0,1.0,105,196.83
10000,10000,20,23,20,1,5.0,20,597.66
23200,18000,50,56,24,1,1.75,34,163.74
23200,18000,20,21,30,1,4.1,25,2643.87
10000,10000,50,24,14,1,1.75,27,96.06
7200,24000,50,54,30,1,1.6,137,318.48
30000,12000,20,28,34,0,3.117647058823529,121,14739.63
10000,10000,100,17,20,1,1.0,27,24.46
46000,14400,100,17,30,1,1.875,124,308.63
7200,24000,20,47,14,1,4.25,90,3115.64
23200,18000,50,21,26,0,1.6923076923076923,99,1328.59
46000,14400,50,13,14,1,3.5,96,2770.87
10000,10000,20,44,30,1,2.2222222222222223,134,1962.91
30000,12000,50,35,30,0,2.125,41,337.3
7200,24000,20,35,36,0,4.0,107,5323.76
30000,12000,50,14,36,0,1.6153846153846154,63,1021.86
30000,12000,20,32,16,1,1.2432432432432432,110,9712.93
10000,10000,50,17,28,1,2.8,53,162.26
10000,10000,50,10,30,1,1.3,90,381.83
23200,18000,20,59,32,0,2.4,133,9849.1
30000,12000,80,25,16,0,3.8333333333333335,15,61.34
23200,18000,20,55,28,0,1.04,6,499.82
23200,18000,20,34,32,0,4.857142857142857,74,9637.36
30000,12000,50,24,30,1,3.125,102,651.0999999999998
30000,12000,50,20,24,0,1.125,58,745.0099999999999
30000,12000,80,18,30,0,1.8571428571428568,14,58.8
30000,12000,80,58,14,0,2.6,97,245.37000000000003
10000,10000,20,36,30,1,2.7777777777777777,51,907.88
23200,18000,20,59,30,1,2.533333333333333,82,3485.68
46000,14400,100,18,22,0,1.0833333333333333,122,479.22
7200,24000,20,45,16,1,2.25,85,2729.47
7200,24000,20,37,20,0,2.25,6,322.5900000000001
46000,14400,20,48,32,1,1.1666666666666667,76,5822.2
10000,10000,20,18,28,1,3.727272727272727,31,964.1
7200,24000,80,29,18,0,2.0,25,51.22
30000,12000,100,28,36,0,1.4,93,175.14
23200,18000,80,57,30,1,1.2,100,153.14
46000,14400,80,19,28,0,2.2222222222222223,15,97.87
46000,14400,80,54,16,1,2.142857142857143,1,5.18
10000,10000,50,35,18,0,1.5,70,242.87
7200,24000,20,42,18,1,4.636363636363637,31,981.91
23200,18000,20,36,18,1,1.4545454545454546,87,7214.540000000001
10000,10000,50,19,20,1,4.0,134,449.09
46000,14400,50,33,16,1,1.5,136,1642.16
23200,18000,80,35,26,1,1.8333333333333333,111,256.32
7200,24000,100,17,18,1,1.1428571428571428,54,63.67
30000,12000,20,30,24,0,3.1,3,387.18
46000,14400,50,30,28,0,3.0,24,381.67
30000,12000,100,27,20,1,1.6666666666666667,109,156.01
46000,14400,80,34,26,1,1.1,132,392.85
30000,12000,50,42,30,0,1.625,20,159.11999999999995
30000,12000,80,30,26,1,2.8,105,230.75000000000003
10000,10000,20,58,28,1,2.125,10,133.09
23200,18000,80,20,28,1,4.0,49,142.87
30000,12000,100,29,24,1,2.0,8,12.06
30000,12000,80,24,30,0,1.4285714285714286,103,355.94
46000,14400,100,14,36,1,3.1666666666666665,25,69.0
46000,14400,20,21,36,0,1.8529411764705883,75,22071.45
23200,18000,50,42,20,1,2.875,133,743.83
23200,18000,20,36,18,1,1.4545454545454546,96,7959.380000000001
23200,18000,50,38,16,0,3.2222222222222223,10,113.71
23200,18000,100,55,28,1,1.0,22,27.590000000000003
46000,14400,50,39,32,1,4.0,29,235.55
7200,24000,80,15,20,0,2.5,138,363.26
10000,10000,50,25,14,0,4.0,55,285.13000000000005
23200,18000,50,21,24,1,3.3,23,199.51
7200,24000,50,37,24,0,2.0,16,71.79
23200,18000,50,40,30,1,2.5714285714285716,115,646.77
46000,14400,20,54,20,1,1.1666666666666667,71,6068.49
7200,24000,100,16,14,1,1.125,92,130.14
46000,14400,20,23,32,1,4.545454545454546,34,5161.210000000001
7200,24000,50,30,18,1,1.2,59,239.13
30000,12000,100,14,20,1,1.875,76,161.51
46000,14400,50,28,30,0,2.1666666666666665,115,1848.62
23200,18000,80,45,34,1,1.6,137,331.83
23200,18000,50,39,30,1,2.125,139,758.9300000000002
46000,14400,20,60,14,0,3.4166666666666665,98,16354.450000000004
46000,14400,50,31,24,1,2.4166666666666665,68,639.7099999999998
7200,24000,20,46,16,0,3.4615384615384617,90,4484.04
7200,24000,100,16,24,0,1.8,74,107.99
10000,10000,20,49,16,0,3.1,41,1232.24
46000,14400,20,27,26,0,3.1481481481481484,52,12494.17
23200,18000,80,17,18,1,1.2307692307692308,130,472.33
7200,24000,20,45,26,0,1.1111111111111112,34,1407.64
30000,12000,100,14,36,0,2.8,92,262.50000000000006
23200,18000,50,17,36,1,2.7,4,40.3
30000,12000,50,27,14,0,2.1538461538461537,136,1911.72
10000,10000,20,60,20,1,2.0,38,545.3100000000002
10000,10000,50,17,36,1,2.2,28,83.55
23200,18000,80,30,26,1,1.125,103,236.66
30000,12000,50,47,32,0,1.7142857142857142,62,437.54
46000,14400,20,38,16,0,1.9189189189189189,30,7027.66
10000,10000,50,10,16,1,1.6666666666666667,15,93.06
7200,24000,80,25,24,0,1.8,13,39.99
10000,10000,50,15,30,1,1.375,110,364.17
23200,18000,50,37,14,0,3.6666666666666665,117,1423.38
7200,24000,80,51,16,0,1.0,129,324.24
7200,24000,50,40,36,1,1.8,96,258.48
7200,24000,20,52,34,0,3.375,131,4723.16
7200,24000,50,35,36,0,1.8,102,486.28
10000,10000,50,19,20,1,4.0,21,80.71
7200,24000,20,60,20,0,1.6,124,4270.86
23200,18000,100,33,24,1,2.0,18,24.69
23200,18000,50,25,24,1,1.3571428571428572,105,823.9999999999999
30000,12000,20,12,28,0,4.28,46,13215.99
46000,14400,100,28,20,0,4.6,66,202.2
23200,18000,20,13,36,1,3.56,86,14067.3
30000,12000,20,23,16,0,1.7567567567567568,137,28579.98
46000,14400,50,15,14,1,1.5357142857142858,118,3134.94
46000,14400,80,40,18,0,1.6666666666666667,87,356.99
46000,14400,100,13,28,1,1.7,27,81.17999999999998
7200,24000,50,29,26,1,1.375,64,236.09
30000,12000,80,44,20,0,1.1428571428571428,17,43.3
10000,10000,50,40,18,1,2.2,68,153.33
23200,18000,80,30,32,1,1.2857142857142858,76,177.98
7200,24000,50,42,30,1,2.0,111,324.98
23200,18000,80,40,28,0,1.5,20,60.62000000000001
46000,14400,80,54,24,1,1.8333333333333333,59,128.62
30000,12000,20,36,32,0,2.2777777777777777,23,2198.93
7200,24000,50,39,22,0,1.5714285714285714,47,204.08
30000,12000,20,28,16,0,1.0952380952380951,21,3677.09
23200,18000,100,36,14,1,3.2,52,88.39999999999998
30000,12000,50,57,26,0,2.5,118,732.72
7200,24000,20,31,14,0,2.6842105263157894,69,5789.52
7200,24000,20,35,24,1,1.25,57,1717.01
30000,12000,80,60,20,0,1.8,115,234.39
30000,12000,100,29,24,1,2.0,64,81.5
7200,24000,20,24,18,1,3.75,2,106.64
46000,14400,50,48,36,1,1.4,73,537.58
23200,18000,80,45,28,1,1.8,33,75.38
46000,14400,50,35,24,0,1.5,19,270.29
46000,14400,80,43,20,1,1.4444444444444444,97,267.11999999999995
46000,14400,80,44,24,1,1.8571428571428568,7,19.6
7200,24000,50,14,16,1,1.0588235294117647,76,551.8
23200,18000,50,17,18,0,1.1904761904761905,132,2521.28
46000,14400,50,24,28,0,2.6666666666666665,38,715.16
23200,18000,80,15,20,0,1.7272727272727273,98,563.74
23200,18000,20,50,24,1,1.7272727272727273,59,3230.38
23200,18000,100,15,22,0,1.875,51,159.0
23200,18000,50,31,30,1,1.1666666666666667,126,779.25
10000,10000,50,15,16,1,4.166666666666667,44,196.88
10000,10000,80,11,28,1,1.6,54,78.46
46000,14400,80,25,30,1,2.7142857142857144,76,257.53
30000,12000,50,38,32,0,2.142857142857143,51,405.06
46000,14400,20,34,24,0,2.2333333333333334,123,25436.44
46000,14400,20,12,34,1,1.1166666666666667,81,22676.74
30000,12000,50,19,32,1,4.428571428571429,58,463.81
46000,14400,20,41,16,1,1.2444444444444445,117,15125.38
23200,18000,50,55,20,1,3.8333333333333335,11,61.52
30000,12000,50,25,24,0,1.6666666666666667,129,1365.63
7200,24000,80,25,24,0,1.1666666666666667,44,126.36
7200,24000,80,20,16,0,1.0,138,355.92999999999995
10000,10000,20,38,14,1,2.6923076923076925,8,208.91
10000,10000,20,57,28,1,1.181818181818182,27,364.19
23200,18000,100,37,28,0,1.0,95,163.79
7200,24000,80,26,28,0,1.2,41,120.07
30000,12000,80,60,14,0,1.2857142857142858,9,25.15
46000,14400,80,20,18,1,2.8,19,87.75
23200,18000,50,18,28,0,4.75,41,670.99
7200,24000,20,60,24,0,4.5,44,1479.2
30000,12000,80,24,16,0,3.8333333333333335,101,434.0
7200,24000,50,56,14,1,1.0,124,422.49
30000,12000,50,15,14,0,2.625,99,2271.65
30000,12000,50,24,22,0,2.5,106,1195.45
46000,14400,50,20,14,0,4.642857142857143,43,1407.91
10000,10000,20,16,30,1,1.9375,28,922.76
46000,14400,50,28,24,1,2.6666666666666665,55,573.37
7200,24000,20,42,16,0,1.0,12,664.05
7200,24000,20,18,22,1,1.4814814814814814,51,2867.19
46000,14400,100,11,36,0,1.0833333333333333,25,133.86
23200,18000,20,22,14,1,2.05,114,19296.89
7200,24000,20,28,26,1,3.4615384615384617,17,634.6500000000002
23200,18000,50,60,28,0,2.6666666666666665,17,119.07
46000,14400,80,58,26,1,1.5,71,171.6
10000,10000,50,45,14,0,2.2,52,174.67
46000,14400,50,55,28,0,1.0,34,358.23
46000,14400,80,38,24,0,2.142857142857143,62,247.6
23200,18000,20,23,18,0,1.0,116,25497.62
10000,10000,20,45,34,1,1.2727272727272727,126,1748.9
30000,12000,80,45,24,0,1.3333333333333333,98,226.7
30000,12000,80,27,22,1,3.4,34,80.34
10000,10000,20,15,26,1,1.7368421052631582,30,1127.59
46000,14400,100,39,24,0,2.4,64,145.83
23200,18000,100,18,18,1,3.1666666666666665,110,227.37
10000,10000,50,19,16,0,5.0,105,618.9999999999999
10000,10000,20,18,28,0,3.727272727272727,128,6886.299999999998
10000,10000,20,26,24,1,2.583333333333333,42,1015.81
10000,10000,20,18,26,1,1.4210526315789471,9,291.17
10000,10000,20,52,34,0,2.7142857142857144,107,2665.66
10000,10000,20,16,32,0,2.066666666666667,77,4457.88
7200,24000,20,49,14,1,4.25,13,461.79
46000,14400,100,11,16,0,1.1111111111111112,117,808.37
10000,10000,50,60,14,1,1.6,38,87.0
30000,12000,20,22,26,1,2.9565217391304346,56,5083.230000000001
46000,14400,50,50,32,0,3.2857142857142856,127,1368.28
46000,14400,20,35,18,1,4.541666666666667,20,2811.99
23200,18000,20,48,18,1,4.5,21,1363.35
7200,24000,50,49,22,1,1.6666666666666667,58,154.14
23200,18000,80,55,32,0,1.2,117,270.79999999999995
10000,10000,20,24,22,1,1.1,3,85.66
30000,12000,20,56,26,0,1.1304347826086956,20,1390.16
