x_length,y_length,grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,n_hours,time_tot
10000,10000,20,49,16,0,3.1,118,3535.31
23200,18000,20,36,34,0,1.2307692307692308,128,14152.54
23200,18000,20,42,16,1,1.5,110,8826.5
10000,10000,50,32,18,1,1.8333333333333333,57,162.85000000000005
46000,14400,20,47,34,1,4.466666666666667,16,1297.41
23200,18000,20,25,16,1,1.2888888888888892,68,8936.630000000001
30000,12000,80,18,30,1,1.5,48,130.6
23200,18000,20,48,22,0,2.4,126,12546.16
7200,24000,80,28,14,1,2.4,64,106.14
23200,18000,20,35,30,1,3.0555555555555562,121,7728.129999999999
30000,12000,20,42,34,1,4.818181818181818,50,2365.63
46000,14400,20,48,30,1,4.4375,89,6798.64
30000,12000,20,21,24,1,2.2142857142857144,54,5402.440000000001
30000,12000,100,14,24,1,1.0,80,155.04
30000,12000,20,54,32,0,1.9375,21,1453.3
46000,14400,50,44,24,0,3.5,27,330.62
10000,10000,20,36,18,0,2.0769230769230766,109,3732.4
23200,18000,20,50,26,0,2.7058823529411766,2,190.32
10000,10000,20,36,34,0,4.833333333333333,32,938.6
10000,10000,20,54,26,1,2.1111111111111107,139,1903.68
23200,18000,80,30,24,1,1.7142857142857142,31,75.92999999999998
46000,14400,50,40,28,0,3.5,96,1233.2699999999998
30000,12000,50,29,36,0,2.0,46,454.85
10000,10000,20,15,36,0,1.6875,83,5094.83
10000,10000,20,45,24,1,1.5,48,781.73
46000,14400,80,11,36,1,2.6,9,53.92
23200,18000,20,43,20,0,2.9,60,6622.88
10000,10000,20,58,28,1,2.125,97,1229.29
46000,14400,50,30,14,1,1.5,27,406.67
23200,18000,80,33,14,0,1.3,60,237.69
7200,24000,20,58,18,1,1.0,65,1576.75
30000,12000,100,34,14,0,1.4285714285714286,27,54.17
7200,24000,50,27,26,1,2.6666666666666665,74,281.92999999999995
23200,18000,80,24,30,0,1.0,111,434.33
23200,18000,50,18,34,0,2.5,93,1365.17
10000,10000,100,17,20,1,1.0,96,82.42
7200,24000,20,26,24,0,3.0,62,4159.54
7200,24000,100,22,24,0,1.2,74,141.24
23200,18000,20,31,36,0,1.48,45,6273.0
46000,14400,20,30,26,1,1.6111111111111112,48,6286.730000000001
7200,24000,20,30,22,0,1.4285714285714286,94,5556.419999999999
10000,10000,50,10,30,1,1.3,4,18.05
10000,10000,20,21,34,0,1.6428571428571428,22,985.23
23200,18000,50,39,14,1,4.375,52,411.74
30000,12000,50,17,32,0,5.0,129,1864.33
10000,10000,20,26,20,0,3.1666666666666665,70,3058.73
46000,14400,100,13,14,1,3.5,2,13.87
10000,10000,80,22,16,1,1.4,32,42.47
7200,24000,50,16,26,0,2.0,77,620.76
10000,10000,20,40,22,0,1.8333333333333333,22,651.54
46000,14400,20,24,24,0,3.1666666666666665,61,17127.72
30000,12000,20,45,36,1,1.35,5,230.24
23200,18000,50,17,18,0,1.1904761904761905,103,1968.54
23200,18000,50,55,20,1,3.8333333333333335,112,578.6400000000001
30000,12000,20,16,28,1,1.4324324324324325,71,8524.26
30000,12000,20,59,32,0,1.3888888888888888,64,4101.58
46000,14400,50,44,34,0,1.0,134,1525.34
46000,14400,20,42,30,0,1.1176470588235294,80,13026.94
10000,10000,20,36,34,1,3.8571428571428568,57,956.26
46000,14400,50,19,14,1,2.4,17,381.16
23200,18000,100,24,14,1,1.0,78,159.91
10000,10000,20,15,24,0,3.8461538461538463,14,931.96
23200,18000,20,57,16,1,3.388888888888889,61,3731.36
7200,24000,100,43,14,0,1.0,2,5.71
23200,18000,100,52,18,1,1.0,133,175.5
10000,10000,20,14,18,1,1.7826086956521738,6,298.25
30000,12000,20,19,22,1,2.1935483870967745,76,8652.61
30000,12000,20,36,22,0,1.0303030303030305,66,7232.29
23200,18000,50,26,24,1,1.4615384615384617,109,842.52
7200,24000,80,36,14,1,1.0,81,128.53
30000,12000,100,21,32,1,2.0,54,79.55
7200,24000,50,24,34,0,1.7142857142857142,109,628.6600000000002
7200,24000,20,52,28,1,1.6923076923076923,102,2256.26
10000,10000,80,12,24,1,2.0,119,162.26000000000005
46000,14400,100,30,36,1,2.2,23,39.88
46000,14400,20,54,32,0,1.9090909090909087,99,12023.12
30000,12000,100,17,18,0,2.833333333333333,5,14.920000000000002
10000,10000,20,22,24,0,2.066666666666667,44,2015.25
23200,18000,20,57,18,1,1.826086956521739,99,5294.4000000000015
23200,18000,80,27,28,0,3.2,138,508.34
30000,12000,50,56,24,0,2.0,18,119.17
23200,18000,20,48,18,1,4.5,10,658.14
7200,24000,50,29,36,0,2.4,103,1154.51
30000,12000,50,30,28,0,2.5,102,941.28
30000,12000,80,48,28,0,1.0,133,297.44000000000005
30000,12000,100,38,16,0,1.0,60,114.95
30000,12000,20,21,22,1,2.6296296296296298,104,10807.06
46000,14400,20,57,30,0,1.6666666666666667,55,6450.870000000001
23200,18000,20,56,32,0,2.25,61,4773.02
30000,12000,20,60,22,1,2.055555555555556,76,3158.39
7200,24000,20,15,24,1,3.0,124,7796.009999999998
23200,18000,20,18,18,0,2.9090909090909087,125,33801.929999999986
30000,12000,50,60,36,0,1.8333333333333333,133,791.0200000000002
10000,10000,20,51,20,0,3.625,25,649.6
10000,10000,20,45,16,0,2.25,60,2030.79
30000,12000,50,60,34,0,1.8333333333333333,3,20.96
10000,10000,80,30,20,0,1.0,48,64.64
46000,14400,100,40,18,1,1.0,31,61.50999999999999
30000,12000,50,52,32,0,1.0,123,849.1099999999999
7200,24000,100,20,22,0,1.0,56,77.94000000000003
7200,24000,50,35,18,1,1.0,78,286.99
7200,24000,50,17,20,0,1.0,5,43.02
46000,14400,50,32,28,0,2.8,16,250.65
10000,10000,20,50,36,0,1.0909090909090908,30,692.37
30000,12000,80,38,20,1,1.2857142857142858,93,176.89999999999995
10000,10000,20,16,14,0,1.1290322580645162,3,277.83000000000004
7200,24000,50,27,36,1,2.4,115,353.74
7200,24000,20,42,20,1,2.5714285714285716,13,381.5
46000,14400,20,37,24,1,5.0,27,2936.3099999999995
10000,10000,50,55,18,1,1.0,74,153.71
30000,12000,20,15,20,1,1.875,22,3432.51
30000,12000,80,10,18,1,3.1,53,242.33
30000,12000,20,14,34,1,1.0476190476190477,40,5154.120000000001
23200,18000,50,16,18,0,4.636363636363637,104,2136.43
46000,14400,50,45,32,0,2.1111111111111107,129,1513.7299999999998
30000,12000,50,20,24,0,1.125,2,29.33
46000,14400,80,13,36,1,1.1538461538461535,94,443.73
23200,18000,50,11,18,0,2.1,16,449.42
10000,10000,20,11,28,0,2.647058823529412,87,7413.09
30000,12000,20,58,36,0,1.5625,81,5114.89
10000,10000,20,18,28,1,2.6923076923076925,65,2003.6
7200,24000,20,15,16,1,1.125,86,7318.73
10000,10000,20,36,14,0,1.15,70,3006.53
10000,10000,20,46,36,1,3.5,45,625.31
7200,24000,50,17,14,1,1.4285714285714286,39,260.53
46000,14400,50,50,36,0,3.8333333333333335,22,242.81
10000,10000,50,52,30,1,1.0,45,81.16
10000,10000,20,60,22,0,2.75,18,399.98
10000,10000,20,13,18,0,1.4074074074074074,38,3372.49
46000,14400,80,27,36,0,1.0,105,527.2800000000002
30000,12000,100,18,24,0,2.0,83,203.18
46000,14400,100,46,26,0,1.3333333333333333,120,295.3300000000001
10000,10000,20,36,30,0,1.5,107,3171.91
30000,12000,20,28,28,1,2.5238095238095237,51,3630.46
46000,14400,20,48,26,0,1.4666666666666666,35,5283.35
30000,12000,50,60,22,1,4.0,36,155.70999999999995
46000,14400,80,45,20,0,1.3333333333333333,62,229.41000000000003
46000,14400,80,42,20,1,3.333333333333333,115,302.68
10000,10000,20,36,30,0,1.5,45,1337.95
30000,12000,20,21,32,0,2.952380952380953,79,12735.03
30000,12000,80,40,22,1,1.1428571428571428,139,264.99
7200,24000,20,57,36,0,1.6363636363636365,44,1413.86
30000,12000,50,52,22,0,1.4444444444444444,86,585.64
46000,14400,20,48,30,1,4.4375,94,7179.09
46000,14400,50,48,28,0,4.666666666666667,42,486.52
23200,18000,100,58,18,0,1.6,134,190.74
30000,12000,20,21,36,0,2.409090909090909,18,2835.91
23200,18000,20,50,30,1,4.833333333333333,4,213.5
46000,14400,50,50,28,1,1.4545454545454546,47,329.94
46000,14400,80,16,28,0,1.4166666666666667,57,404.4
46000,14400,50,55,28,0,2.5,50,512.85
30000,12000,50,42,30,1,2.833333333333333,95,485.41
7200,24000,50,52,24,1,1.5,33,87.19999999999997
30000,12000,80,36,26,1,1.5,25,56.52
46000,14400,50,10,30,1,1.5,51,1175.17
10000,10000,50,58,20,1,1.2,25,49.51000000000001
23200,18000,50,34,24,0,3.8571428571428568,22,223.57
7200,24000,20,42,28,1,1.7857142857142858,46,1185.0400000000004
46000,14400,50,21,30,1,1.1052631578947372,120,1437.03
46000,14400,80,50,18,0,1.3333333333333333,40,146.95999999999995
10000,10000,50,38,24,0,1.6,34,108.07999999999998
46000,14400,80,21,14,0,2.25,7,60.92
30000,12000,100,43,18,0,1.0,32,50.03
23200,18000,100,30,14,0,1.375,128,323.96
10000,10000,80,18,16,0,2.0,65,114.08
30000,12000,50,39,18,0,1.1538461538461535,54,479.68
10000,10000,20,12,32,1,2.7333333333333334,2,87.55000000000003
7200,24000,20,36,26,0,4.5,105,5355.93
46000,14400,20,35,30,1,3.8,91,9334.5
46000,14400,20,49,24,1,2.16,90,7413.98
46000,14400,80,18,32,0,3.2857142857142856,67,441.87
10000,10000,20,39,18,0,1.0555555555555556,18,611.27
23200,18000,100,39,18,1,1.3333333333333333,96,133.07000000000002
10000,10000,20,15,24,0,2.5625,107,7523.620000000001
23200,18000,80,33,14,0,1.3,57,225.93
10000,10000,80,10,24,0,1.6666666666666667,43,95.52
46000,14400,20,56,18,1,4.1,114,9789.2
23200,18000,50,60,14,1,1.25,118,709.48
30000,12000,20,33,26,0,3.1666666666666665,43,4803.790000000001
23200,18000,20,25,26,1,4.9444444444444455,35,3314.96
23200,18000,100,12,20,0,4.833333333333333,49,190.25
30000,12000,50,10,28,1,1.7647058823529411,13,170.45
46000,14400,80,10,14,0,1.12,25,406.91
30000,12000,20,29,24,0,2.04,119,15258.41
46000,14400,100,24,36,1,1.125,125,230.25
10000,10000,20,44,30,0,1.25,61,1885.9700000000007
10000,10000,20,15,20,1,2.05,70,3007.22
23200,18000,100,11,20,0,2.333333333333333,68,272.0
23200,18000,20,34,36,1,2.8235294117647056,130,8291.720000000001
30000,12000,80,10,24,0,1.0,61,403.67
10000,10000,50,24,14,1,1.75,30,106.47
46000,14400,20,20,28,0,2.2777777777777777,56,19706.23
10000,10000,20,44,24,0,2.2,93,2496.62
30000,12000,50,42,16,0,4.0,32,298.13
7200,24000,80,17,14,1,1.5,99,220.3
46000,14400,50,15,14,1,1.5357142857142858,97,2578.44
30000,12000,50,50,28,0,1.1111111111111112,32,225.68
10000,10000,20,52,28,0,1.8888888888888888,12,287.92
10000,10000,20,58,18,1,3.375,35,519.39
7200,24000,50,23,16,1,1.8,3,17.79
23200,18000,20,31,18,1,2.2068965517241383,96,8941.59
46000,14400,20,42,16,0,1.2,124,26784.73
30000,12000,100,34,22,1,1.6,107,134.73
46000,14400,100,30,34,1,1.2857142857142858,2,5.68
30000,12000,50,15,14,0,2.625,15,346.37
7200,24000,50,26,28,1,1.375,112,412.81
7200,24000,20,27,34,0,3.6363636363636362,7,429.29
46000,14400,50,55,28,0,1.0,92,956.79
7200,24000,20,18,28,0,1.0714285714285714,62,5778.05
10000,10000,50,40,18,1,2.2,106,237.69000000000003
23200,18000,20,54,28,1,1.5238095238095235,101,4882.4
46000,14400,80,38,20,1,1.5555555555555556,108,321.24
46000,14400,50,36,20,1,1.0,94,909.46
7200,24000,20,42,30,0,1.7142857142857142,124,5244.76
46000,14400,50,17,34,1,1.6875,23,351.37
7200,24000,50,52,22,0,2.2,1,7.39
46000,14400,100,19,24,0,2.7142857142857144,84,320.07
46000,14400,80,18,14,0,1.0,117,1112.21
7200,24000,80,16,18,1,2.5,117,230.03
23200,18000,20,30,32,0,3.2222222222222223,15,2131.120000000001
7200,24000,50,54,14,1,1.25,116,379.94
10000,10000,20,10,36,0,4.583333333333333,99,9039.19
46000,14400,80,30,18,0,4.666666666666667,64,341.83
46000,14400,50,15,16,0,1.3571428571428572,31,1261.73
46000,14400,50,30,16,0,1.6666666666666667,28,669.8599999999999
46000,14400,50,30,24,0,1.7857142857142858,51,817.72
7200,24000,80,59,14,0,1.2,117,303.38999999999993
23200,18000,80,18,30,0,2.2857142857142856,71,320.69
10000,10000,20,29,28,1,1.0,41,891.4
10000,10000,50,38,32,0,1.2,32,101.7
7200,24000,20,45,16,0,1.5,1,59.39
23200,18000,80,24,36,1,1.125,96,216.41
23200,18000,50,35,30,1,1.0833333333333333,48,296.02
10000,10000,20,47,22,1,2.2,62,976.13
10000,10000,20,13,30,0,1.7368421052631582,55,4090.45
7200,24000,80,22,24,1,1.1666666666666667,45,74.35000000000002
46000,14400,50,54,20,1,2.3,139,988.34
46000,14400,50,21,24,1,3.583333333333333,44,568.6800000000002
30000,12000,20,58,36,0,1.5625,24,1528.45
46000,14400,50,36,20,1,1.0,106,1024.78
7200,24000,20,46,30,1,4.5,35,829.79
30000,12000,20,10,36,0,4.0,31,10018.71
30000,12000,100,18,32,1,1.1428571428571428,67,112.45
10000,10000,20,46,26,1,1.9,13,207.34
10000,10000,50,13,30,1,2.5,31,113.92
46000,14400,20,20,28,0,2.2777777777777777,74,26028.91
30000,12000,80,14,32,0,1.4444444444444444,139,681.2099999999998
46000,14400,20,25,22,1,3.7142857142857135,102,17281.379999999994
30000,12000,50,39,34,1,2.833333333333333,37,177.87
10000,10000,20,40,32,0,1.25,64,1844.66
30000,12000,20,49,26,1,1.3043478260869563,66,2999.54
10000,10000,80,20,22,0,1.2,132,211.26
7200,24000,20,50,28,0,4.5,130,4923.09
23200,18000,80,12,34,1,4.0,28,102.75
10000,10000,20,60,28,0,5.0,40,816.0000000000001
46000,14400,80,33,20,1,1.8888888888888888,105,328.98
10000,10000,20,60,18,1,2.7777777777777777,63,934.11
10000,10000,20,38,24,0,1.5384615384615383,116,3389.02
46000,14400,50,23,30,0,1.0526315789473684,120,2252.6800000000007
46000,14400,100,31,14,0,1.4,43,146.31
46000,14400,50,25,26,1,3.272727272727273,48,535.55
10000,10000,20,13,18,0,1.4074074074074074,20,1776.07
10000,10000,20,52,20,1,1.5833333333333333,69,1127.0500000000004
7200,24000,80,20,16,1,1.5714285714285714,24,45.48
10000,10000,20,45,26,1,3.8571428571428568,117,1831.13
10000,10000,20,50,22,1,1.8181818181818181,24,367.85
7200,24000,20,39,30,0,2.0769230769230766,34,1524.4899999999998
30000,12000,50,20,30,0,2.7777777777777777,91,1097.68
7200,24000,20,49,16,0,1.1904761904761905,33,1604.2
7200,24000,50,48,24,1,1.1428571428571428,132,354.0
30000,12000,100,36,22,1,1.8,102,118.82
46000,14400,80,40,18,0,1.6666666666666667,114,467.15
30000,12000,100,50,18,0,1.0,96,180.09
23200,18000,80,39,24,1,1.8333333333333333,24,49.36
23200,18000,50,52,34,0,2.1666666666666665,120,832.76
46000,14400,50,45,20,1,1.4285714285714286,87,706.58
30000,12000,50,24,24,0,2.5,21,234.66
30000,12000,20,24,32,1,3.4444444444444446,52,4003.83
23200,18000,20,42,36,1,2.5625,80,4206.79
46000,14400,50,54,20,1,2.3,103,734.5400000000002
46000,14400,50,25,20,1,2.5714285714285716,73,905.52
23200,18000,80,36,14,1,4.8,119,316.45
7200,24000,20,50,36,1,1.6666666666666667,125,2524.2
30000,12000,50,17,32,0,5.0,101,1460.29
23200,18000,20,10,34,0,1.5111111111111108,78,29270.11
7200,24000,100,21,16,0,1.8,54,78.27
10000,10000,100,12,24,0,1.2,68,84.41
30000,12000,50,39,18,0,1.1538461538461535,132,1169.2
10000,10000,20,56,20,0,3.125,86,1973.17
23200,18000,100,18,18,1,3.1666666666666665,82,170.25
7200,24000,20,50,20,0,5.0,10,438.0
30000,12000,50,52,22,0,1.4444444444444444,14,102.52
23200,18000,50,37,14,0,3.6666666666666665,89,1083.74
30000,12000,20,30,24,0,3.1,69,8635.199999999999
46000,14400,20,26,36,1,2.333333333333333,52,7243.16
30000,12000,80,17,18,0,2.75,27,135.47
10000,10000,20,21,34,1,3.888888888888889,14,370.4
30000,12000,80,54,14,1,2.6,64,129.77
10000,10000,20,31,34,1,3.625,83,1532.03
46000,14400,50,32,28,0,2.8,32,490.49
7200,24000,80,56,14,1,1.2,125,287.45
7200,24000,20,27,18,1,4.285714285714286,41,1827.43
23200,18000,100,52,16,1,1.6,6,10.19
23200,18000,50,36,20,1,3.625,80,490.27
10000,10000,50,40,18,1,2.0,8,20.6
46000,14400,80,60,32,0,1.8,70,236.37
7200,24000,20,31,20,0,1.8947368421052635,83,5051.45
46000,14400,20,54,32,0,1.9090909090909087,88,10690.03
30000,12000,20,27,18,1,1.6666666666666667,98,9089.5
10000,10000,20,48,20,1,2.5,68,1118.35
23200,18000,80,28,30,0,2.8,30,114.68
23200,18000,80,40,16,0,2.0,66,214.83
30000,12000,80,22,26,0,3.4,55,195.64
23200,18000,100,28,34,1,1.0,16,23.3
46000,14400,100,19,18,0,3.571428571428572,69,291.36
30000,12000,20,17,24,1,1.7714285714285714,73,8819.99
30000,12000,20,51,14,1,1.0,24,1610.7299999999998
30000,12000,20,60,22,1,3.0,69,2904.28
46000,14400,80,39,24,1,2.0,126,345.47
30000,12000,20,60,20,0,5.0,112,8055.41
23200,18000,20,21,18,0,2.484848484848485,128,29816.04
10000,10000,20,40,20,1,2.083333333333333,95,1769.3
23200,18000,50,33,22,0,2.1,57,570.47
30000,12000,50,47,24,0,1.2,63,438.62
10000,10000,50,11,16,0,1.5,64,556.6
46000,14400,80,39,24,0,4.4,84,334.81
46000,14400,80,40,24,0,2.833333333333333,125,469.24
10000,10000,20,57,36,0,3.0,40,890.9699999999998
30000,12000,20,16,18,1,2.8181818181818183,5,793.2
23200,18000,20,51,16,0,4.235294117647058,107,12067.6
7200,24000,50,20,14,1,3.5,26,155.86
30000,12000,20,39,24,1,1.52,66,3652.54
10000,10000,20,34,28,1,5.0,68,1357.9
23200,18000,50,10,16,0,2.090909090909091,127,4409.46
7200,24000,50,38,30,0,1.5,106,504.86
46000,14400,100,23,20,1,3.8333333333333335,42,103.45
7200,24000,20,40,22,0,2.769230769230769,3,146.89
7200,24000,20,52,20,0,3.272727272727273,53,2073.39
30000,12000,80,17,18,0,2.75,15,76.42999999999998
46000,14400,80,23,28,1,4.166666666666667,21,80.67
30000,12000,20,21,16,1,3.321428571428572,105,14082.58
46000,14400,50,28,30,0,3.0,73,1218.63
10000,10000,80,12,34,1,1.4,102,136.45
7200,24000,20,12,22,0,2.2222222222222223,139,20903.45
7200,24000,50,24,28,1,3.6,26,100.17
7200,24000,20,42,26,0,2.3076923076923075,58,2508.5
46000,14400,80,30,36,0,3.8,134,625.2800000000002
46000,14400,20,30,34,1,1.25,130,15786.11
46000,14400,50,46,28,1,2.0,106,763.52
23200,18000,20,57,26,0,1.3043478260869563,75,5818.25
30000,12000,50,29,34,1,2.8571428571428568,128,698.51
46000,14400,50,48,34,0,2.375,45,475.22
10000,10000,50,44,24,1,1.0,26,55.4
23200,18000,50,50,20,1,3.2857142857142856,28,156.53
7200,24000,20,26,24,0,3.0,114,7643.019999999999
30000,12000,100,54,24,1,1.0,94,152.18
7200,24000,100,16,24,0,1.8,89,129.59
10000,10000,50,17,24,1,3.2,25,87.86
30000,12000,80,25,18,0,5.0,8,31.270000000000003
10000,10000,50,34,20,1,2.0,118,280.51
46000,14400,100,55,18,1,1.6666666666666667,61,99.43
30000,12000,50,31,30,1,2.375,42,232.73
23200,18000,20,15,28,0,1.2222222222222223,11,3003.66
30000,12000,100,12,14,1,3.125,134,373.7600000000001
10000,10000,20,44,26,1,1.7272727272727273,118,1904.2100000000007
46000,14400,50,22,34,1,1.25,100,1081.5
7200,24000,50,51,22,0,1.1428571428571428,13,53.15
46000,14400,50,44,34,0,1.0,31,359.38
46000,14400,20,60,30,1,1.5833333333333333,13,865.6600000000002
46000,14400,80,42,18,0,3.333333333333333,132,555.19
46000,14400,50,18,24,0,2.375,62,1520.65
30000,12000,20,19,22,1,2.1935483870967745,80,9107.09
30000,12000,20,45,32,1,1.55,126,5593.89
23200,18000,20,54,14,0,3.0476190476190474,21,2578.350000000001
10000,10000,20,29,18,0,1.5882352941176472,126,5238.5
23200,18000,80,45,34,0,1.6,77,186.47
7200,24000,80,25,24,0,1.8,26,76.13
7200,24000,50,24,34,0,1.0,94,563.48
23200,18000,50,49,36,0,3.2,90,668.64
10000,10000,50,36,28,0,1.4,13,40.77
10000,10000,20,27,32,1,3.4444444444444446,82,1809.03
7200,24000,20,15,32,1,4.0,23,1310.34
23200,18000,20,21,26,0,4.238095238095238,21,4225.81
23200,18000,20,29,18,0,2.064516129032258,126,22737.78
7200,24000,50,36,20,0,2.333333333333333,21,99.86
30000,12000,100,11,16,0,1.8,114,466.51
7200,24000,20,31,34,1,1.1052631578947372,15,456.6
23200,18000,80,37,34,1,1.1666666666666667,137,242.87
46000,14400,20,23,34,1,1.1904761904761905,103,15754.24
23200,18000,20,32,30,1,1.2,45,3181.11
10000,10000,20,19,22,0,1.181818181818182,118,6553.690000000001
46000,14400,50,53,22,0,1.3076923076923077,118,1310.08
7200,24000,20,12,18,1,1.8181818181818181,34,3251.09
10000,10000,20,36,24,0,2.7,25,772.6199999999999
30000,12000,100,16,30,0,2.0,133,335.26
23200,18000,50,60,16,1,3.2857142857142856,4,29.72
46000,14400,50,24,18,1,1.0416666666666667,41,589.41
7200,24000,20,27,24,1,3.2142857142857144,98,3670.54
46000,14400,100,19,36,0,1.5,3,13.72
10000,10000,50,36,26,0,1.6,29,89.69
30000,12000,50,16,28,0,1.4,136,2037.11
23200,18000,50,42,36,0,2.6666666666666665,64,537.7
7200,24000,50,24,24,0,4.8,113,701.5
10000,10000,20,40,34,0,4.833333333333333,79,2213.61
7200,24000,80,49,14,1,1.0,63,152.04000000000005
30000,12000,50,60,24,0,2.6666666666666665,135,770.09
10000,10000,50,30,14,0,3.2,98,433.58
10000,10000,20,20,36,1,1.9230769230769231,49,1242.53
10000,10000,100,17,20,0,1.0,17,19.82
23200,18000,80,22,14,0,3.25,12,65.39
10000,10000,20,20,30,0,1.0,58,2793.76
23200,18000,100,21,18,1,1.1,13,25.47
7200,24000,50,42,22,1,1.4285714285714286,136,384.76
23200,18000,50,22,18,1,1.05,6,60.98
30000,12000,50,60,28,1,3.0,37,152.32000000000005
46000,14400,50,28,30,0,2.1666666666666665,95,1528.62
7200,24000,50,28,26,1,3.6,48,176.48
46000,14400,80,22,14,0,1.25,123,972.46
7200,24000,50,34,24,1,1.0,100,314.93
10000,10000,20,59,14,0,4.375,37,1088.29
46000,14400,20,30,36,0,1.7,128,27388.96
10000,10000,80,20,16,1,1.1666666666666667,115,150.50000000000003
30000,12000,50,26,16,0,1.5333333333333334,24,311.71
10000,10000,20,60,16,0,2.5,47,1218.12
7200,24000,20,28,24,1,1.4285714285714286,120,4424.21
10000,10000,20,58,14,1,4.375,20,372.29
7200,24000,20,40,24,1,4.5,38,1047.24
46000,14400,100,19,24,0,2.7142857142857144,1,6.33
23200,18000,20,52,36,0,3.6666666666666665,91,8055.59
23200,18000,50,22,36,1,3.125,2,21.27
7200,24000,20,15,36,1,4.615384615384615,41,2345.07
30000,12000,80,21,36,0,1.4285714285714286,67,243.39
10000,10000,20,18,30,0,1.6875,56,2949.11
46000,14400,20,30,32,1,3.4545454545454546,34,4058.96
46000,14400,80,35,28,0,4.0,10,49.69
30000,12000,80,40,24,1,1.5,102,192.37000000000003
46000,14400,50,14,20,0,2.3,97,3288.28
10000,10000,20,35,36,0,1.0769230769230769,61,1834.27
23200,18000,50,42,34,0,2.2857142857142856,22,177.16
30000,12000,20,19,30,0,3.9,61,10870.09
30000,12000,50,42,30,1,2.833333333333333,114,581.17
46000,14400,100,11,16,0,1.1111111111111112,62,429.42
46000,14400,20,32,28,1,3.727272727272727,37,4392.78
10000,10000,50,42,14,1,1.2857142857142858,17,53.98
10000,10000,20,20,22,0,4.545454545454546,106,5621.339999999998
10000,10000,20,51,36,1,2.5714285714285716,36,504.59
10000,10000,20,35,34,1,1.0,63,1113.55
30000,12000,50,32,32,1,2.5714285714285716,117,647.12
7200,24000,20,12,22,1,1.25,3,262.0
30000,12000,80,44,20,0,1.1428571428571428,105,256.26
10000,10000,50,11,20,1,1.8,70,323.67999999999995
7200,24000,50,42,30,0,1.8,17,77.84
23200,18000,100,54,14,0,1.3333333333333333,128,235.8
46000,14400,80,36,22,1,4.6,26,77.65
46000,14400,50,39,24,0,1.0625,43,592.0899999999998
7200,24000,80,28,18,0,2.0,87,167.57
10000,10000,20,13,14,0,1.0857142857142856,34,3882.31
30000,12000,100,15,20,1,1.2,90,177.95
46000,14400,20,24,16,1,2.1111111111111107,112,24632.95
7200,24000,20,56,30,0,3.75,88,2962.640000000001
10000,10000,20,23,34,1,2.9,43,1002.54
30000,12000,80,12,36,0,4.6,12,73.16
30000,12000,20,25,36,0,3.75,58,8156.98
10000,10000,20,22,36,1,2.4545454545454546,43,1016.19
10000,10000,20,13,24,0,2.1578947368421053,134,10224.2
23200,18000,20,34,36,1,2.8235294117647056,136,8673.62
23200,18000,20,36,30,1,1.9090909090909087,46,2883.41
7200,24000,20,45,16,0,1.5,48,2407.51
30000,12000,20,43,34,0,3.3846153846153846,7,598.89
7200,24000,20,13,20,1,5.0,93,7677.5999999999985
7200,24000,20,35,32,1,1.6666666666666667,46,1266.42
46000,14400,20,30,36,0,1.7,113,24184.36
23200,18000,20,42,34,0,2.411764705882353,127,12118.43
30000,12000,100,40,22,0,1.0,95,145.33
46000,14400,20,40,14,1,4.6,40,6129.660000000002
46000,14400,50,54,26,0,2.875,95,996.23
23200,18000,50,27,34,1,4.5,133,1078.52
7200,24000,100,11,20,0,2.8,76,148.94
46000,14400,100,24,18,0,1.8888888888888888,87,295.61
46000,14400,50,15,36,0,2.4285714285714284,120,3213.78
7200,24000,20,52,24,1,2.727272727272727,78,1757.2500000000002
46000,14400,20,18,30,0,1.9,27,10381.39
10000,10000,100,18,18,0,1.0,88,102.56
46000,14400,80,42,30,0,3.2,87,343.38
10000,10000,20,34,28,0,3.625,123,3827.09
30000,12000,50,60,36,1,1.8333333333333333,36,130.76999999999998
30000,12000,20,14,30,0,1.1904761904761905,36,8710.21
10000,10000,50,16,34,1,1.8333333333333333,40,128.6
46000,14400,100,21,20,1,3.0,78,188.58
46000,14400,80,51,30,0,2.4,46,171.78000000000003
46000,14400,80,45,14,0,1.6,104,481.02
23200,18000,20,31,28,0,1.4137931034482758,75,10142.76
30000,12000,50,31,32,1,2.5714285714285716,64,363.34
30000,12000,20,34,26,0,1.9130434782608696,128,13587.52
46000,14400,50,35,24,0,1.5,24,339.49
46000,14400,20,60,28,0,3.3529411764705883,102,11386.839999999998
30000,12000,50,60,28,1,3.0,98,395.71
7200,24000,50,46,36,0,1.0,132,538.67
23200,18000,50,39,36,0,2.833333333333333,122,1069.11
7200,24000,50,25,28,1,2.333333333333333,121,436.39
10000,10000,50,21,20,0,1.1111111111111112,22,104.3
10000,10000,80,24,24,1,1.0,5,7.130000000000001
46000,14400,20,38,22,1,1.4054054054054057,105,11760.39
30000,12000,80,28,30,1,2.4,41,94.49
30000,12000,20,23,20,0,2.1666666666666665,50,8837.04
7200,24000,20,31,20,1,1.8947368421052635,76,2828.82
7200,24000,80,25,18,0,1.5,31,66.48
7200,24000,20,15,34,0,1.565217391304348,82,9707.61
23200,18000,50,44,36,1,1.5,5,29.54
7200,24000,50,32,24,0,1.7142857142857142,128,618.58
7200,24000,20,40,36,0,4.5,139,6191.88
