grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,n_hours,time_tot
20,30,28,0,2.272727272727273,67,2218.53
50,23,36,0,1.6,88,354.33
20,12,30,0,4.583333333333333,99,7722.4
50,20,18,1,2.6666666666666665,40,134.11999999999998
20,50,30,0,2.5,65,1459.43
20,38,34,1,3.7142857142857135,129,2035.64
20,19,24,0,1.3,122,6338.620000000001
20,57,24,0,1.0,52,1132.0700000000004
20,26,24,0,1.0526315789473684,98,3960.4600000000014
20,35,36,0,3.8571428571428568,83,2471.27
50,32,30,0,1.0,88,310.04
20,31,16,0,1.9375,107,4624.64
20,26,22,0,1.1578947368421053,128,5217.79
20,44,18,0,1.6923076923076923,11,320.12
80,11,20,1,2.4,139,219.19
20,15,32,0,1.25,94,5701.589999999998
50,18,26,1,1.5714285714285714,20,62.42
80,22,18,0,1.2,94,146.82
50,44,30,0,1.2,31,78.46000000000002
20,26,18,0,2.923076923076924,18,826.48
50,54,20,0,1.4,121,301.9500000000001
20,40,36,0,4.5,83,2309.5400000000004
20,35,16,1,2.9166666666666665,119,2854.61
20,46,30,0,3.571428571428572,62,1530.7700000000002
20,39,32,1,2.2222222222222223,125,1952.5
80,30,20,0,1.0,85,112.0
20,21,36,0,1.7692307692307692,105,4552.5999999999985
20,20,16,0,3.333333333333333,84,5223.63
20,38,30,0,3.125,122,3346.16
100,10,14,0,2.8,111,177.25
20,32,20,1,2.583333333333333,77,1688.5400000000004
20,52,24,1,1.9,79,1132.0
20,56,16,0,1.1333333333333333,64,1716.71
20,34,16,0,2.2142857142857144,81,3127.1600000000008
50,33,32,1,1.0,89,230.98
100,10,36,0,1.0,116,159.18
80,20,18,1,1.6,98,126.93
50,27,20,0,2.6,72,276.17
20,42,32,0,2.5,58,1495.34
20,29,18,1,1.5882352941176472,62,1560.1
20,46,14,0,1.2352941176470589,83,2820.54
20,55,30,1,2.8571428571428568,10,132.20999999999998
20,23,20,0,5.0,135,6297.2
50,15,28,1,3.2,124,408.16
50,22,16,1,3.0,116,400.63
20,28,26,1,4.75,49,1094.09
20,42,36,1,3.8333333333333335,61,920.89
20,24,36,1,3.4444444444444446,61,1357.95
20,57,36,0,3.0,88,1948.89
80,10,16,0,1.7142857142857142,125,332.16
20,19,26,0,1.368421052631579,120,6333.000000000001
20,25,34,1,2.9,101,2115.45
80,16,22,0,1.4,115,196.55
50,16,30,1,1.25,24,76.72
20,40,24,0,2.5,106,2969.74
20,26,34,1,3.2222222222222223,78,1641.32
20,16,36,0,1.8,33,1867.2
20,35,18,0,3.1818181818181817,7,243.93
50,26,18,1,3.0,39,114.62
20,38,22,1,1.6923076923076923,112,2014.4
50,54,14,1,1.8,65,159.81
50,25,26,1,1.1428571428571428,80,212.88
20,35,26,1,1.3571428571428572,107,2007.56
20,27,26,1,1.0555555555555556,51,1172.0
20,50,28,0,3.571428571428572,40,937.02
20,15,34,1,2.357142857142857,64,2121.58
50,24,16,1,1.5,36,122.0
20,24,24,0,1.8,70,2929.11
50,19,28,1,2.8,61,177.35000000000005
100,12,24,1,1.2,113,107.99
20,54,34,1,2.5714285714285716,18,224.54
20,52,36,1,3.1666666666666665,24,314.32000000000005
50,30,24,0,2.2,103,329.95
50,16,18,0,2.0,130,756.7799999999999
20,40,28,0,3.125,129,3415.85
20,59,26,0,2.375,54,1141.13
20,27,34,1,3.2222222222222223,88,1795.4
20,17,28,1,1.7058823529411764,124,3873.51
50,31,32,1,1.0,48,139.25
20,27,26,0,2.25,119,4402.190000000001
20,33,16,0,3.727272727272727,38,1569.01
20,29,34,0,3.625,94,3272.79
50,10,36,0,4.0,44,316.88
20,40,34,1,1.1666666666666667,44,669.9399999999998
50,28,24,0,1.5,18,65.64999999999999
50,37,20,1,2.0,119,267.81000000000006
20,27,30,1,3.6666666666666665,60,1294.2399999999998
80,21,18,0,1.2,73,117.14
80,19,20,1,1.0,94,121.44
20,38,20,1,1.9230769230769231,134,2511.7200000000007
20,19,34,1,2.230769230769231,116,3061.16
50,48,22,1,1.0,23,49.49
50,29,22,0,1.5,30,105.04
20,56,26,0,2.375,16,347.1
20,27,22,1,1.2222222222222223,93,2254.0000000000005
20,51,16,0,1.4285714285714286,27,761.05
50,60,24,0,1.0,99,233.25
50,54,16,1,1.1666666666666667,137,329.59
20,35,18,1,3.1818181818181817,123,2662.7100000000005
50,48,20,1,1.0,95,219.35
20,28,18,0,2.6923076923076925,119,4906.88
80,17,18,1,1.1666666666666667,5,8.280000000000001
20,60,30,1,5.0,124,1561.45
20,51,20,1,2.7777777777777777,39,581.18
80,16,20,0,1.1666666666666667,83,148.82
20,34,28,0,1.2142857142857142,14,430.47
50,34,20,1,2.2,18,43.38
20,25,16,1,4.166666666666667,133,4273.21
20,52,16,0,3.4444444444444446,86,2381.46
20,16,16,1,4.133333333333334,118,5511.25
20,49,22,1,2.2,135,2148.01
50,11,24,0,4.166666666666667,110,764.74
20,38,14,1,1.5294117647058822,25,626.94
20,15,32,0,3.4166666666666665,137,8413.61
20,54,28,0,1.181818181818182,94,2013.64
20,57,18,1,1.3846153846153846,72,1165.63
20,54,26,0,2.1111111111111107,5,115.98
20,33,20,1,1.375,114,2466.96
20,15,22,0,2.8125,74,5017.99
20,56,32,0,2.4285714285714284,109,2373.9400000000005
20,54,34,0,2.5714285714285716,91,2021.5
50,44,24,0,1.0,87,233.33
20,30,14,1,1.9411764705882355,86,2680.1600000000008
20,24,14,1,1.3478260869565215,48,1755.46
20,21,34,1,1.6428571428571428,16,399.81
20,32,28,1,5.0,129,2512.87
20,45,28,0,1.0769230769230769,2,60.09
50,38,30,1,1.2,69,148.09
20,33,18,0,1.8,37,1335.4899999999998
20,16,16,0,4.133333333333334,41,3138.95
80,33,14,1,1.0,56,72.21000000000002
20,57,36,1,3.0,20,383.4
20,31,22,0,1.375,112,3916.97
20,16,16,1,1.0,108,5062.08
50,38,18,0,2.0,109,351.32
20,14,18,0,3.2352941176470584,104,8186.799999999998
20,14,16,0,1.1290322580645162,52,4618.39
20,18,26,1,1.4210526315789471,18,577.1899999999998
50,54,14,0,1.0,70,212.11
50,35,16,0,2.4,44,159.75
50,13,36,1,3.0,109,378.53
50,18,28,0,1.5714285714285714,125,588.4000000000002
50,33,26,0,1.8,119,365.54
20,60,36,1,1.3333333333333333,60,762.97
20,14,24,1,1.3478260869565215,136,5390.54
20,50,26,1,3.571428571428572,119,1648.4600000000007
80,15,24,1,1.0,76,100.64
20,29,18,1,1.5882352941176472,49,1233.8000000000004
50,21,32,1,1.1428571428571428,106,295.2700000000001
20,49,24,0,2.875,138,3235.4300000000007
20,35,28,0,1.2142857142857142,15,450.41
20,42,30,0,1.4545454545454546,50,1284.83
50,15,16,0,1.6,114,732.0200000000002
50,16,16,1,4.166666666666667,92,397.41
20,55,20,1,2.7777777777777777,118,1667.63
20,30,24,1,3.3,25,549.9300000000002
50,35,24,0,1.1666666666666667,4,14.22
20,59,32,0,1.875,54,1105.69
20,51,14,1,1.6428571428571428,14,277.94
20,60,36,1,1.3333333333333333,134,1682.79
50,12,14,0,2.7777777777777777,17,151.15
20,25,36,0,2.7,138,5135.18
50,11,14,1,3.111111111111111,132,765.62
20,15,26,0,2.375,104,6645.44
20,43,26,0,1.7272727272727273,38,990.96
50,51,24,0,1.0,45,116.19
20,53,28,0,1.8888888888888888,107,2388.18
20,36,26,1,1.4615384615384617,136,2478.4700000000007
50,13,24,0,2.2857142857142856,139,843.41
20,41,18,1,2.25,109,2072.870000000001
20,31,18,0,1.6875,118,4428.17
20,60,20,1,2.0,47,634.67
20,29,36,0,1.3076923076923077,39,1378.4399999999996
80,15,14,1,1.0,117,197.05
20,47,18,0,2.7,7,193.74
50,10,28,1,1.4,38,156.71999999999997
20,36,32,0,2.0,136,3954.69
50,11,36,1,1.2222222222222223,75,276.52
50,15,18,0,3.6666666666666665,113,690.5899999999998
50,35,28,1,1.4,116,248.72
20,28,32,0,1.1333333333333333,139,5106.370000000001
50,38,26,0,1.4,134,396.94
50,22,24,0,1.125,33,140.05
80,11,24,1,2.0,93,132.1
20,30,20,0,1.0,42,1591.15
50,34,20,0,2.0,23,72.7
50,21,16,0,1.75,136,670.5200000000002
50,34,16,0,2.4,79,288.46
20,45,24,0,1.8181818181818181,84,2114.71
50,36,14,1,1.125,17,51.07
20,60,22,1,1.4545454545454546,81,1064.37
50,37,28,1,1.4,70,147.33
20,49,14,1,3.5,42,862.58
20,33,14,1,4.090909090909091,5,142.55
20,20,24,0,3.4166666666666665,94,4759.51
20,54,30,0,2.25,28,612.12
50,37,36,1,1.0,100,223.04
20,24,20,1,3.4166666666666665,94,2643.39
20,59,22,0,2.75,7,155.51
20,40,36,1,4.5,89,1410.0700000000004
20,48,26,0,2.2222222222222223,23,569.4
20,60,30,1,3.333333333333333,133,1603.26
20,40,16,0,2.583333333333333,128,4394.68
20,60,30,1,1.0909090909090908,60,748.8
50,18,14,0,1.2727272727272727,136,821.32
20,39,20,1,2.083333333333333,57,1042.65
50,48,14,1,1.5,107,276.61999999999995
80,15,24,1,1.0,81,106.4
50,58,18,0,1.2,131,330.4
20,10,32,1,3.333333333333333,119,5587.579999999999
20,48,14,0,3.5,64,2121.23
50,42,18,1,1.0,138,329.46
20,30,28,1,4.125,130,2714.7499999999995
50,29,20,1,1.6666666666666667,130,325.85
20,15,32,1,5.0,16,559.22
20,19,30,1,1.625,81,2350.07
50,19,36,1,2.0,55,151.14
50,38,20,1,2.0,32,73.42
80,16,14,1,1.1428571428571428,88,138.19
80,24,14,1,1.6,66,83.56
50,15,28,0,2.333333333333333,22,118.35
50,28,34,0,1.4,78,269.81
20,30,14,1,1.0869565217391304,103,3134.02
20,35,14,0,5.0,91,3971.94
20,12,24,1,1.148148148148148,121,5751.3499999999985
20,18,34,0,2.230769230769231,88,4404.35
20,12,24,0,2.05,128,10345.42
50,42,18,0,1.8,107,324.46
20,28,30,1,4.375,102,2218.48
20,13,30,0,1.7368421052631582,86,6392.2
50,36,28,0,1.4,6,19.63
20,10,30,0,1.32,81,8012.0700000000015
20,24,20,1,2.2,83,2397.21
50,16,18,1,2.0,37,146.29999999999995
20,15,34,1,1.8125,120,3828.62
20,34,28,0,1.2142857142857142,80,2438.85
50,27,16,1,1.7142857142857142,66,212.05
50,38,14,1,2.8,49,130.88
20,20,20,1,1.0,4,133.01999999999998
50,12,14,1,2.7777777777777777,48,261.40000000000003
20,11,36,1,5.0,115,4974.200000000002
50,11,26,0,2.5714285714285716,53,356.48
20,60,16,1,2.5,44,705.5500000000002
20,56,14,0,4.375,9,264.48
20,20,18,0,2.5625,120,6768.620000000001
20,24,28,1,1.1764705882352942,12,288.5300000000001
20,51,26,1,1.1666666666666667,89,1282.84
20,13,36,1,3.4166666666666665,4,153.74
50,10,20,1,2.0,43,207.92
50,19,34,1,2.2,50,136.05
20,48,18,0,3.4444444444444446,77,2100.1
50,11,28,1,1.5555555555555556,76,298.64
20,42,18,1,3.888888888888889,62,1188.42
20,48,16,0,1.3333333333333333,82,2409.36
20,28,24,0,1.1764705882352942,88,3243.8
20,30,24,1,1.9230769230769231,48,1009.05
50,22,30,1,1.6666666666666667,61,158.92
20,60,36,1,2.6666666666666665,81,1698.66
20,33,28,1,1.1333333333333333,115,2134.100000000001
50,17,26,1,3.0,132,407.00999999999993
100,25,16,1,1.0,42,41.18
20,46,28,1,2.625,57,807.36
50,40,28,0,1.4,116,316.0
20,37,30,1,1.2307692307692308,73,1278.9800000000002
20,57,26,1,4.333333333333333,81,1099.77
50,18,24,0,3.2,108,538.36
20,17,30,1,1.8125,105,3167.72
50,36,26,1,1.6,114,251.32
50,19,24,1,3.2,27,85.77000000000002
50,12,32,1,2.6666666666666665,86,325.65
50,60,16,0,1.6,108,280.45
20,12,30,1,3.8461538461538463,109,4470.980000000001
20,37,24,1,1.5384615384615383,82,1530.94
20,56,30,0,1.4,47,1014.27
80,10,22,0,1.8333333333333333,106,239.47
20,35,36,0,3.8571428571428568,87,2590.07
20,30,24,1,3.3,75,1639.43
20,57,16,0,3.875,73,1876.49
20,35,32,0,3.125,95,2764.350000000001
100,10,34,1,1.0,22,21.83
20,54,32,1,3.333333333333333,82,1005.99
50,32,24,1,1.3333333333333333,45,111.41
50,14,18,1,1.2727272727272727,87,355.38000000000005
20,11,36,1,5.0,136,5881.6100000000015
20,60,18,0,1.5,121,2785.73
20,32,16,1,2.066666666666667,24,643.49
80,11,20,0,1.8333333333333333,125,277.64
80,20,30,1,1.0,64,109.39
50,16,30,1,1.25,128,401.2
20,20,22,0,4.545454545454546,114,6045.0999999999985
20,54,32,1,3.333333333333333,23,286.19
20,56,36,0,1.625,112,2829.79
50,30,14,1,1.8571428571428568,67,203.66
80,15,24,1,1.0,19,25.8
20,46,14,1,1.2352941176470589,7,154.82999999999996
20,16,24,1,2.7333333333333334,95,3372.2200000000007
50,22,30,1,1.5,10,29.62
20,29,30,0,1.0625,57,1976.92
20,33,26,0,1.8333333333333333,35,1107.5
20,27,26,1,4.2222222222222205,21,513.8000000000002
50,44,16,0,1.5,74,237.55
20,52,30,0,2.375,124,2790.41
20,12,24,1,4.769230769230768,110,5032.0700000000015
50,50,18,1,1.0,135,301.4000000000001
80,17,22,0,1.4,5,9.58
100,11,18,1,1.8,86,97.19
20,19,30,0,1.625,53,2598.59
20,52,18,1,1.4615384615384617,79,1273.76
20,18,32,0,1.0,89,4694.200000000002
20,58,16,0,1.1333333333333333,13,342.3
80,15,30,1,1.2,33,39.76
50,16,34,0,1.8333333333333333,33,172.57000000000005
50,38,34,1,1.0,6,14.9
80,28,18,1,1.0,25,29.330000000000005
50,33,20,0,1.6666666666666667,44,143.98000000000005
50,15,14,1,1.0769230769230769,65,308.7100000000001
20,55,36,1,5.0,123,1600.32
20,16,34,0,1.933333333333333,57,3202.42
50,36,16,1,1.0,104,296.89
50,36,26,1,1.4,138,302.88000000000005
20,50,26,1,2.2222222222222223,17,238.41
20,28,30,1,1.4285714285714286,92,1886.19
20,36,30,1,3.375,122,2108.09
20,15,20,0,2.05,17,1182.48
50,21,28,1,1.2857142857142858,38,124.96
50,11,22,1,2.0,51,216.95
50,38,22,1,1.8,57,127.04000000000002
20,55,34,0,1.5555555555555556,101,2068.31
20,22,32,0,2.8181818181818183,119,5460.2
20,45,18,0,1.125,83,2394.04
50,30,14,0,3.2,30,133.7
20,52,20,1,2.7777777777777777,134,1927.21
20,23,24,1,1.05,98,2592.55
50,14,20,0,2.8571428571428568,5,31.26
20,21,24,0,1.15,121,5706.9
20,16,18,0,1.148148148148148,26,2730.07
20,23,22,0,4.5,132,6148.340000000001
50,25,20,1,1.25,34,94.55
80,20,16,0,1.1666666666666667,93,158.69
20,55,34,1,4.4,10,124.45
20,34,20,0,1.7857142857142858,131,4370.72
20,45,36,0,2.25,18,478.17
20,60,14,1,4.375,139,2472.62
80,12,30,1,1.0,119,160.94
20,55,14,1,3.888888888888889,28,521.38
50,33,14,0,1.0,126,509.55000000000007
100,18,20,1,1.0,24,20.71
50,18,22,1,3.6,94,299.62
20,11,24,0,1.8636363636363635,8,728.4999999999999
20,48,16,1,3.1,50,974.01
50,19,36,0,2.0,5,24.24
50,38,20,1,2.0,107,240.67
50,14,20,0,1.4,60,352.28
50,29,20,1,1.6666666666666667,38,96.77
20,48,18,1,2.7,44,740.6
50,54,26,1,1.0,120,220.5
20,24,28,1,1.5333333333333334,13,310.74
20,51,24,0,1.0769230769230769,94,2177.78
100,14,16,0,1.1666666666666667,135,170.47
20,46,34,1,3.0,101,1347.91
50,56,18,0,1.4,72,192.29
100,10,36,0,1.0,13,18.07
20,58,20,0,3.125,114,2524.74
20,34,22,0,1.5714285714285714,22,718.1
20,48,14,1,1.1764705882352942,114,2355.83
50,26,28,0,1.0,113,429.72
50,17,22,1,1.2222222222222223,12,41.85
50,10,18,1,1.2307692307692308,109,584.3599999999999
20,10,14,0,2.84,35,5066.230000000001
50,32,20,1,1.6666666666666667,98,243.53000000000003
20,57,28,1,2.125,89,1101.64
20,40,18,1,2.8181818181818183,90,1750.38
20,40,14,1,2.2142857142857144,20,494.34
50,15,28,1,1.8571428571428568,105,341.56000000000006
20,35,34,0,1.0,95,2946.19
20,44,20,1,2.272727272727273,54,913.62
20,34,30,0,3.625,98,3095.7900000000004
20,33,16,0,4.5,63,2595.15
20,53,26,0,2.1111111111111107,136,3142.39
50,57,24,0,1.0,30,74.56
80,15,14,0,1.0,71,156.52999999999997
20,33,28,1,5.0,93,1812.77
100,10,14,0,2.8,50,80.26
50,33,20,1,1.6666666666666667,104,238.53
20,46,24,0,4.428571428571429,28,738.11
100,15,16,0,1.0,103,129.63
50,21,24,0,1.125,78,347.8300000000001
50,19,16,1,5.0,133,507.75
50,38,14,0,2.8,57,211.19000000000003
20,32,20,0,2.583333333333333,41,1449.3200000000004
50,45,26,1,1.2,108,211.62
20,60,36,1,3.0,44,544.38
50,14,18,0,1.7777777777777777,91,585.2099999999998
50,14,24,1,2.2857142857142856,93,340.45
20,43,20,1,2.272727272727273,83,1406.2399999999998
50,42,30,0,1.0,78,217.03
20,24,18,0,1.35,42,2000.94
20,22,30,0,1.6666666666666667,96,4101.49
20,55,28,1,4.166666666666667,47,623.2600000000001
20,27,32,1,1.5384615384615383,49,1007.29
20,28,26,1,3.888888888888889,13,294.52
20,50,14,0,1.1764705882352942,21,684.02
50,21,30,1,2.2,87,235.63
20,21,36,0,3.888888888888889,35,1599.59
20,21,32,0,1.1764705882352942,35,1562.85
50,21,20,1,1.1111111111111112,96,308.54
50,45,28,0,1.0,44,118.96
20,48,36,1,1.6666666666666667,18,245.69
50,12,20,1,1.6,74,315.7100000000001
50,13,18,0,3.1428571428571432,22,149.82
100,11,20,1,1.8,28,28.65
20,12,30,0,1.65,100,7599.97
20,48,36,0,2.5714285714285716,28,660.29
50,24,30,1,2.2,9,23.89
20,41,22,0,1.8333333333333333,106,3026.77
50,27,26,1,2.2,38,95.44
20,18,28,0,1.15,20,1094.66
20,44,18,0,2.4545454545454546,73,2110.5000000000005
20,42,20,1,2.272727272727273,134,2268.04
20,48,30,1,4.5,71,1042.14
20,30,36,0,1.2307692307692308,52,1737.88
50,37,34,0,1.0,84,244.71
20,33,30,0,1.0666666666666669,99,3113.54
20,60,28,0,2.8571428571428568,40,836.8
80,15,14,0,1.0,92,202.52
20,45,14,0,3.1818181818181817,86,2902.4100000000008
50,12,30,1,1.625,128,481.4
20,40,16,1,2.583333333333333,112,2402.100000000001
50,35,24,0,1.6,91,286.04
80,10,34,1,1.1666666666666667,46,66.36999999999999
20,31,32,0,1.0666666666666669,129,4144.12
50,15,28,0,1.1111111111111112,88,473.19000000000005
20,60,24,1,4.166666666666667,48,582.82
50,19,28,1,2.8,26,76.9
50,48,14,0,1.5,4,14.650000000000002
50,12,14,1,4.714285714285714,42,230.25000000000003
50,13,36,0,1.5714285714285714,46,273.21000000000004
20,54,16,0,1.2,17,471.02
20,16,26,1,2.533333333333333,70,2387.26
20,27,22,1,1.2222222222222223,126,3051.61
20,28,36,0,1.8181818181818181,107,3771.58
50,19,36,0,2.2,80,364.4
20,18,26,0,3.4166666666666665,52,2884.88
20,30,30,1,2.7,133,3236.79
50,19,26,1,3.0,22,68.11
20,52,28,1,1.8888888888888888,70,965.2
20,20,22,0,4.545454545454546,40,2125.32
100,12,14,1,1.1428571428571428,117,132.06
20,53,32,1,1.6666666666666667,59,767.82
20,23,24,0,1.05,116,5215.35
20,28,30,1,1.0625,51,1088.59
100,10,20,1,2.0,131,134.35000000000002
50,60,14,1,1.6,105,235.07
20,34,14,1,2.5,124,3346.57
20,17,28,0,2.5,68,3825.6
20,36,20,0,3.3,125,4081.58
20,26,28,1,1.1176470588235294,120,2790.71
50,32,14,1,1.7142857142857142,111,334.66
20,30,20,0,1.0,41,1553.38
50,10,24,0,1.6,88,661.08
20,20,20,1,1.55,90,2887.1
20,31,30,1,4.125,50,1051.74
20,15,24,1,4.583333333333333,124,4730.54
20,57,18,1,3.375,10,148.98
80,12,14,1,3.4,35,66.34
20,15,26,1,1.7368421052631582,139,5204.19
20,25,24,1,1.0,88,2239.06
20,41,24,1,1.6666666666666667,46,766.4399999999998
20,12,22,1,2.25,50,2481.51
80,10,24,0,2.4,131,293.19
50,56,18,1,1.4,46,101.3
50,18,34,0,2.2,107,480.78
20,15,24,1,3.8461538461538463,85,3166.75
50,17,18,1,1.0,59,225.41
20,30,18,0,1.3888888888888888,40,1645.06
20,40,36,1,1.0833333333333333,70,1072.99
50,16,18,1,1.0909090909090908,25,100.0
20,39,28,0,1.4166666666666667,107,2896.7200000000007
80,15,20,1,1.3333333333333333,31,44.46
50,55,18,0,1.0,95,246.13
100,11,20,1,1.8,103,102.15
50,30,36,0,1.4,119,415.0100000000001
50,21,30,1,2.2,62,168.63000000000005
20,30,22,0,1.6666666666666667,64,2279.49
20,13,22,1,1.7272727272727273,94,4186.57
20,45,16,1,3.3,24,478.78
20,58,14,1,4.375,104,1909.49
20,60,26,1,2.375,22,331.38
50,51,26,1,1.0,9,19.74
20,54,22,0,1.6363636363636365,2,53.69
20,57,16,0,1.5384615384615383,47,1221.73
100,11,14,0,1.2857142857142858,95,152.51000000000005
80,12,28,1,1.4,83,114.27
50,30,16,1,1.25,3,10.57
20,49,24,0,2.875,61,1432.86
20,40,24,0,2.5,14,397.42
80,36,14,1,1.0,76,88.21999999999998
80,24,14,1,1.4,29,36.97
80,20,30,1,1.0,110,187.13
20,24,20,0,1.25,12,546.24
20,36,16,0,2.3846153846153846,70,2544.38
50,24,24,0,1.8333333333333333,71,280.98
80,33,16,0,1.0,99,134.24
50,11,34,1,1.2222222222222223,72,271.01
80,12,18,0,1.6666666666666667,59,125.7
50,48,20,0,1.6,41,110.75
20,35,24,0,1.0625,40,1230.95
20,60,16,1,4.714285714285714,73,1158.54
20,30,24,0,1.25,72,2602.06
20,42,22,0,1.1333333333333333,18,498.34
20,18,16,0,4.769230769230768,71,5014.01
80,10,36,1,1.0,106,151.23999999999995
20,17,36,1,2.230769230769231,28,801.6999999999998
50,33,24,1,1.3333333333333333,135,303.9500000000001
100,10,32,1,1.2,82,75.38000000000002
50,18,20,1,4.4,27,87.50999999999998
50,57,24,0,1.0,98,238.44
20,30,26,0,3.6666666666666665,111,3875.87
20,33,20,0,1.375,113,4068.79
50,18,18,0,2.2857142857142856,50,266.39
20,27,34,0,3.0,134,4678.01
80,11,28,1,1.6,48,70.0
20,42,24,1,1.8181818181818181,84,1376.54
20,38,32,0,1.1538461538461535,132,3614.9600000000014
50,23,26,1,1.1428571428571428,58,162.76999999999995
20,57,26,0,2.375,19,406.85
20,44,20,1,3.4444444444444446,22,374.31
50,45,28,0,1.0,127,339.74
20,10,22,0,1.8,36,3602.91
50,25,26,1,1.1428571428571428,110,292.08
20,45,32,0,1.3636363636363635,44,1071.14
50,16,16,0,4.166666666666667,122,801.38
20,35,32,1,1.0714285714285714,53,929.42
20,34,32,1,4.142857142857143,110,1977.5
50,20,24,1,1.25,122,369.31
20,53,30,0,1.7777777777777777,81,1799.9299999999996
20,60,34,0,2.2857142857142856,47,941.86
80,33,16,0,1.0,37,51.16
20,56,26,0,1.8888888888888888,68,1507.97
20,32,30,1,1.6666666666666667,62,1161.8
50,37,20,1,2.0,106,238.95
20,26,30,1,1.1875,60,1327.77
50,32,14,0,1.7142857142857142,50,207.09
20,59,14,1,4.375,114,2015.32
20,40,14,0,2.9166666666666665,62,2377.5200000000004
20,38,32,1,1.1538461538461535,42,719.8900000000001
20,26,14,0,2.235294117647059,44,2523.0
20,23,28,0,3.5,99,4126.940000000001
50,12,32,0,1.5,55,353.75
50,42,30,0,1.0,83,230.78
20,25,36,0,4.125,6,242.21
50,12,32,0,2.6666666666666665,59,376.07
20,46,36,0,1.3,104,2448.82
20,11,32,0,3.0,77,6181.54
50,58,16,0,1.0,131,366.97
20,38,36,0,4.5,18,514.7900000000002
50,28,28,1,1.0,46,121.85
80,15,20,0,1.3333333333333333,66,126.68
20,12,34,0,1.45,62,4609.39
50,39,20,1,1.1666666666666667,32,75.8
50,31,20,0,1.6666666666666667,84,291.32
20,12,18,1,3.4444444444444446,90,4884.490000000002
20,59,32,0,1.875,42,861.73
20,57,24,0,1.0,11,237.35
20,42,34,1,3.2857142857142856,127,1848.49
20,32,34,1,1.0714285714285714,35,633.13
20,33,14,0,2.333333333333333,106,4654.99
20,38,34,0,1.0769230769230769,69,1873.45
50,30,14,0,2.333333333333333,50,214.37
20,41,18,1,2.25,43,822.83
20,13,34,0,2.7142857142857144,132,8949.72
50,22,16,1,3.0,55,190.79
20,21,36,1,2.4545454545454546,131,3103.99
20,47,30,1,1.6,118,1644.16
20,16,14,1,1.1290322580645162,48,2520.7
80,12,22,1,2.0,113,156.93
20,27,28,1,1.0588235294117647,120,2737.4
50,26,20,1,3.0,139,368.42
20,12,34,1,2.9285714285714284,138,5630.509999999998
50,12,22,0,4.166666666666667,51,340.14
50,38,20,0,2.0,135,409.45
50,32,30,1,1.0,3,9.64
20,36,28,1,1.8181818181818181,3,56.29
50,18,28,0,1.125,96,467.96
20,54,14,0,1.0588235294117647,118,3577.390000000001
20,39,24,0,1.6666666666666667,79,2236.74
50,16,36,1,1.8333333333333333,119,369.81
50,31,36,0,1.2,111,391.29
50,34,18,1,2.2,25,61.78
20,56,36,0,1.625,74,1875.23
50,38,16,0,2.4,11,42.14999999999999
50,33,26,1,1.8,109,237.03000000000003
80,12,16,1,3.0,108,175.81
20,40,28,1,1.0714285714285714,126,2092.21
80,10,20,1,2.0,62,101.78
50,17,32,1,2.4,133,388.49
80,23,22,0,1.0,55,82.97999999999998
20,60,26,0,1.7777777777777777,57,1189.14
20,57,16,0,1.5384615384615383,58,1505.9699999999998
50,40,24,0,1.6,39,111.19
20,55,14,1,3.888888888888889,90,1668.38
50,37,34,0,1.0,31,96.49
80,12,34,1,1.4,38,51.97000000000001
20,17,22,1,3.2142857142857144,2,75.81
20,36,36,1,2.2222222222222223,12,201.32
20,20,32,0,1.6666666666666667,122,5740.06
80,17,14,1,1.1428571428571428,17,27.09
50,20,20,1,1.5,108,349.94
20,14,28,0,2.0588235294117645,125,8713.720000000001
50,13,34,1,3.0,83,281.68
20,48,26,1,1.25,33,489.41
20,32,30,1,2.5,102,1952.77
20,40,20,1,1.3333333333333333,63,1154.4599999999996
20,33,16,1,2.066666666666667,1,28.88
20,13,24,0,1.9,52,3865.8
50,22,16,0,1.3333333333333333,51,257.31
50,16,20,1,1.2,138,504.99
50,12,34,1,1.375,72,259.88
20,56,36,0,4.6,104,2404.19
20,18,30,0,2.5384615384615383,66,3405.86
20,59,28,1,2.125,75,921.36
50,54,20,0,1.2,72,184.59
20,30,30,1,2.7,85,2071.35
20,46,14,1,3.5,65,1362.18
80,10,18,1,1.25,102,179.24
20,45,18,1,3.6666666666666665,103,1858.41
20,54,28,1,1.181818181818182,3,43.82
80,23,22,0,1.0,41,62.09
50,26,18,1,3.2,38,110.46
20,16,30,1,1.25,129,4094.96
20,26,28,1,4.75,128,2882.06
50,19,36,0,2.2,92,418.76
20,38,32,0,3.7142857142857135,101,2828.29
80,24,14,0,1.4,67,112.01
50,45,14,1,1.5,94,242.7
80,21,22,1,1.0,64,74.08999999999997
50,39,32,0,1.2,74,213.69
20,11,32,0,3.0,76,6101.37
50,56,14,0,1.0,57,167.13
20,51,16,0,1.4285714285714286,32,901.2
20,28,30,1,4.375,120,2609.08
20,23,18,1,1.2857142857142858,132,4038.4
20,49,18,0,5.0,89,2328.89
50,25,16,0,1.5,70,311.4899999999999
20,38,28,0,1.3076923076923077,113,3149.27
20,10,22,0,2.272727272727273,84,8278.66
20,28,30,0,1.0625,52,1808.29
20,58,32,1,2.4285714285714284,19,235.91
20,37,34,1,1.0769230769230769,119,1918.42
