grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,n_hours,time_tot
20,21,18,0,5.0,62,3444.04
20,60,30,0,3.333333333333333,15,310.75
20,21,36,0,1.7692307692307692,46,1997.31
50,40,14,0,2.4,10,36.91
20,14,14,0,4.176470588235294,75,7713.620000000001
20,21,16,0,1.3478260869565215,122,7479.54
100,13,18,0,1.4,27,35.77
20,34,30,0,4.714285714285714,75,2385.93
20,40,34,1,3.571428571428572,114,1704.78
20,16,30,0,2.2,12,715.29
50,25,32,1,1.3333333333333333,106,280.5
20,28,32,1,1.1333333333333333,42,875.64
50,24,30,1,2.2,74,185.09
50,32,18,0,2.4,98,353.55999999999995
20,35,30,1,4.714285714285714,110,2035.98
50,38,34,1,1.0,112,216.3
20,27,20,1,1.3888888888888888,35,885.35
50,19,34,1,2.0,15,41.11
20,51,24,0,4.833333333333333,85,2000.88
20,44,32,0,1.3636363636363635,118,2939.79
20,48,22,1,4.428571428571429,95,1484.77
50,13,22,1,1.6666666666666667,25,99.69
50,14,32,0,2.333333333333333,114,640.2299999999998
80,23,16,0,1.4,73,119.12
20,34,18,1,4.5555555555555545,136,3078.49
80,24,14,0,1.6,107,174.75
50,45,16,1,2.0,124,296.79
20,30,36,0,1.5,65,2181.1
20,15,16,0,3.875,107,8780.74
20,18,26,1,3.4166666666666665,89,2780.17
20,56,22,1,1.5454545454545454,137,1869.8
20,13,14,1,3.736842105263158,84,5329.11
20,39,16,0,3.8,63,2303.45
80,16,22,0,1.4,14,25.86
80,10,20,0,2.0,70,165.0
20,13,22,0,1.7272727272727273,5,392.22
20,48,20,0,4.714285714285714,117,3000.82
50,16,18,0,5.0,12,75.21
50,33,22,1,1.5,136,306.0800000000001
80,10,18,1,2.0,132,225.89
20,26,26,0,1.0,98,3869.76
80,24,20,1,1.2,51,61.13
50,52,30,1,1.0,96,168.36999999999995
20,22,36,1,1.3333333333333333,33,772.47
20,31,36,1,3.375,99,1859.02
20,24,20,0,5.0,80,3724.68
20,55,16,0,2.272727272727273,57,1628.97
20,18,22,1,5.0,26,899.18
20,42,30,0,2.875,44,1145.61
20,45,14,1,3.1818181818181817,5,111.35
80,25,22,0,1.0,58,83.61999999999998
20,59,34,0,1.75,78,1562.21
20,40,34,1,1.1666666666666667,118,1787.34
80,12,18,0,1.6666666666666667,22,47.63
20,42,28,0,2.875,32,822.4900000000001
20,50,26,1,3.571428571428572,82,1137.4900000000002
20,28,36,1,4.428571428571429,113,2425.7900000000004
20,21,22,1,2.333333333333333,86,2513.67
80,19,16,0,1.1666666666666667,122,220.7
50,51,26,0,1.0,1,4.78
20,43,14,0,3.1818181818181817,72,2589.94
80,12,30,1,1.0,41,56.42
50,36,22,0,1.8,29,90.18999999999998
50,22,14,1,2.5714285714285716,44,158.09
20,55,36,0,1.0,43,1158.9
50,16,30,0,2.1666666666666665,133,675.71
20,21,34,1,2.636363636363636,96,2328.390000000001
20,45,30,0,1.8,93,2240.2200000000007
50,30,18,1,2.6,42,114.84
100,20,18,0,1.0,37,39.53
20,49,24,0,2.0,79,1878.35
20,21,18,1,1.173913043478261,135,4525.75
50,30,32,0,1.6,119,452.5100000000001
50,16,32,1,2.0,125,397.76
20,42,22,0,2.0,124,3357.53
20,36,20,1,2.8181818181818183,51,1044.54
20,45,32,1,1.0833333333333333,30,430.29
20,50,36,0,2.0,67,1558.12
50,10,22,1,2.2222222222222223,51,238.85
20,38,36,0,1.0,132,3705.7300000000014
100,14,18,0,1.4,67,83.32
50,40,20,0,2.0,29,88.31
20,56,24,1,1.7,36,475.87
50,33,32,1,1.0,46,119.43
50,30,26,0,1.1666666666666667,87,309.08
50,22,14,1,2.5714285714285716,113,403.73
20,43,22,1,2.0,10,177.74
20,20,16,1,1.24,28,1081.0400000000004
50,12,26,0,5.0,94,627.4399999999998
20,51,24,1,3.8571428571428568,124,1902.18
20,39,22,0,1.2666666666666666,44,1294.4499999999996
20,25,18,1,1.35,81,2290.140000000001
50,51,18,0,1.4,4,12.23
50,51,14,0,1.8,41,127.95
50,24,20,1,1.25,97,291.5300000000001
20,55,22,1,2.4444444444444446,50,683.3799999999999
20,15,30,1,2.0625,63,2214.05
50,14,24,1,1.75,50,180.34
50,16,26,1,2.5,89,296.04
20,36,26,1,1.4615384615384617,122,2223.8100000000004
50,13,24,0,2.2857142857142856,92,559.06
100,10,30,1,1.2,49,49.06
20,60,14,1,2.272727272727273,72,1215.27
80,24,14,0,1.4,101,168.11
20,49,36,1,1.0,98,1353.86
20,53,18,0,3.0,117,2935.0
20,52,18,0,1.4615384615384617,57,1443.63
20,32,18,0,4.1,69,2647.19
50,18,22,1,3.6,91,290.11
50,39,36,1,1.0,126,690.6
80,20,20,0,1.4,60,96.04
50,27,32,0,1.1666666666666667,11,56.5
20,33,20,1,1.6666666666666667,51,1091.46
50,12,14,0,3.5,21,187.66
50,25,28,1,2.0,102,255.63
20,46,30,0,3.571428571428572,7,177.77000000000004
100,16,14,1,1.1666666666666667,35,36.45
100,14,16,1,1.1666666666666667,120,120.91
20,58,36,0,4.0,41,909.8
20,52,36,0,1.4444444444444444,33,729.13
80,14,24,1,1.6,128,166.15
20,34,24,1,3.4444444444444446,21,397.42
20,21,34,1,1.6428571428571428,103,2546.100000000001
20,59,36,1,1.625,84,1017.63
50,40,24,0,1.6,63,178.63
20,56,20,1,1.0714285714285714,40,616.79
50,26,34,1,1.4,67,156.8
50,19,14,0,1.4,129,790.11
20,13,28,1,2.235294117647059,26,1026.38
20,33,28,1,2.0,133,2639.15
100,15,24,1,1.0,38,36.4
50,39,18,0,1.0,104,337.32
50,44,30,0,1.2,136,334.66
50,24,22,1,1.125,81,234.72
50,42,16,0,1.1428571428571428,91,299.93
20,28,26,0,1.1176470588235294,41,1534.01
20,35,24,0,4.375,1,36.44
20,15,18,1,2.7777777777777777,122,5449.700000000002
50,12,20,0,1.6,51,344.2
50,30,14,1,1.8571428571428568,117,354.66
20,24,36,1,2.7,54,1177.74
20,33,14,0,2.333333333333333,74,3251.15
20,25,20,1,1.25,88,2356.38
20,36,26,0,1.6666666666666667,17,519.27
20,20,36,0,3.3,136,7027.25
50,19,16,0,1.2,83,557.1800000000002
50,10,18,1,2.2,117,582.81
20,31,32,1,1.0666666666666669,72,1391.4199999999996
50,50,20,0,1.6,33,85.31
20,53,24,0,2.2222222222222223,127,2930.69
20,26,22,1,1.1578947368421053,34,878.9900000000001
20,42,30,0,1.4545454545454546,138,3534.11
20,27,14,1,5.0,5,177.19
20,52,24,1,1.25,6,88.36000000000001
80,25,24,0,1.0,125,167.94
50,20,30,0,1.6666666666666667,70,299.27
20,34,14,1,1.7058823529411764,11,303.67
20,52,20,1,2.7777777777777777,48,693.97
50,17,24,0,1.375,43,218.0
80,25,14,1,1.6,83,103.2
20,51,36,0,1.4444444444444444,117,2585.88
20,41,32,1,1.25,104,1597.09
50,12,34,0,1.375,31,194.19
50,38,34,0,1.0,3,11.17
80,18,20,0,1.6,44,73.83999999999997
20,57,34,0,1.4444444444444444,128,2647.600000000001
20,55,18,1,1.0666666666666669,72,1121.4
20,29,30,1,1.0625,104,2143.38
20,55,28,0,4.166666666666667,13,299.8900000000001
50,15,28,1,1.1111111111111112,105,350.04
20,49,14,1,3.5,61,1250.75
20,13,24,0,2.1578947368421053,118,9004.2
50,19,16,0,1.2,9,62.12000000000001
20,30,36,1,1.5,82,1605.46
20,50,18,1,2.272727272727273,123,1957.42
50,55,16,1,1.8,101,208.93
20,13,26,1,2.0,89,3648.28
50,33,20,0,1.6666666666666667,60,194.86
20,10,28,1,1.4,84,4176.66
80,11,24,0,2.0,88,189.8
20,60,36,0,4.0,49,1035.35
20,35,26,1,1.3571428571428572,49,921.8
50,33,24,1,1.8,104,234.48
20,52,16,1,3.4444444444444446,45,786.3600000000001
50,50,28,0,1.0,26,66.19000000000001
50,33,26,1,1.1666666666666667,59,132.47
20,30,24,1,2.25,14,296.87
50,17,22,0,1.2222222222222223,31,171.89
20,51,20,0,1.1428571428571428,64,1638.73
20,33,26,1,1.8333333333333333,108,2047.75
20,19,18,0,1.0384615384615383,124,7696.019999999998
20,40,20,0,3.1,17,519.16
50,18,32,0,1.8333333333333333,41,190.46
50,10,32,1,3.333333333333333,91,382.73
50,16,14,1,4.666666666666667,29,132.77
100,17,20,1,1.0,123,105.1
20,44,32,0,1.3636363636363635,115,2865.1800000000007
20,51,30,1,1.7777777777777777,137,2214.79
20,13,30,1,2.375,7,271.45
80,14,18,1,2.0,18,26.75
50,55,18,0,1.0,67,174.38
20,24,24,1,1.0,57,1457.22
20,34,22,1,1.5714285714285714,96,1925.52
50,28,28,1,1.0,4,12.65
20,56,20,1,1.4166666666666667,105,1541.63
20,54,36,0,3.0,90,1973.3
20,40,34,0,4.833333333333333,29,817.61
20,45,14,0,1.9285714285714288,63,2173.28
50,18,20,0,1.625,108,545.7099999999998
20,34,24,0,3.4444444444444446,2,69.0
20,40,26,0,2.7777777777777777,132,3749.63
80,17,18,0,1.1666666666666667,59,107.15
50,48,20,0,1.0,32,94.58
20,29,28,1,1.0,99,2098.76
20,11,28,1,2.647058823529412,76,3448.05
20,54,36,0,3.333333333333333,62,1456.14
20,29,26,1,4.75,97,2097.850000000001
20,46,36,1,1.3,118,2024.77
20,58,28,1,2.125,49,624.49
20,39,14,0,1.2105263157894737,38,1506.39
20,26,34,0,1.3571428571428572,133,4860.509999999998
20,42,36,1,1.181818181818182,115,1713.16
20,28,36,1,1.8181818181818181,110,2143.48
20,26,36,1,1.6666666666666667,16,333.02
20,17,14,0,1.206896551724138,29,2407.5
20,38,24,1,1.5384615384615383,34,615.5699999999998
50,32,34,1,1.2,83,181.63
50,25,24,0,1.0,76,298.96
20,44,20,0,2.272727272727273,26,721.9
80,21,18,1,1.2,2,4.3599999999999985
20,50,28,0,3.571428571428572,129,3008.94
20,33,32,1,4.428571428571429,42,794.4300000000002
50,20,18,0,4.4,35,182.85
20,19,28,1,1.5294117647058822,32,920.51
20,22,30,0,1.6666666666666667,89,3802.8
80,33,16,1,1.0,58,64.36
100,19,20,1,1.0,134,108.47
80,10,32,0,1.1666666666666667,4,10.38
20,21,18,1,1.173913043478261,55,1845.75
50,25,14,1,1.75,88,286.96
20,52,36,0,3.333333333333333,98,2258.61
20,60,16,1,1.0666666666666669,91,1508.78
20,24,14,1,1.75,35,1279.0599999999995
20,27,32,0,2.7,11,412.71
50,21,18,0,1.2222222222222223,112,525.62
20,30,32,1,1.6666666666666667,113,2184.67
20,45,30,0,2.2222222222222223,83,2063.44
80,21,22,0,1.0,19,29.99
50,35,32,0,1.2,27,86.25
80,10,28,1,1.3333333333333333,41,60.02
20,47,28,1,1.7,135,1913.74
20,21,30,0,3.1818181818181817,63,2862.63
50,16,30,1,1.25,46,145.36
20,28,30,0,4.125,48,1724.91
50,56,18,0,1.4,82,217.89
50,24,20,1,2.1666666666666665,110,327.66
50,34,18,1,2.2,133,332.61
50,14,22,0,2.5714285714285716,119,707.48
80,11,18,1,1.8333333333333333,14,24.06
20,48,20,1,4.714285714285714,67,1069.51
20,56,24,1,1.7,97,1271.31
50,13,36,0,3.0,75,451.32
20,24,22,0,4.5,110,4884.69
20,54,20,0,3.375,53,1277.56
80,12,22,0,2.2,72,147.33999999999997
20,18,30,0,1.6875,65,3422.42
20,55,34,1,1.5555555555555556,29,353.3
50,17,36,1,2.2,9,29.78
20,34,24,1,1.4285714285714286,110,2083.89
20,25,28,0,1.7857142857142858,55,2180.41
50,23,14,1,1.75,77,273.19
20,55,18,1,1.0666666666666669,99,1540.44
50,50,28,1,1.0,77,150.32999999999996
50,50,28,1,1.0,82,159.92999999999995
50,12,22,1,1.7777777777777777,104,426.57
20,31,20,1,1.5625,99,2181.18
20,54,32,0,2.5714285714285716,12,289.86
20,26,28,1,1.1176470588235294,14,330.4500000000001
20,45,26,1,3.8571428571428568,31,489.53
50,35,16,0,2.4,86,310.95
100,12,24,1,1.2,63,60.99
20,30,26,0,3.6666666666666665,19,667.8299999999998
20,27,14,0,1.173913043478261,21,1138.28
20,23,32,1,3.1,36,852.65
80,11,14,1,3.4,12,23.44
20,41,32,1,1.25,67,1030.62
20,30,28,1,2.272727272727273,24,480.27
50,19,18,0,4.4,84,443.25
20,15,18,1,1.2222222222222223,82,3880.050000000001
50,18,20,1,4.0,117,400.17
20,51,18,0,1.2857142857142858,95,2626.7200000000007
100,10,20,0,2.0,96,131.63
20,53,16,0,3.4444444444444446,11,322.24
50,12,30,1,1.1,71,267.17
50,20,36,0,2.2,10,44.03999999999999
20,42,32,0,1.7,79,2054.58
20,56,24,0,1.3636363636363635,93,1975.4
20,18,20,1,1.65,50,1771.9699999999998
50,38,22,1,1.8,10,23.64
100,17,18,1,1.0,88,84.79
50,13,36,0,3.0,18,109.89
100,10,28,0,1.4,135,175.87
20,16,22,1,3.0,74,2763.71
50,24,14,0,1.75,25,125.82
20,20,36,1,2.8181818181818183,5,132.64
20,26,22,1,5.0,35,882.67
20,35,20,0,1.1764705882352942,39,1277.84
20,14,18,0,3.2352941176470584,132,10390.12
20,36,16,1,1.0,128,3064.51
20,40,14,0,2.9166666666666665,28,1076.34
20,42,26,0,2.5555555555555562,65,1736.61
20,60,22,1,2.75,136,1767.29
50,37,14,1,2.8,87,232.0
50,20,30,1,2.6,137,368.39
50,10,36,1,1.1,137,547.6
50,36,24,1,1.1666666666666667,45,106.49
20,42,26,0,2.5555555555555562,126,3361.65
20,37,34,0,1.0769230769230769,100,2793.83
20,21,32,1,2.8181818181818183,79,1963.33
50,60,16,1,1.0,105,234.9
50,14,34,0,2.8,102,559.7900000000002
50,18,24,0,1.7142857142857142,98,480.27
80,13,24,0,1.8,48,91.35
50,13,18,0,3.1428571428571432,136,919.32
50,14,14,0,4.0,113,870.3900000000001
20,54,32,0,3.333333333333333,109,2327.7
50,40,36,0,1.0,116,358.72
100,10,28,1,1.4,123,113.51
20,22,30,1,3.0,24,611.3600000000001
20,40,32,0,1.25,105,3023.0
20,56,18,1,1.8181818181818181,77,1142.67
20,32,16,0,2.066666666666667,57,2340.65
50,20,26,1,3.0,68,188.46
50,23,18,0,1.375,139,600.9399999999998
80,21,20,0,1.2,114,172.57
50,15,36,1,2.6,129,880.04
20,41,34,0,1.1666666666666667,32,813.46
50,37,18,0,2.2,9,30.45
50,18,24,0,1.7142857142857142,111,543.7099999999998
20,22,32,1,2.8181818181818183,48,1199.86
50,28,18,1,1.5714285714285714,58,174.19
20,34,28,0,5.0,14,460.93
20,60,24,0,2.5,64,1338.6
20,14,14,0,4.176470588235294,13,1342.5
50,42,16,1,1.5,124,321.87999999999994
50,31,32,1,1.0,54,156.23000000000005
20,22,24,1,1.1,130,3524.1
20,31,26,1,1.1875,110,2217.83
20,52,30,0,2.375,106,2386.13
20,25,32,1,1.3333333333333333,104,2249.2
20,18,36,1,1.1111111111111112,3,90.54
20,22,16,1,3.0,134,4967.88
50,20,20,1,1.5,117,378.92
50,48,18,0,1.1666666666666667,74,216.89
50,60,16,0,1.0,7,20.950000000000006
50,27,20,0,2.6,39,150.44
20,24,24,0,1.0,134,5643.379999999999
20,25,20,1,1.25,30,807.2
50,31,36,1,1.2,124,281.61
20,27,20,1,3.727272727272727,4,109.11
80,21,16,1,1.4,65,85.31
20,55,34,1,4.4,4,53.29
20,44,24,1,1.0,98,1551.81
20,25,16,1,1.55,67,2100.55
20,21,24,1,3.727272727272727,51,1434.59
80,12,14,0,1.25,35,89.02
20,46,26,1,1.9,124,1921.18
50,36,14,1,1.125,112,328.47
20,28,36,0,1.8181818181818181,53,1871.32
20,40,28,0,4.428571428571429,78,2206.16
20,46,14,0,3.5,105,4525.76
50,26,14,0,2.0,37,172.01000000000005
20,42,18,1,3.888888888888889,128,2449.0200000000004
50,26,24,0,2.4,50,183.94
80,14,24,0,1.6,30,54.56
50,51,26,0,1.0,94,227.98
20,48,30,1,1.6,128,1784.18
80,15,20,0,2.0,138,237.0
20,18,32,1,1.0,64,1825.73
20,36,30,1,1.2307692307692308,53,904.54
50,22,32,0,1.5,87,353.81
20,26,24,0,3.8,34,1366.37
50,15,26,0,4.0,95,521.0999999999998
20,30,18,0,1.6875,73,2871.44
20,48,26,1,1.9,64,990.0
50,15,26,0,4.0,22,121.79
20,16,36,0,1.0,56,3204.8
20,19,34,0,2.230769230769231,8,413.81
50,50,18,1,1.0,68,152.66
20,39,28,0,1.4166666666666667,110,2977.81
80,19,18,0,1.0,40,68.36
80,21,24,1,1.0,5,7.41
20,45,22,1,4.714285714285714,119,1961.12
80,14,36,1,1.0,90,110.03
20,22,30,1,3.0,85,2146.73
20,10,36,1,1.08,34,1607.58
20,42,20,1,2.272727272727273,8,141.16
20,43,22,0,2.0,137,3728.06
50,11,18,1,1.6363636363636365,64,307.4500000000001
20,52,30,1,1.0,119,1646.37
20,42,32,0,1.3636363636363635,121,3127.72
100,20,18,0,1.0,96,99.26
20,14,22,1,2.647058823529412,74,3069.580000000001
20,54,22,0,3.8571428571428568,60,1384.25
20,10,24,1,2.5,35,1863.9
20,28,20,0,2.9166666666666665,67,2669.31
80,30,20,0,1.0,27,37.76000000000001
20,30,16,0,3.4166666666666665,100,4437.83
50,24,36,0,1.1666666666666667,46,189.62
50,15,36,0,1.4285714285714286,46,247.44
50,56,14,1,1.0,136,310.61999999999995
50,11,36,0,2.6666666666666665,2,14.61
50,24,28,0,1.1428571428571428,86,346.32
50,24,32,1,1.3333333333333333,50,139.38
20,54,26,1,2.0,71,949.22
20,54,36,1,3.0,20,251.54
50,20,28,0,2.8,8,35.6
50,39,36,1,1.0,16,94.4
80,24,22,0,1.0,22,31.5
20,30,22,0,1.6666666666666667,62,2208.43
50,17,20,1,1.1,98,343.3400000000001
50,18,14,0,1.7777777777777777,109,700.94
20,20,14,1,2.9411764705882355,122,5189.19
20,58,30,1,2.125,85,1058.99
80,10,36,0,1.0,102,340.27
50,13,16,1,1.25,78,388.15
20,54,14,1,2.4545454545454546,97,1822.09
20,19,18,0,1.0384615384615383,6,390.64
20,45,22,0,3.0,52,1380.43
50,23,26,1,1.1428571428571428,74,207.25
20,28,34,0,3.625,59,2010.05
20,55,14,0,3.888888888888889,53,1568.17
50,16,28,1,1.7142857142857142,26,84.77
20,56,16,1,5.0,14,236.78
20,37,22,1,1.6923076923076923,7,138.95999999999998
20,49,30,0,1.6,116,2667.18
50,15,20,1,2.0,14,52.67
50,34,24,1,1.6,10,24.24
50,30,24,0,1.3333333333333333,61,213.88
50,10,30,0,2.0,121,876.1700000000002
20,10,14,1,2.84,98,7861.65
50,35,22,1,1.8,30,67.23
20,24,36,0,2.7,90,3921.93
20,48,28,0,1.7,24,570.6
100,17,14,1,1.4,128,121.15
20,40,24,1,1.0666666666666669,42,731.62
50,33,22,0,1.5,19,59.33
20,46,16,1,1.4,38,755.61
20,36,14,0,1.5882352941176472,91,3729.06
20,44,32,1,1.3636363636363635,48,718.96
20,10,34,0,1.16,41,3675.01
20,54,36,1,3.333333333333333,48,641.5400000000002
20,32,30,0,3.875,65,2117.57
50,40,28,0,1.4,18,50.42
50,40,28,0,1.4,54,147.98
80,23,20,0,1.2,60,89.96
100,15,16,0,1.6,74,90.09
20,10,28,1,1.4,92,4573.94
50,17,28,0,2.8,123,586.76
20,44,24,0,1.0,110,2869.37
20,37,20,0,1.9230769230769231,83,2652.03
20,53,14,1,3.888888888888889,101,1948.07
50,20,26,0,1.4285714285714286,44,193.57
20,60,14,0,1.4285714285714286,81,2305.91
50,35,28,0,1.4,48,146.38
80,14,14,1,1.0,94,184.09
20,59,14,0,4.375,18,531.97
50,28,26,1,1.0,20,54.26000000000001
20,42,20,1,4.375,23,500.7
20,44,20,1,1.8333333333333333,87,1530.23
50,18,14,1,3.1428571428571432,97,386.36
20,51,28,0,1.8888888888888888,27,611.57
20,51,32,1,2.8571428571428568,112,1588.26
20,57,26,0,2.375,64,1358.15
20,15,14,1,4.4375,125,6885.34
50,20,20,1,4.0,99,301.33
20,19,20,1,3.8461538461538463,2,74.03999999999998
20,15,20,1,1.32,74,3102.44
50,23,16,0,1.5,110,531.93
20,58,32,0,1.875,28,584.7900000000002
20,24,24,1,1.8,45,1130.65
20,36,24,1,1.2,17,320.18
20,56,30,1,2.125,86,1068.86
50,52,18,1,1.4,40,88.89
20,12,14,0,1.1714285714285717,26,3078.47
20,16,24,1,2.7333333333333334,96,3407.6800000000007
20,18,30,1,1.6875,96,2839.5199999999995
50,25,28,1,2.0,119,297.9600000000001
20,20,36,0,1.9230769230769231,27,1221.05
20,44,30,0,2.2222222222222223,73,1792.84
50,31,24,1,1.3333333333333333,22,57.16
20,14,22,1,2.647058823529412,52,2158.34
20,26,36,0,1.4615384615384617,113,4581.32
20,55,16,1,3.4444444444444446,24,402.19
20,27,34,0,1.2857142857142858,32,1177.88
50,39,22,1,1.8,31,66.08000000000001
50,28,30,0,1.1666666666666667,67,239.43
20,27,14,1,1.9444444444444444,38,1269.57
20,53,30,1,1.7777777777777777,38,496.37
50,22,34,1,1.8,108,313.07
20,25,36,0,1.5384615384615383,4,184.35
20,57,24,1,2.5,56,726.9699999999998
50,33,24,0,1.3333333333333333,123,418.47
20,37,36,0,4.5,47,1348.88
50,18,32,1,1.8333333333333333,52,152.79
50,18,14,0,1.7777777777777777,63,405.62
50,45,24,0,1.2,18,54.11
20,15,28,0,1.0869565217391304,82,5232.9
20,36,22,0,1.3333333333333333,101,3189.94
20,57,16,0,3.875,7,183.59
100,12,30,1,1.0,4,5.41
20,15,36,1,3.727272727272727,40,1291.52
20,52,30,0,4.166666666666667,22,544.02
20,58,20,0,3.125,19,425.24
50,40,36,1,1.0,62,127.88
20,42,20,0,4.125,127,3547.8099999999995
20,44,20,1,3.4444444444444446,4,71.72999999999998
20,39,14,0,2.9166666666666665,64,2486.69
80,12,18,1,1.6666666666666667,29,45.6
50,60,18,0,1.2,117,297.02
20,15,28,0,1.9411764705882355,38,2329.17
100,10,30,0,1.2,91,124.36
20,33,20,0,1.375,8,292.99
20,39,16,0,1.0526315789473684,85,3009.03
20,32,34,0,4.142857142857143,3,98.41
50,40,34,0,1.0,107,289.97
20,53,14,0,3.888888888888889,65,2044.06
20,30,36,0,3.375,52,1748.68
50,58,16,1,1.0,78,175.35000000000005
20,45,20,1,4.125,8,141.2
20,24,32,0,3.1,21,885.07
20,27,36,1,3.0,11,234.64
20,45,32,1,4.5,40,625.36
20,15,20,0,1.32,113,7862.799999999998
50,11,24,1,4.166666666666667,57,241.58
20,40,14,0,2.2142857142857144,98,3746.7
20,24,36,0,1.5384615384615383,96,3697.26
50,16,32,1,2.0,99,315.34
50,27,18,0,1.5714285714285714,56,223.04
20,35,24,0,1.9166666666666667,93,2854.55
20,45,16,0,1.25,95,2982.61
50,21,16,1,1.3333333333333333,51,185.0
20,55,20,0,2.2,99,2268.75
20,60,16,0,1.0666666666666669,76,1922.33
50,28,20,0,2.4,95,351.98
20,48,28,1,3.2857142857142856,47,657.54
50,26,24,1,2.4,78,197.03
20,15,30,1,1.35,115,3877.35
50,12,36,1,1.7142857142857142,88,321.73
20,28,28,0,3.1,131,4773.0700000000015
50,32,30,1,1.0,87,227.2
20,18,20,0,1.08,137,8083.78
20,52,20,0,4.428571428571429,97,2357.89
20,25,22,0,1.1,78,3298.5799999999995
20,53,14,0,3.888888888888889,53,1667.74
50,33,30,0,1.0,119,363.65
20,48,22,1,1.0,119,1837.17
50,18,30,0,1.4285714285714286,44,208.43
100,15,18,0,1.2,70,85.94999999999997
20,35,14,0,2.5,133,5710.9000000000015
50,10,20,0,2.0,91,697.51
50,50,28,0,1.0,129,320.6
20,50,26,0,3.571428571428572,23,537.83
80,15,22,1,1.6,124,165.37
20,54,20,0,1.8181818181818181,34,813.5200000000002
50,27,28,1,1.8,8,22.13
80,11,18,0,1.8333333333333333,103,234.28
50,11,36,0,1.2222222222222223,47,308.61999999999995
20,16,30,0,3.4166666666666665,29,1718.12
20,24,26,0,3.8,77,3264.3
20,52,20,1,2.7777777777777777,42,607.93
50,48,18,1,1.6,101,226.85
20,31,32,1,3.875,48,926.41
20,48,22,0,1.8181818181818181,46,1130.62
20,60,18,1,2.7777777777777777,121,1787.87
50,28,26,0,1.0,84,299.96
20,16,18,0,4.769230769230768,75,5170.21
20,14,18,1,1.2962962962962965,69,3282.64
20,33,20,1,1.6666666666666667,102,2177.76
50,39,26,1,1.4,68,144.51000000000005
20,55,26,1,3.1428571428571432,31,410.63
20,11,20,0,2.272727272727273,136,12874.45
20,13,30,0,4.166666666666667,46,3245.7900000000004
20,33,28,0,2.0,65,2005.27
20,36,14,1,1.5882352941176472,128,3306.97
20,46,22,1,1.9090909090909087,50,791.95
20,56,16,0,1.1333333333333333,95,2541.0
80,10,24,1,1.1428571428571428,81,133.82999999999998
20,60,22,0,1.4545454545454546,93,1933.83
50,12,24,1,1.0909090909090908,85,349.76
20,46,14,1,3.5,136,2841.82
20,60,28,1,5.0,26,335.94
50,44,18,1,1.8,101,221.75000000000003
20,24,20,1,1.25,133,3686.5
80,13,22,0,1.8,41,80.57000000000002
50,18,22,1,3.6,40,128.44
20,12,18,1,3.4444444444444446,91,4938.7
50,18,36,1,1.1428571428571428,54,157.47000000000003
20,37,36,0,4.5,121,3464.54
20,31,28,1,1.0625,120,2405.19
50,52,16,1,1.1666666666666667,2,7.16
20,18,22,1,3.4615384615384617,37,1238.34
20,10,28,1,1.4,129,6411.36
100,19,18,1,1.0,57,49.43
20,21,26,1,3.4545454545454546,46,1246.13
80,14,18,0,2.0,105,201.18
50,14,20,1,2.8571428571428568,61,233.98
20,15,30,0,4.545454545454546,4,268.95
50,16,34,1,2.4,97,292.12
20,52,22,0,2.4444444444444446,27,641.47
20,30,36,0,2.7777777777777777,131,4331.01
80,19,24,0,1.2,93,147.12
20,42,36,0,2.8571428571428568,21,530.1800000000002
20,44,24,1,1.0,113,1875.23
50,51,26,1,1.0,34,63.85
50,20,34,1,2.2,69,173.89
20,12,16,0,1.3225806451612905,132,14194.05
20,50,34,0,5.0,130,2861.8299999999995
50,39,32,1,1.2,63,131.15
20,50,16,1,2.083333333333333,23,427.42
20,32,22,1,2.8181818181818183,128,2659.33
50,16,16,0,4.166666666666667,107,703.13
20,14,20,0,4.428571428571429,122,9276.85
50,10,24,1,4.166666666666667,117,553.16
20,17,18,0,3.928571428571429,124,8160.269999999998
20,18,14,0,1.7826086956521738,69,5417.41
20,10,22,0,2.272727272727273,76,7490.82
50,52,16,0,1.1666666666666667,60,176.74
20,52,30,0,4.166666666666667,40,978.9
20,60,28,0,2.0,33,653.71
20,21,16,0,2.411764705882353,40,2442.83
80,13,16,0,1.2857142857142858,63,142.04000000000005
20,54,14,0,1.7692307692307692,87,2689.09
20,33,24,1,1.6923076923076923,16,308.81
50,17,22,1,3.6,41,133.14
20,18,16,1,1.148148148148148,73,3226.65
50,57,18,0,1.4,101,268.34
20,12,20,0,3.875,62,5441.660000000002
20,49,36,1,1.0,10,156.18
20,10,18,1,1.8518518518518519,137,8744.58
20,39,20,1,3.6666666666666665,39,721.8399999999998
50,36,26,1,1.4,99,217.86
20,58,30,0,2.125,29,621.87
50,22,18,0,3.6,40,182.72
50,29,32,1,1.0,116,304.63
20,31,28,1,1.0625,122,2445.17
50,50,24,0,1.2,2,6.87
50,27,28,0,1.0,84,311.23
20,43,24,0,1.8181818181818181,1,30.02
80,10,18,1,2.0,47,81.39
20,16,20,1,3.333333333333333,116,4558.299999999998
50,18,24,1,1.7142857142857142,11,37.53
50,12,20,1,1.6,26,112.19
20,25,18,1,4.545454545454546,86,2471.0
50,17,18,1,1.0,123,468.61
20,38,36,0,2.5,68,1873.16
20,60,26,1,2.8571428571428568,27,340.65
50,35,32,0,1.4,136,402.86
20,21,22,0,2.333333333333333,121,5856.47
