grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time1
50,16,28,0,1.7142857142857142,6.47
20,22,24,1,1.1,30.78
20,30,34,1,1.1428571428571428,26.29
20,30,30,0,1.0,38.76
20,42,20,0,4.125,32.41
50,39,14,0,2.8,4.93
20,33,30,1,4.714285714285714,27.93
20,34,30,0,1.1428571428571428,37.71
20,36,26,1,1.4615384615384617,22.82
20,60,22,1,2.75,19.04
80,24,22,1,1.0,10.12
50,54,24,1,1.0,5.07
20,16,16,1,1.0,52.34
20,57,18,1,3.375,19.47
20,45,14,0,1.9285714285714288,39.24
20,23,28,0,3.5,46.22
100,17,20,0,1.0,2.42
50,15,32,1,2.1666666666666665,5.94
20,30,24,0,1.25,41.09
80,23,24,0,1.0,3.51
80,10,28,1,1.3333333333333333,2.42
20,42,16,0,3.5,41.64
20,24,36,0,2.7,51.32
20,17,16,0,1.0689655172413792,79.83
20,32,26,0,3.4444444444444446,37.58
20,26,24,1,1.0526315789473684,28.13
20,39,18,0,4.2222222222222205,36.58
50,42,30,0,1.0,6.54
20,20,30,1,1.5625,32.0
20,46,22,1,2.2,21.39
20,20,16,1,3.333333333333333,44.22
20,45,32,0,2.5,30.05
20,52,30,1,1.0,20.62
20,39,20,1,1.1875,27.47
50,12,30,0,2.6666666666666665,9.25
20,56,16,0,3.875,29.95
50,13,16,0,1.25,8.83
50,25,30,0,1.3333333333333333,5.17
20,50,36,0,3.333333333333333,27.82
20,26,24,1,3.8,28.21
50,31,32,0,1.0,6.73
80,20,22,1,1.2,2.26
50,45,22,0,1.0,5.29
20,38,20,0,1.9230769230769231,34.61
50,40,14,1,2.4,4.21
20,15,36,1,2.5384615384615383,37.83
20,48,14,0,3.5,37.19
50,20,30,0,1.0,7.37
20,55,36,0,1.0,31.88
50,20,18,0,4.4,19.65
20,22,32,1,1.4666666666666666,29.27
20,18,24,0,3.1538461538461537,57.79
20,11,26,1,2.3684210526315788,51.68
80,17,14,1,1.1428571428571428,2.45
50,12,34,1,3.2,5.54
20,39,30,1,1.3333333333333333,20.52
20,58,30,0,5.0,28.3
50,14,20,1,2.8571428571428568,5.98
20,57,18,0,3.375,27.75
50,35,22,0,1.8,4.42
50,15,36,1,1.4285714285714286,6.47
50,50,16,0,2.0,4.15
20,54,36,0,3.0,27.76
50,10,32,1,3.333333333333333,5.63
20,48,24,1,1.1538461538461535,19.49
50,16,18,0,1.0909090909090908,7.02
20,35,18,0,1.9285714285714288,41.12
20,25,36,0,2.272727272727273,42.28
20,54,32,1,1.3,20.4
20,39,22,0,1.2666666666666666,34.12
20,48,24,0,2.0,29.49
50,38,18,1,2.0,3.91
50,13,24,0,5.0,7.89
20,13,36,1,1.4210526315789471,63.99
50,17,20,1,1.1,4.81
50,26,22,1,1.2857142857142858,4.21
20,27,20,1,1.3888888888888888,29.23
20,54,14,0,2.4545454545454546,33.79
20,36,28,1,2.3,21.78
50,36,26,1,1.4,4.22
20,12,28,1,1.3478260869565215,45.88
50,26,24,0,2.4,5.09
80,20,18,0,1.0,3.06
80,17,18,1,1.1666666666666667,2.8
50,34,34,1,1.0,3.97
50,58,16,0,1.0,5.57
50,21,34,0,1.8,5.55
20,14,22,1,1.5909090909090908,45.02
20,39,36,1,2.1111111111111107,20.67
20,36,30,1,1.2307692307692308,21.58
20,59,30,1,2.0,20.3
20,55,18,0,1.0666666666666669,33.58
80,12,30,0,1.6,3.77
20,54,22,0,1.1538461538461535,27.04
50,21,36,0,1.0,9.61
20,31,22,0,1.375,40.85
20,16,16,0,1.0,100.9
50,13,36,1,1.5714285714285714,5.69
20,24,26,1,3.8,43.95
20,56,20,0,4.428571428571429,29.13
20,57,14,0,4.375,35.1
50,55,18,1,1.0,4.04
80,14,18,1,2.0,2.44
50,42,20,0,1.6,5.11
20,58,24,1,1.7,21.42
50,17,28,1,2.8,10.94
20,31,34,0,3.625,40.89
20,19,18,1,1.0384615384615383,40.05
20,51,16,1,2.9,21.78
20,10,30,1,1.32,56.63
20,18,30,0,1.6875,56.66
50,33,26,1,1.8,3.75
50,16,26,1,1.7142857142857142,8.27
50,19,16,0,5.0,15.8
20,14,14,1,1.0,64.72
20,57,24,0,4.5,28.29
20,30,20,1,1.5625,27.13
80,19,18,1,1.0,3.3
80,16,24,1,1.4,3.33
20,16,18,1,2.05,45.82
20,31,30,0,1.0,37.46
20,14,20,1,2.9411764705882355,47.68
50,18,20,1,1.625,4.8
50,12,14,1,3.5,6.84
80,10,36,0,1.6,3.19
20,35,22,1,1.5714285714285714,25.28
50,10,36,0,4.4,17.77
20,35,32,1,1.4166666666666667,22.74
20,28,18,1,3.727272727272727,29.58
20,22,28,0,3.1818181818181817,49.52
20,37,36,0,1.0,33.0
20,48,16,0,1.3333333333333333,33.63
20,55,30,0,1.5,25.82
50,26,16,1,2.5,10.4
20,40,16,0,1.6666666666666667,41.17
50,13,22,1,1.6666666666666667,5.13
20,15,24,0,1.65,68.55
50,18,14,0,3.1428571428571432,7.49
20,34,14,1,1.7058823529411764,32.57
20,52,18,0,1.4615384615384617,29.63
50,18,20,1,2.6666666666666665,4.76
80,16,20,1,1.1666666666666667,2.57
20,17,28,0,1.7058823529411764,61.42
50,37,30,0,1.2,4.67
20,51,36,1,2.571428571428572,33.49
20,33,14,1,2.333333333333333,32.84
80,23,22,0,1.0,3.29
50,54,14,1,1.8,4.29
100,20,16,1,1.2,2.33
80,19,22,1,1.2,3.53
20,22,16,1,3.0,42.89
20,36,18,0,2.0769230769230766,37.72
50,57,14,0,1.8,5.53
20,55,32,1,1.0909090909090908,18.6
20,46,32,1,3.0,20.88
50,15,24,1,1.625,4.93
50,33,22,0,1.5,4.43
80,25,24,0,1.0,4.26
80,15,24,0,1.0,7.91
20,15,28,1,4.545454545454546,39.38
20,29,16,1,1.8235294117647056,34.38
50,24,26,1,1.1428571428571428,4.37
50,60,14,0,1.6,4.31
80,12,30,1,1.6,2.48
80,16,16,0,1.0,4.32
50,36,26,0,1.4,4.53
20,15,24,1,4.583333333333333,44.24
50,17,22,1,3.6,5.94
50,32,20,1,2.4,3.83
80,12,28,1,1.4,3.57
20,48,32,0,2.8571428571428568,28.42
20,55,32,1,1.6666666666666667,18.35
80,11,30,0,1.6,3.03
20,31,16,1,1.9375,31.53
20,20,20,0,4.166666666666667,59.67
20,56,22,1,2.75,18.83
80,12,20,1,1.6666666666666667,2.63
20,41,26,0,1.5833333333333333,35.14
20,20,14,0,1.4,76.73
50,15,30,1,2.1666666666666665,5.51
20,48,14,1,2.8181818181818183,24.02
20,50,24,1,2.0,20.57
50,45,14,1,1.5,4.62
50,36,16,0,1.0,5.15
80,24,18,0,1.2,4.1
50,20,20,0,1.5,7.76
50,20,20,1,1.0,4.8
50,12,18,0,3.571428571428572,9.34
50,27,36,0,1.4,5.72
20,48,18,0,1.2,31.08
20,32,18,1,1.0,29.31
50,14,30,1,1.1111111111111112,5.13
50,34,14,0,1.5714285714285714,6.02
20,11,36,1,3.4615384615384617,45.4
20,36,32,1,1.1538461538461535,22.55
20,32,30,0,1.0666666666666669,38.99
20,45,34,1,1.7777777777777777,21.67
20,28,28,0,4.375,41.93
20,50,22,1,2.7777777777777777,19.04
20,52,24,1,2.2222222222222223,19.79
50,15,22,0,3.333333333333333,7.83
80,11,18,0,1.8333333333333333,3.76
20,27,26,1,1.0555555555555556,28.5
50,31,34,0,1.2,5.31
50,54,18,0,1.4,4.23
20,10,36,1,1.65,52.51
50,25,16,1,4.0,4.44
20,56,16,1,5.0,20.72
50,40,34,1,1.0,5.0
100,15,16,0,1.0,3.15
20,35,34,1,4.142857142857143,28.59
50,60,16,0,1.0,4.51
20,52,28,1,2.375,18.7
20,42,32,0,1.7,30.48
20,12,26,1,1.9,47.3
50,23,32,1,1.3333333333333333,4.54
20,47,24,1,2.0,20.33
20,48,34,0,1.4,38.51
50,21,20,1,1.8571428571428568,4.38
50,17,16,1,1.0909090909090908,5.58
20,49,28,0,1.7,30.12
50,28,32,1,1.1666666666666667,4.93
20,20,36,1,2.25,29.37
20,55,36,0,4.4,30.33
50,55,14,0,1.8,4.25
20,26,28,1,3.888888888888889,27.23
50,27,26,1,1.0,4.36
20,30,28,0,2.272727272727273,38.55
100,12,16,1,1.3333333333333333,2.61
20,11,18,0,1.6666666666666667,103.97
20,38,36,0,1.0,33.13
50,28,30,1,1.6,4.25
20,36,18,0,1.1111111111111112,41.91
20,21,24,1,1.15,31.9
50,36,26,1,1.6,3.85
20,25,20,1,5.0,32.53
20,50,24,0,3.125,28.9
20,28,14,0,2.0588235294117645,56.78
50,57,22,0,1.2,4.34
20,49,24,1,1.5454545454545454,18.77
20,27,16,1,1.35,35.26
20,28,30,1,2.272727272727273,26.04
50,15,14,0,2.2222222222222223,9.56
50,57,22,1,1.2,8.08
80,30,16,0,1.2,3.28
80,33,16,1,1.0,3.33
20,60,26,1,1.7777777777777777,21.44
20,25,18,0,2.0625,49.09
80,18,14,0,1.3333333333333333,3.83
50,14,36,0,1.5714285714285714,10.16
20,50,30,0,1.6,28.03
50,45,20,0,1.6,4.24
20,33,32,1,1.0,23.93
50,14,16,0,4.666666666666667,8.59
80,22,16,0,1.4,3.43
20,36,34,0,1.0769230769230769,32.92
20,30,20,1,4.1,27.1
100,19,18,1,1.0,1.83
50,28,24,1,1.5,4.09
50,36,22,0,1.8,5.35
20,16,32,0,2.066666666666667,63.56
100,15,20,0,1.2,2.51
20,26,30,0,3.6666666666666665,42.42
20,50,16,1,1.3333333333333333,32.64
50,19,24,1,3.2,4.65
20,20,18,1,3.8461538461538463,37.63
20,33,20,0,4.5555555555555545,38.65
20,58,24,1,2.5,18.79
50,25,28,1,2.0,4.14
50,27,16,1,3.2,5.44
50,27,26,0,1.0,5.22
20,53,14,0,3.888888888888889,37.02
50,11,24,1,4.166666666666667,6.38
50,21,26,0,1.2857142857142858,5.68
50,30,18,0,2.6,5.04
20,19,36,0,2.0769230769230766,53.49
20,20,24,0,5.0,57.37
20,28,32,1,3.875,27.13
50,15,28,0,1.1111111111111112,6.87
20,17,28,0,2.5,60.2
20,33,32,0,4.428571428571429,36.9
50,35,26,1,1.4,3.81
80,12,30,1,1.0,2.38
50,19,14,1,1.4,5.18
20,32,16,0,2.066666666666667,50.25
20,55,36,0,1.4444444444444444,28.04
50,33,16,0,1.125,5.05
50,34,30,1,1.2,5.32
100,18,20,0,1.0,2.66
20,59,26,1,2.375,18.54
20,58,28,0,2.125,26.68
20,56,36,1,4.0,18.74
50,14,22,1,1.5555555555555556,5.68
20,49,14,0,3.5,39.78
50,30,32,1,1.6,3.88
20,10,32,1,3.333333333333333,52.2
50,40,34,0,1.0,4.82
50,29,26,0,1.1666666666666667,6.21
20,23,14,0,1.6666666666666667,66.62
20,58,22,1,1.5454545454545454,20.35
20,26,22,0,1.1578947368421053,46.35
20,21,16,1,2.411764705882353,39.84
20,42,32,1,2.5,20.84
20,50,14,1,1.1764705882352942,24.12
100,10,16,0,1.6666666666666667,3.39
20,34,36,0,3.8571428571428568,37.88
20,34,36,0,1.0769230769230769,35.66
20,46,20,1,2.5,21.2
50,42,30,1,1.0,3.97
50,39,18,0,2.2,5.96
100,17,20,1,1.0,2.62
50,24,14,1,1.3333333333333333,4.93
20,56,28,1,1.5,18.47
50,57,16,1,1.6,3.85
100,10,34,1,1.0,2.12
80,19,24,1,1.2,2.78
20,57,30,1,2.0,19.16
20,54,28,0,2.25,29.6
50,36,18,0,2.2,4.63
50,20,26,0,1.4285714285714286,5.66
20,49,26,0,1.9,31.55
20,30,30,1,1.5384615384615383,25.23
50,31,30,0,1.0,5.41
20,30,32,1,3.875,26.1
20,28,16,1,2.333333333333333,33.22
20,30,34,0,4.714285714285714,40.75
20,37,16,1,2.3846153846153846,26.68
20,36,26,0,3.0,34.38
20,32,20,1,2.583333333333333,26.42
50,22,18,1,1.2222222222222223,6.26
20,10,28,1,1.4,54.88
50,34,24,0,1.6,4.56
20,45,22,1,2.0,21.63
20,16,34,0,2.2142857142857144,103.92
20,60,18,0,2.7777777777777777,29.73
20,45,24,1,3.375,22.99
20,55,26,0,3.1428571428571432,27.16
50,13,36,0,1.5714285714285714,8.16
20,42,34,0,3.2857142857142856,31.81
50,21,34,1,1.8,3.91
50,42,14,1,1.2857142857142858,11.58
50,13,36,1,3.0,4.85
20,57,26,1,4.333333333333333,20.57
50,10,18,0,1.2307692307692308,10.33
20,29,28,0,1.0,39.72
50,24,30,0,1.3333333333333333,7.18
20,15,26,1,1.7368421052631582,42.99
50,10,14,0,2.8,11.13
20,42,18,1,2.4545454545454546,22.36
20,50,32,1,1.0,19.08
50,30,20,1,1.6666666666666667,5.69
50,20,32,1,2.4,4.18
20,35,18,1,3.1818181818181817,27.51
50,34,20,0,2.2,4.56
20,31,30,1,1.0,25.34
50,36,34,0,1.0,5.4
20,58,16,1,3.875,22.04
20,35,16,1,2.2142857142857144,27.74
80,15,14,0,1.0,3.47
20,27,32,1,3.4444444444444446,26.22
20,52,18,0,1.6666666666666667,29.17
20,35,24,0,1.0625,36.77
50,24,20,1,2.1666666666666665,5.02
50,49,20,1,1.4,4.58
50,13,26,1,2.142857142857143,6.15
20,15,32,0,1.9375,65.36
20,56,14,1,4.375,22.22
50,28,18,1,1.5714285714285714,12.88
20,38,34,0,1.0769230769230769,32.01
20,30,24,1,2.25,27.38
20,36,32,1,3.8571428571428568,22.95
20,21,36,0,1.7692307692307692,48.36
20,17,22,1,1.318181818181818,39.5
20,12,20,0,2.5,91.77
20,21,36,0,2.4545454545454546,48.37
20,15,18,1,2.7777777777777777,48.26
20,10,34,0,1.16,93.81
20,21,16,0,1.3478260869565215,63.45
50,57,26,1,1.0,3.84
20,52,34,0,1.5555555555555556,27.31
20,46,30,0,2.625,30.2
80,23,22,1,1.0,2.69
20,57,30,0,2.0,27.79
50,51,26,1,1.0,4.46
80,11,36,0,1.2,3.14
50,18,26,0,1.5714285714285714,5.97
20,50,24,0,2.0,27.15
20,16,18,0,3.6666666666666665,75.15
20,10,22,0,2.272727272727273,104.82
20,25,20,0,5.0,47.41
50,18,20,0,4.4,7.32
20,23,32,0,3.1,45.88
20,46,14,1,1.2352941176470589,26.61
20,48,28,1,2.5,20.59
20,30,22,1,3.0,26.86
20,45,32,0,1.6,31.27
50,33,20,0,1.5,4.77
20,10,30,0,2.05,95.61
20,52,30,0,2.375,27.83
50,24,14,0,1.75,6.78
20,60,28,1,5.0,20.44
20,55,30,0,3.6666666666666665,27.94
20,60,28,0,2.125,30.2
20,14,36,1,2.6923076923076925,58.3
50,60,18,1,1.4,4.82
20,10,18,1,1.851851851851852,70.5
20,20,24,0,1.25,52.7
20,27,32,1,2.7,28.61
20,60,14,0,4.125,33.87
20,50,28,0,1.1666666666666667,28.3
20,39,18,1,1.0555555555555556,24.81
20,48,18,1,1.2,28.26
20,32,20,1,1.6666666666666667,27.25
20,53,24,1,2.2222222222222223,18.33
20,45,28,1,3.571428571428572,20.21
20,42,18,0,1.0588235294117647,34.35
20,25,28,0,1.7857142857142858,45.25
20,55,20,1,2.2,18.86
20,24,30,1,1.9230769230769231,43.89
20,54,16,1,2.7,21.23
20,55,30,1,2.8571428571428568,18.0
50,14,26,1,2.0,4.71
20,55,28,1,4.166666666666667,18.82
80,25,16,0,1.4,2.76
20,60,24,0,1.6,27.12
20,40,14,1,2.9166666666666665,27.73
20,42,20,1,4.125,22.92
20,39,22,1,1.8333333333333333,23.7
20,45,20,0,2.7,31.82
50,19,32,0,2.4,6.15
20,21,20,1,4.545454545454546,35.03
20,14,36,0,3.727272727272727,70.31
20,31,30,0,1.0,39.1
20,32,30,0,1.6666666666666667,38.37
20,50,20,0,1.6666666666666667,41.18
20,53,36,1,1.4444444444444444,26.66
20,24,20,0,1.25,50.69
80,12,30,1,1.0,2.82
20,20,36,0,3.3,57.2
80,14,30,0,1.2,2.81
50,51,20,0,1.2,4.37
80,20,14,0,1.3333333333333333,2.79
20,51,32,0,1.4,29.04
20,34,24,0,2.9,37.17
50,31,30,0,1.0,6.72
20,22,24,1,2.066666666666667,33.43
20,30,26,1,3.6666666666666665,26.24
50,14,34,0,2.8,7.32
20,30,24,0,1.9230769230769231,41.06
80,24,24,1,1.0,2.73
20,22,34,0,2.636363636363636,47.31
20,60,26,0,1.7777777777777777,29.38
20,25,18,0,4.545454545454546,49.78
80,11,20,1,2.4,2.53
100,20,20,1,1.0,2.48
50,25,14,0,1.75,6.09
50,11,34,1,3.6,6.01
20,10,22,0,1.8,103.26
20,34,28,1,5.0,26.61
20,35,14,1,5.0,30.89
20,17,34,1,2.071428571428572,33.53
20,57,24,1,4.5,19.03
50,33,16,1,1.125,4.36
50,27,20,1,1.4285714285714286,4.32
20,30,22,1,1.6666666666666667,25.8
20,55,30,0,1.7777777777777777,27.72
50,30,16,0,2.1666666666666665,5.37
20,58,24,0,2.5,26.61
20,50,16,0,1.3333333333333333,45.01
50,30,16,0,1.25,5.29
50,28,18,0,2.8,5.1
20,52,30,0,1.7777777777777777,27.92
20,20,30,1,1.0,44.05
20,26,36,0,1.4615384615384617,45.32
50,15,24,0,1.1,13.63
20,58,26,0,1.8888888888888888,27.5
20,34,18,0,1.9285714285714288,39.56
50,35,22,1,1.8,3.72
20,20,36,1,1.25,30.95
20,25,22,1,4.5,29.68
20,60,14,1,2.272727272727273,21.76
50,14,18,1,1.7777777777777777,5.38
20,45,36,0,4.166666666666667,33.38
20,26,28,0,3.888888888888889,45.3
20,30,18,1,1.3888888888888888,28.65
80,14,36,0,1.0,4.04
20,35,18,1,1.9285714285714288,27.05
20,39,36,1,2.0,21.56
20,30,14,0,2.1875,52.06
20,58,18,0,3.375,28.59
50,19,22,1,1.1111111111111112,4.84
50,22,34,1,1.8,10.26
20,39,32,1,1.9,21.11
50,28,30,0,1.8,7.39
20,15,24,0,3.8461538461538463,69.54
50,38,14,1,2.8,4.16
20,25,14,0,1.75,60.13
20,19,14,1,1.3461538461538465,48.7
20,52,14,1,4.75,23.2
50,51,16,1,1.6,4.3
50,36,30,1,1.2,4.48
50,25,14,1,1.75,5.95
80,20,16,0,1.1666666666666667,3.21
50,34,14,1,2.8,4.11
50,11,16,1,1.5,7.14
50,45,22,1,1.0,7.51
50,18,32,0,1.8333333333333333,6.06
20,60,14,1,1.9166666666666667,25.77
20,27,22,0,1.8,44.61
20,45,24,0,3.375,32.41
20,59,18,0,3.375,30.41
50,17,20,1,4.0,4.69
20,28,18,0,1.5882352941176472,48.06
20,11,24,1,2.25,54.76
20,32,36,0,3.8571428571428568,40.14
20,18,18,0,2.2777777777777777,67.43
20,30,28,1,4.375,28.81
50,10,18,1,1.2307692307692308,6.56
20,51,14,0,1.6428571428571428,38.56
50,32,22,0,1.5,4.71
20,25,24,0,1.5625,45.15
20,12,16,0,3.1,105.81
20,30,26,0,2.083333333333333,39.9
50,28,20,1,2.4,4.16
50,33,30,1,1.0,3.83
50,20,32,0,2.4,12.97
20,23,32,1,3.1,28.75
20,52,16,1,1.2666666666666666,21.73
50,38,32,1,1.2,4.11
20,30,24,1,2.8181818181818183,27.96
20,15,14,1,1.0606060606060606,58.68
100,12,20,1,1.0,8.28
20,34,36,1,3.8571428571428568,22.83
20,46,24,1,2.0,19.49
50,33,18,1,1.2857142857142858,7.42
80,20,24,0,1.2,2.61
20,30,16,1,1.25,31.67
50,11,24,1,1.7777777777777777,6.46
50,42,18,0,1.8,6.46
20,58,32,1,2.4285714285714284,19.19
20,47,24,0,2.0,33.85
20,48,28,0,1.7,28.49
80,24,18,1,1.2,3.05
20,28,32,0,1.1333333333333333,41.77
50,37,26,1,1.4,3.87
20,28,20,0,2.9166666666666665,44.49
50,17,18,0,4.4,6.81
20,60,30,1,2.0,18.17
20,13,26,0,2.0,78.37
50,56,20,1,1.4,4.41
50,17,26,0,1.5714285714285714,6.43
80,19,24,0,1.2,2.68
20,28,30,1,1.9166666666666667,24.98
20,44,30,1,2.75,21.52
20,51,20,0,4.714285714285714,30.86
20,14,26,1,1.8421052631578947,45.03
20,17,32,1,1.9333333333333331,33.87
20,25,32,1,1.3333333333333333,27.49
20,28,28,1,1.0,26.4
80,11,24,0,2.2,3.06
20,25,22,0,4.5,46.67
80,17,16,0,1.0,3.29
50,20,32,0,1.6666666666666667,5.98
50,21,24,1,1.5714285714285714,5.33
50,16,24,0,2.6666666666666665,6.76
20,48,24,0,3.8571428571428568,30.54
50,39,20,0,1.1666666666666667,11.43
20,26,16,0,1.631578947368421,53.31
20,42,24,0,3.375,30.88
50,38,14,1,1.4285714285714286,4.63
50,24,32,1,1.3333333333333333,4.63
20,14,30,1,1.0869565217391304,41.12
20,25,34,1,2.9,30.45
20,30,16,0,1.25,49.34
100,18,16,1,1.2,2.67
20,24,32,0,1.3333333333333333,45.78
50,39,16,1,2.4,4.36
50,20,34,0,2.0,8.45
50,32,26,1,1.1666666666666667,6.12
20,39,16,1,1.0526315789473684,28.55
50,21,22,1,1.0,4.52
20,29,20,0,1.4705882352941178,59.28
20,19,30,1,2.5384615384615383,32.49
80,10,18,0,2.0,3.85
20,35,36,0,2.875,44.38
20,30,30,0,4.125,41.34
50,35,14,0,2.8,5.1
20,37,18,1,2.0769230769230766,26.95
20,33,32,1,1.0,26.2
20,34,34,1,4.142857142857143,24.04
50,12,24,0,3.6666666666666665,8.86
20,45,24,0,1.5,30.65
20,42,36,0,2.25,31.22
20,59,28,1,2.125,17.82
20,40,18,0,2.8181818181818183,35.86
100,17,20,1,1.0,2.28
20,39,20,0,3.6666666666666665,34.49
20,57,26,0,4.333333333333333,29.14
20,57,32,0,1.875,37.24
20,30,14,1,1.0869565217391304,35.26
20,39,36,1,4.5,22.14
50,54,26,0,1.0,5.53
20,18,34,1,1.9285714285714288,31.52
20,45,26,0,1.3333333333333333,29.79
50,38,26,0,1.4,4.59
80,10,24,1,2.4,3.41
20,35,26,0,5.0,35.3
20,36,26,1,3.0,23.98
20,60,26,1,1.0,18.84
50,45,32,0,1.0,4.98
20,29,26,0,1.1176470588235294,40.15
50,34,36,1,1.0,5.78
20,23,16,1,1.4761904761904765,39.03
50,36,28,0,1.4,4.53
20,36,28,1,1.3076923076923077,21.8
20,34,26,0,1.3571428571428572,36.34
20,39,34,1,2.1111111111111107,20.03
20,50,16,1,2.083333333333333,24.38
20,14,24,1,1.3478260869565215,43.19
20,19,36,1,2.0,30.38
50,24,28,1,1.5,7.24
20,56,22,1,1.5454545454545454,20.2
50,10,34,0,1.1,9.98
20,45,20,0,1.5384615384615383,33.91
50,48,20,0,1.0,6.54
20,54,36,0,3.333333333333333,39.11
20,14,36,0,1.5882352941176472,67.56
50,56,16,1,1.1666666666666667,4.38
50,19,36,1,2.0,4.8
20,17,16,1,4.428571428571429,48.29
20,31,32,1,1.0666666666666669,26.8
20,32,20,0,1.6666666666666667,39.95
20,40,26,0,1.5833333333333333,32.82
50,57,18,0,1.4,4.34
50,30,26,0,1.1666666666666667,5.5
80,20,18,1,1.0,4.23
20,41,34,1,4.833333333333333,23.74
20,10,24,1,2.5,56.46
20,40,24,0,2.5,33.94
50,18,20,0,2.6666666666666665,6.56
50,60,26,0,1.0,7.23
20,58,18,0,1.3076923076923077,28.21
20,22,30,1,1.375,29.11
50,16,18,0,5.0,8.33
20,12,16,1,3.1,63.69
50,24,30,0,2.0,5.59
20,40,14,0,2.9166666666666665,43.05
100,11,16,1,1.5,3.15
20,18,14,1,1.7826086956521738,52.22
20,10,18,1,2.2,67.11
50,42,18,1,1.8,4.58
20,15,34,0,1.8125,86.01
20,37,22,1,1.6923076923076923,25.98
20,33,14,1,4.090909090909091,31.75
20,45,26,1,3.8571428571428568,21.53
50,22,20,0,1.1111111111111112,7.58
20,56,14,0,3.1,36.83
50,19,26,1,3.0,4.48
20,54,16,0,1.2,36.3
20,45,20,0,4.125,32.25
20,15,32,0,2.2,79.48
50,45,16,0,1.3333333333333333,5.27
20,45,30,1,1.8,18.91
50,42,22,0,1.1666666666666667,4.38
20,24,24,1,2.3846153846153846,30.59
80,22,16,1,1.4,2.48
50,42,20,1,1.8,4.77
50,37,20,1,2.0,5.85
20,52,18,1,1.6666666666666667,19.54
20,42,20,1,2.272727272727273,23.0
50,12,30,1,4.0,5.54
80,10,22,1,1.8333333333333333,2.63
50,38,36,1,1.0,4.87
50,13,20,1,2.8571428571428568,5.38
20,18,20,1,4.583333333333333,43.27
50,14,36,0,1.125,7.21
20,29,14,1,2.0588235294117645,35.34
20,30,32,0,1.6666666666666667,40.2
50,19,28,1,2.8,5.15
20,36,26,1,1.6666666666666667,21.93
20,55,18,1,1.0666666666666669,19.48
20,31,30,1,1.0,24.1
50,45,24,1,1.2,4.95
100,10,16,1,1.6666666666666667,2.56
50,16,18,1,2.0,5.54
20,29,18,1,1.5882352941176472,29.0
20,35,28,0,5.0,37.07
20,24,28,1,2.8181818181818183,28.23
50,24,28,1,1.1428571428571428,4.3
50,32,30,1,1.0,4.5
50,52,16,1,1.1666666666666667,4.79
20,16,18,1,1.148148148148148,49.27
20,40,32,1,3.571428571428572,22.94
80,20,16,1,1.1666666666666667,2.3
20,39,28,1,2.555555555555556,20.73
20,12,26,0,1.9,86.13
50,17,28,0,2.8,8.48
20,24,14,0,1.75,63.0
20,15,26,0,4.166666666666667,67.8
20,21,26,0,3.4545454545454546,52.65
20,55,14,1,3.888888888888889,21.88
100,18,18,0,1.0,3.38
20,54,24,0,4.5,26.8
20,15,14,1,4.4375,57.9
20,20,22,1,3.75,34.79
20,39,32,1,2.2222222222222223,20.58
50,14,16,1,1.1666666666666667,5.88
20,15,14,0,1.0606060606060606,100.03
20,45,20,1,1.5384615384615383,21.92
20,45,24,0,2.7777777777777777,30.72
50,14,30,0,2.333333333333333,6.91
50,16,16,0,1.0,7.81
20,38,36,1,2.5,20.41
50,10,18,1,2.2,6.29
20,21,24,1,3.727272727272727,32.09
50,13,28,0,2.142857142857143,7.33
50,24,26,0,1.1428571428571428,6.47
20,28,36,0,4.428571428571429,44.3
80,14,22,1,1.6,3.18
50,52,14,1,1.0,3.83
50,12,32,1,1.5,5.26
20,42,18,0,1.7692307692307692,33.49
50,21,18,1,2.0,4.5
20,18,18,0,1.0,66.87
50,56,20,0,1.4,4.95
20,16,18,1,4.769230769230768,46.51
50,25,22,0,1.125,5.15
100,18,20,1,1.0,1.85
100,15,14,0,1.1666666666666667,2.85
50,45,20,1,1.0,3.85
20,13,20,1,2.631578947368421,49.76
20,17,16,0,4.428571428571429,93.13
20,40,28,0,1.4166666666666667,32.46
20,46,24,0,2.0,30.29
20,14,16,0,4.733333333333333,94.31
20,26,32,1,3.4444444444444446,26.27
50,34,22,0,1.8,4.42
20,35,28,1,5.0,24.88
50,18,16,1,1.0909090909090908,5.19
20,21,16,1,1.3478260869565215,40.22
20,18,28,0,1.5882352941176472,55.96
20,31,28,1,4.375,27.04
20,44,24,0,2.2,30.1
20,57,16,0,3.875,29.69
80,21,20,0,1.2,3.07
20,38,36,1,1.0,23.31
20,20,14,0,2.9411764705882355,81.61
20,15,16,0,2.5,87.24
80,16,30,1,1.2,2.88
20,16,28,1,1.8235294117647056,38.1
50,57,20,0,1.2,4.47
20,11,32,1,3.0,50.41
20,55,36,1,1.4444444444444444,22.08
20,42,24,1,4.428571428571429,23.11
20,35,28,1,1.2142857142857142,22.89
20,11,26,1,1.7272727272727273,53.89
20,43,36,1,1.181818181818182,21.83
20,57,26,0,1.0833333333333333,26.49
50,25,24,1,1.0,4.11
20,39,18,1,2.25,23.56
50,20,18,0,4.0,6.35
20,52,36,0,3.1666666666666665,28.37
20,10,14,1,1.4285714285714286,85.32
20,24,24,1,1.0,30.34
50,42,16,0,1.1428571428571428,5.63
20,51,14,0,3.888888888888889,35.75
20,19,16,1,4.769230769230768,44.0
50,26,24,0,1.1428571428571428,5.41
