68.80
59.49
59.29
59.87
59.39
59.55
59.47
59.64
59.87
59.54
59.71
59.70
60.08
59.58
59.67
59.20
60.69
58.83
59.12
58.86
58.90
58.58
59.20
58.68
59.15
58.74
60.38
59.21
58.91
58.92
59.25
59.41
58.97
59.19
58.93
58.79
59.48
59.61
58.64
58.65
59.13
58.99
59.14
58.85
59.27
