x_length,y_length,grid_step,ni,nj,n_nodes,n_cores,n_procs,dx,dy,nx,ny,subdomain_ratio,single_precision,physics_on,estimated_duration,jobdir,time0,time1,time2
10000,10000,20,500,500,24,32,768,31,10,16,48,3.1,0,1,50.151569186875896,10000_10000_020_24_32_0_1_016_048,3.18,48.07,41.85
10000,10000,20,500,500,24,32,768,31,10,16,48,3.1,1,1,35.10609843081313,10000_10000_020_24_32_1_1_016_048,3.27,29.43,23.34
10000,10000,20,500,500,24,34,816,20,14,24,34,1.4285714285714286,0,1,47.20147688176554,10000_10000_020_24_34_0_1_024_034,2.97,43.37,38.39
10000,10000,20,500,500,24,34,816,20,14,24,34,1.4285714285714286,1,1,33.041033817235885,10000_10000_020_24_34_1_1_024_034,2.85,26.53,21.59
10000,10000,20,500,500,24,34,816,29,10,17,48,2.9,0,1,47.20147688176554,10000_10000_020_24_34_0_1_017_048,3.81,45.17,39.76
10000,10000,20,500,500,24,34,816,29,10,17,48,2.9,1,1,33.041033817235885,10000_10000_020_24_34_1_1_017_048,3.75,29.01,22.19
10000,10000,20,500,500,24,34,816,31,9,16,51,3.4444444444444446,0,1,47.20147688176554,10000_10000_020_24_34_0_1_016_051,4.01,45.62,42.17
10000,10000,20,500,500,24,34,816,31,9,16,51,3.4444444444444446,1,1,33.041033817235885,10000_10000_020_24_34_1_1_016_051,4.92,29.6,21.88
10000,10000,20,500,500,24,36,864,18,15,27,32,1.2,0,1,44.57917261055636,10000_10000_020_24_36_0_1_027_032,2.38,44.08,39.4
10000,10000,20,500,500,24,36,864,18,15,27,32,1.2,1,1,31.20542082738945,10000_10000_020_24_36_1_1_027_032,4.43,29.28,22.11
10000,10000,20,500,500,24,36,864,20,13,24,36,1.5384615384615383,0,1,44.57917261055636,10000_10000_020_24_36_0_1_024_036,2.99,43.56,38.46
10000,10000,20,500,500,24,36,864,20,13,24,36,1.5384615384615383,1,1,31.20542082738945,10000_10000_020_24_36_1_1_024_036,2.53,25.65,21.53
10000,10000,20,500,500,24,36,864,27,10,18,48,2.7,0,1,44.57917261055636,10000_10000_020_24_36_0_1_018_048,5.33,51.32,43.49
10000,10000,20,500,500,24,36,864,27,10,18,48,2.7,1,1,31.20542082738945,10000_10000_020_24_36_1_1_018_048,2.21,26.05,21.73
10000,10000,20,500,500,24,36,864,31,9,16,54,3.4444444444444446,0,1,44.57917261055636,10000_10000_020_24_36_0_1_016_054,3.59,45.74,40.59
10000,10000,20,500,500,24,36,864,31,9,16,54,3.4444444444444446,1,1,31.20542082738945,10000_10000_020_24_36_1_1_016_054,2.33,26.55,22.19
10000,10000,20,500,500,25,14,350,35,20,14,25,1.75,0,1,110.04687181577341,10000_10000_020_25_14_0_1_014_025,1.94,60.13,56.9
10000,10000,20,500,500,25,14,350,35,20,14,25,1.75,1,1,77.03281027104137,10000_10000_020_25_14_1_1_014_025,2.47,39.39,36.05
10000,10000,20,500,500,25,14,350,50,14,10,35,3.571428571428572,0,1,110.04687181577341,10000_10000_020_25_14_0_1_010_035,3.22,63.96,60.51
10000,10000,20,500,500,25,14,350,50,14,10,35,3.571428571428572,1,1,77.03281027104137,10000_10000_020_25_14_1_1_010_035,3.15,40.62,35.5
10000,10000,20,500,500,25,16,400,25,25,20,20,1.0,0,1,96.29101283880173,10000_10000_020_25_16_0_1_020_020,2.86,55.15,50.59
10000,10000,20,500,500,25,16,400,25,25,20,20,1.0,1,1,67.40370898716121,10000_10000_020_25_16_1_1_020_020,3.18,37.41,31.71
10000,10000,20,500,500,25,16,400,31,20,16,25,1.55,0,1,96.29101283880173,10000_10000_020_25_16_0_1_016_025,3.75,55.87,49.94
10000,10000,20,500,500,25,16,400,31,20,16,25,1.55,1,1,67.40370898716121,10000_10000_020_25_16_1_1_016_025,2.02,34.75,31.3
10000,10000,20,500,500,25,16,400,50,12,10,40,4.166666666666667,0,1,96.29101283880173,10000_10000_020_25_16_0_1_010_040,2.98,57.62,51.96
10000,10000,20,500,500,25,16,400,50,12,10,40,4.166666666666667,1,1,67.40370898716121,10000_10000_020_25_16_1_1_010_040,1.95,36.01,32.1
10000,10000,20,500,500,25,18,450,27,20,18,25,1.35,0,1,85.59201141226819,10000_10000_020_25_18_0_1_018_025,2.28,48.85,47.38
10000,10000,20,500,500,25,18,450,27,20,18,25,1.35,1,1,59.914407988587726,10000_10000_020_25_18_1_1_018_025,3.27,33.34,28.21
10000,10000,20,500,500,25,18,450,33,16,15,30,2.0625,0,1,85.59201141226819,10000_10000_020_25_18_0_1_015_030,2.1,49.09,45.44
10000,10000,20,500,500,25,18,450,33,16,15,30,2.0625,1,1,59.914407988587726,10000_10000_020_25_18_1_1_015_030,2.32,32.34,28.37
10000,10000,20,500,500,25,18,450,50,11,10,45,4.545454545454546,0,1,85.59201141226819,10000_10000_020_25_18_0_1_010_045,2.24,49.78,45.95
10000,10000,20,500,500,25,18,450,50,11,10,45,4.545454545454546,1,1,59.914407988587726,10000_10000_020_25_18_1_1_010_045,2.17,32.35,28.69
10000,10000,20,500,500,25,20,500,25,20,20,25,1.25,0,1,77.03281027104137,10000_10000_020_25_20_0_1_020_025,3.78,49.04,43.25
10000,10000,20,500,500,25,20,500,25,20,20,25,1.25,1,1,53.922967189728965,10000_10000_020_25_20_1_1_020_025,4.26,32.61,26.71
10000,10000,20,500,500,25,20,500,50,10,10,50,5.0,0,1,77.03281027104137,10000_10000_020_25_20_0_1_010_050,2.8,47.41,42.95
10000,10000,20,500,500,25,20,500,50,10,10,50,5.0,1,1,53.922967189728965,10000_10000_020_25_20_1_1_010_050,3.63,32.53,26.44
10000,10000,20,500,500,25,22,550,22,20,22,25,1.1,0,1,70.02982751912853,10000_10000_020_25_22_0_1_022_025,3.01,46.87,42.23
10000,10000,20,500,500,25,22,550,22,20,22,25,1.1,1,1,49.02087926338997,10000_10000_020_25_22_1_1_022_025,2.19,29.4,25.49
10000,10000,20,500,500,25,22,550,45,10,11,50,4.5,0,1,70.02982751912853,10000_10000_020_25_22_0_1_011_050,3.37,46.67,41.28
10000,10000,20,500,500,25,22,550,45,10,11,50,4.5,1,1,49.02087926338997,10000_10000_020_25_22_1_1_011_050,2.51,29.68,25.27
10000,10000,20,500,500,25,24,600,20,20,25,24,1.0,0,1,64.19400855920115,10000_10000_020_25_24_0_1_025_024,3.27,45.42,40.33
10000,10000,20,500,500,25,24,600,20,20,25,24,1.0,1,1,44.9358059914408,10000_10000_020_25_24_1_1_025_024,2.63,29.26,25.4
10000,10000,20,500,500,25,24,600,20,20,24,25,1.0,0,1,64.19400855920115,10000_10000_020_25_24_0_1_024_025,2.62,45.04,41.45
10000,10000,20,500,500,25,24,600,20,20,24,25,1.0,1,1,44.9358059914408,10000_10000_020_25_24_1_1_024_025,2.32,28.56,24.37
10000,10000,20,500,500,25,24,600,25,16,20,30,1.5625,0,1,64.19400855920115,10000_10000_020_25_24_0_1_020_030,3.25,45.15,40.51
10000,10000,20,500,500,25,24,600,25,16,20,30,1.5625,1,1,44.9358059914408,10000_10000_020_25_24_1_1_020_030,2.62,28.98,24.11
10000,10000,20,500,500,25,24,600,33,12,15,40,2.75,0,1,64.19400855920115,10000_10000_020_25_24_0_1_015_040,2.8,45.79,42.06
10000,10000,20,500,500,25,24,600,33,12,15,40,2.75,1,1,44.9358059914408,10000_10000_020_25_24_1_1_015_040,2.58,31.69,25.22
10000,10000,20,500,500,25,24,600,41,10,12,50,4.1,0,1,64.19400855920115,10000_10000_020_25_24_0_1_012_050,2.61,44.75,40.22
10000,10000,20,500,500,25,24,600,41,10,12,50,4.1,1,1,44.9358059914408,10000_10000_020_25_24_1_1_012_050,4.53,31.07,24.83
10000,10000,20,500,500,25,26,650,20,19,25,26,1.0526315789473684,0,1,59.25600790080106,10000_10000_020_25_26_0_1_025_026,3.18,45.26,39.75
10000,10000,20,500,500,25,26,650,20,19,25,26,1.0526315789473684,1,1,41.47920553056074,10000_10000_020_25_26_1_1_025_026,3.19,29.77,23.91
10000,10000,20,500,500,25,26,650,38,10,13,50,3.8,0,1,59.25600790080106,10000_10000_020_25_26_0_1_013_050,2.97,44.55,39.61
10000,10000,20,500,500,25,26,650,38,10,13,50,3.8,1,1,41.47920553056074,10000_10000_020_25_26_1_1_013_050,2.7,28.4,24.19
10000,10000,20,500,500,25,28,700,20,17,25,28,1.1764705882352942,0,1,55.023435907886714,10000_10000_020_25_28_0_1_025_028,2.48,43.56,38.83
10000,10000,20,500,500,25,28,700,20,17,25,28,1.1764705882352942,1,1,38.516405135520685,10000_10000_020_25_28_1_1_025_028,13.76,43.65,24.33
10000,10000,20,500,500,25,28,700,25,14,20,35,1.7857142857142858,0,1,55.023435907886714,10000_10000_020_25_28_0_1_020_035,3.64,45.25,39.54
10000,10000,20,500,500,25,28,700,25,14,20,35,1.7857142857142858,1,1,38.516405135520685,10000_10000_020_25_28_1_1_020_035,2.59,27.59,22.7
10000,10000,20,500,500,25,28,700,35,10,14,50,3.5,0,1,55.023435907886714,10000_10000_020_25_28_0_1_014_050,2.63,43.54,39.37
10000,10000,20,500,500,25,28,700,35,10,14,50,3.5,1,1,38.516405135520685,10000_10000_020_25_28_1_1_014_050,13.25,43.0,23.97
10000,10000,20,500,500,25,30,750,20,16,25,30,1.25,0,1,51.355206847360925,10000_10000_020_25_30_0_1_025_030,2.5,42.71,37.79
10000,10000,20,500,500,25,30,750,20,16,25,30,1.25,1,1,35.948644793152646,10000_10000_020_25_30_1_1_025_030,2.49,27.39,22.17
10000,10000,20,500,500,25,30,750,33,10,15,50,3.3,0,1,51.355206847360925,10000_10000_020_25_30_0_1_015_050,5.06,45.94,37.81
10000,10000,20,500,500,25,30,750,33,10,15,50,3.3,1,1,35.948644793152646,10000_10000_020_25_30_1_1_015_050,2.7,26.81,21.89
10000,10000,20,500,500,25,32,800,20,15,25,32,1.3333333333333333,0,1,48.14550641940087,10000_10000_020_25_32_0_1_025_032,3.93,44.82,38.43
10000,10000,20,500,500,25,32,800,20,15,25,32,1.3333333333333333,1,1,33.701854493580605,10000_10000_020_25_32_1_1_025_032,3.51,27.49,21.57
10000,10000,20,500,500,25,32,800,25,12,20,40,2.083333333333333,0,1,48.14550641940087,10000_10000_020_25_32_0_1_020_040,2.88,43.19,37.77
10000,10000,20,500,500,25,32,800,25,12,20,40,2.083333333333333,1,1,33.701854493580605,10000_10000_020_25_32_1_1_020_040,3.39,27.37,21.68
10000,10000,20,500,500,25,32,800,31,10,16,50,3.1,0,1,48.14550641940087,10000_10000_020_25_32_0_1_016_050,2.32,43.46,40.07
10000,10000,20,500,500,25,32,800,31,10,16,50,3.1,1,1,33.701854493580605,10000_10000_020_25_32_1_1_016_050,3.11,27.68,21.62
10000,10000,20,500,500,25,34,850,20,14,25,34,1.4285714285714286,0,1,45.31341780649493,10000_10000_020_25_34_0_1_025_034,2.62,44.17,37.28
10000,10000,20,500,500,25,34,850,20,14,25,34,1.4285714285714286,1,1,31.719392464546452,10000_10000_020_25_34_1_1_025_034,3.52,28.73,20.78
10000,10000,20,500,500,25,34,850,29,10,17,50,2.9,0,1,45.31341780649493,10000_10000_020_25_34_0_1_017_050,2.76,41.63,36.97
10000,10000,20,500,500,25,34,850,29,10,17,50,2.9,1,1,31.719392464546452,10000_10000_020_25_34_1_1_017_050,3.7,30.45,20.85
10000,10000,20,500,500,25,36,900,16,16,30,30,1.0,0,1,42.796005706134096,10000_10000_020_25_36_0_1_030_030,3.59,43.68,38.47
10000,10000,20,500,500,25,36,900,16,16,30,30,1.0,1,1,29.95720399429387,10000_10000_020_25_36_1_1_030_030,2.45,26.06,21.4
10000,10000,20,500,500,25,36,900,20,13,25,36,1.5384615384615383,0,1,42.796005706134096,10000_10000_020_25_36_0_1_025_036,2.87,53.28,43.69
10000,10000,20,500,500,25,36,900,20,13,25,36,1.5384615384615383,1,1,29.95720399429387,10000_10000_020_25_36_1_1_025_036,3.0,25.73,20.82
10000,10000,20,500,500,25,36,900,25,11,20,45,2.272727272727273,0,1,42.796005706134096,10000_10000_020_25_36_0_1_020_045,2.97,42.28,37.22
10000,10000,20,500,500,25,36,900,25,11,20,45,2.272727272727273,1,1,29.95720399429387,10000_10000_020_25_36_1_1_020_045,2.29,25.09,20.99
10000,10000,20,500,500,25,36,900,27,10,18,50,2.7,0,1,42.796005706134096,10000_10000_020_25_36_0_1_018_050,5.59,45.63,37.15
10000,10000,20,500,500,25,36,900,27,10,18,50,2.7,1,1,29.95720399429387,10000_10000_020_25_36_1_1_018_050,3.9,26.89,21.27
10000,10000,20,500,500,25,36,900,33,8,15,60,4.125,0,1,42.796005706134096,10000_10000_020_25_36_0_1_015_060,4.27,46.11,39.22
10000,10000,20,500,500,25,36,900,33,8,15,60,4.125,1,1,29.95720399429387,10000_10000_020_25_36_1_1_015_060,2.84,29.79,22.8
10000,10000,20,500,500,26,14,364,35,19,14,26,1.8421052631578947,0,1,105.81429982285904,10000_10000_020_26_14_0_1_014_026,2.01,59.01,54.94
10000,10000,20,500,500,26,14,364,35,19,14,26,1.8421052631578947,1,1,74.07000987600131,10000_10000_020_26_14_1_1_014_026,1.89,37.72,34.11
10000,10000,20,500,500,26,14,364,38,17,13,28,2.235294117647059,0,1,105.81429982285904,10000_10000_020_26_14_0_1_013_028,3.15,60.39,57.27
10000,10000,20,500,500,26,14,364,38,17,13,28,2.235294117647059,1,1,74.07000987600131,10000_10000_020_26_14_1_1_013_028,4.54,41.12,33.98
10000,10000,20,500,500,26,16,416,31,19,16,26,1.631578947368421,0,1,92.58751234500168,10000_10000_020_26_16_0_1_016_026,2.48,53.31,49.27
10000,10000,20,500,500,26,16,416,31,19,16,26,1.631578947368421,1,1,64.81125864150117,10000_10000_020_26_16_1_1_016_026,1.96,34.34,30.68
10000,10000,20,500,500,26,16,416,38,15,13,32,2.533333333333333,0,1,92.58751234500168,10000_10000_020_26_16_0_1_013_032,1.96,53.88,51.22
10000,10000,20,500,500,26,16,416,38,15,13,32,2.533333333333333,1,1,64.81125864150117,10000_10000_020_26_16_1_1_013_032,3.42,35.66,30.73
10000,10000,20,500,500,26,18,468,27,19,18,26,1.4210526315789471,0,1,82.30001097333479,10000_10000_020_26_18_0_1_018_026,3.49,49.52,44.38
10000,10000,20,500,500,26,18,468,27,19,18,26,1.4210526315789471,1,1,57.61000768133437,10000_10000_020_26_18_1_1_018_026,1.91,31.04,27.66
10000,10000,20,500,500,26,18,468,38,13,13,36,2.923076923076924,0,1,82.30001097333479,10000_10000_020_26_18_0_1_013_036,3.71,49.75,45.69
10000,10000,20,500,500,26,18,468,38,13,13,36,2.923076923076924,1,1,57.61000768133437,10000_10000_020_26_18_1_1_013_036,2.8,31.83,27.18
10000,10000,20,500,500,26,18,468,41,12,12,39,3.4166666666666665,0,1,82.30001097333479,10000_10000_020_26_18_0_1_012_039,2.8,48.93,44.37
10000,10000,20,500,500,26,18,468,41,12,12,39,3.4166666666666665,1,1,57.61000768133437,10000_10000_020_26_18_1_1_012_039,2.73,31.89,27.57
10000,10000,20,500,500,26,20,520,25,19,20,26,1.3157894736842106,0,1,74.07000987600135,10000_10000_020_26_20_0_1_020_026,4.0,47.58,42.02
10000,10000,20,500,500,26,20,520,25,19,20,26,1.3157894736842106,1,1,51.84900691320093,10000_10000_020_26_20_1_1_020_026,2.91,31.46,25.97
10000,10000,20,500,500,26,20,520,38,12,13,40,3.1666666666666665,0,1,74.07000987600135,10000_10000_020_26_20_0_1_013_040,4.25,48.95,43.62
10000,10000,20,500,500,26,20,520,38,12,13,40,3.1666666666666665,1,1,51.84900691320093,10000_10000_020_26_20_1_1_013_040,3.84,31.87,25.85
10000,10000,20,500,500,26,22,572,22,19,22,26,1.1578947368421053,0,1,67.33637261454665,10000_10000_020_26_22_0_1_022_026,3.72,46.35,40.72
10000,10000,20,500,500,26,22,572,22,19,22,26,1.1578947368421053,1,1,47.13546083018266,10000_10000_020_26_22_1_1_022_026,4.04,31.22,25.69
10000,10000,20,500,500,26,22,572,38,11,13,44,3.4545454545454546,0,1,67.33637261454665,10000_10000_020_26_22_0_1_013_044,3.61,46.92,42.07
10000,10000,20,500,500,26,22,572,38,11,13,44,3.4545454545454546,1,1,47.13546083018266,10000_10000_020_26_22_1_1_013_044,2.55,29.4,24.92
10000,10000,20,500,500,26,22,572,45,9,11,52,5.0,0,1,67.33637261454665,10000_10000_020_26_22_0_1_011_052,3.53,46.81,41.15
10000,10000,20,500,500,26,22,572,45,9,11,52,5.0,1,1,47.13546083018266,10000_10000_020_26_22_1_1_011_052,2.57,29.61,25.09
10000,10000,20,500,500,26,24,624,20,19,24,26,1.0526315789473684,0,1,61.72500823000111,10000_10000_020_26_24_0_1_024_026,4.18,46.51,40.35
10000,10000,20,500,500,26,24,624,20,19,24,26,1.0526315789473684,1,1,43.207505761000775,10000_10000_020_26_24_1_1_024_026,2.49,28.13,23.73
10000,10000,20,500,500,26,24,624,31,12,16,39,2.583333333333333,0,1,61.72500823000111,10000_10000_020_26_24_0_1_016_039,2.5,42.85,38.5
10000,10000,20,500,500,26,24,624,31,12,16,39,2.583333333333333,1,1,43.207505761000775,10000_10000_020_26_24_1_1_016_039,6.93,33.04,23.97
10000,10000,20,500,500,26,24,624,38,10,13,48,3.8,0,1,61.72500823000111,10000_10000_020_26_24_0_1_013_048,2.59,44.39,40.06
10000,10000,20,500,500,26,24,624,38,10,13,48,3.8,1,1,43.207505761000775,10000_10000_020_26_24_1_1_013_048,2.27,28.21,23.98
10000,10000,20,500,500,26,24,624,41,9,12,52,4.5555555555555545,0,1,61.72500823000111,10000_10000_020_26_24_0_1_012_052,2.44,43.86,39.77
10000,10000,20,500,500,26,24,624,41,9,12,52,4.5555555555555545,1,1,43.207505761000775,10000_10000_020_26_24_1_1_012_052,3.13,28.77,23.78
10000,10000,20,500,500,26,26,676,19,19,26,26,1.0,0,1,56.97693067384718,10000_10000_020_26_26_0_1_026_026,2.53,44.08,39.44
10000,10000,20,500,500,26,26,676,19,19,26,26,1.0,1,1,39.88385147169303,10000_10000_020_26_26_1_1_026_026,2.58,28.61,23.93
10000,10000,20,500,500,26,26,676,38,9,13,52,4.2222222222222205,0,1,56.97693067384718,10000_10000_020_26_26_0_1_013_052,2.67,44.69,39.48
10000,10000,20,500,500,26,26,676,38,9,13,52,4.2222222222222205,1,1,39.88385147169303,10000_10000_020_26_26_1_1_013_052,4.23,30.33,23.47
10000,10000,20,500,500,26,28,728,19,17,26,28,1.1176470588235294,0,1,52.90714991142952,10000_10000_020_26_28_0_1_026_028,2.48,43.04,38.33
10000,10000,20,500,500,26,28,728,19,17,26,28,1.1176470588235294,1,1,37.035004938000654,10000_10000_020_26_28_1_1_026_028,3.43,28.72,23.21
10000,10000,20,500,500,26,28,728,35,9,14,52,3.888888888888889,0,1,52.90714991142952,10000_10000_020_26_28_0_1_014_052,2.71,45.3,38.44
10000,10000,20,500,500,26,28,728,35,9,14,52,3.888888888888889,1,1,37.035004938000654,10000_10000_020_26_28_1_1_014_052,2.51,27.23,23.54
10000,10000,20,500,500,26,28,728,38,8,13,56,4.75,0,1,52.90714991142952,10000_10000_020_26_28_0_1_013_056,2.72,43.15,38.33
10000,10000,20,500,500,26,28,728,38,8,13,56,4.75,1,1,37.035004938000654,10000_10000_020_26_28_1_1_013_056,3.39,28.37,22.47
10000,10000,20,500,500,26,30,780,19,16,26,30,1.1875,0,1,49.3800065840009,10000_10000_020_26_30_0_1_026_030,4.34,45.9,39.01
10000,10000,20,500,500,26,30,780,19,16,26,30,1.1875,1,1,34.56600460880062,10000_10000_020_26_30_1_1_026_030,3.18,27.41,22.04
10000,10000,20,500,500,26,30,780,25,12,20,39,2.083333333333333,0,1,49.3800065840009,10000_10000_020_26_30_0_1_020_039,2.54,41.54,36.63
10000,10000,20,500,500,26,30,780,25,12,20,39,2.083333333333333,1,1,34.56600460880062,10000_10000_020_26_30_1_1_020_039,4.19,28.41,21.3
10000,10000,20,500,500,26,30,780,33,9,15,52,3.6666666666666665,0,1,49.3800065840009,10000_10000_020_26_30_0_1_015_052,2.7,42.42,37.75
10000,10000,20,500,500,26,30,780,33,9,15,52,3.6666666666666665,1,1,34.56600460880062,10000_10000_020_26_30_1_1_015_052,3.82,28.2,21.78
10000,10000,20,500,500,26,30,780,38,8,13,60,4.75,0,1,49.3800065840009,10000_10000_020_26_30_0_1_013_060,2.29,44.34,39.42
10000,10000,20,500,500,26,30,780,38,8,13,60,4.75,1,1,34.56600460880062,10000_10000_020_26_30_1_1_013_060,2.51,27.32,22.56
10000,10000,20,500,500,26,32,832,19,15,26,32,1.2666666666666666,0,1,46.29375617250084,10000_10000_020_26_32_0_1_026_032,2.59,42.16,36.98
10000,10000,20,500,500,26,32,832,19,15,26,32,1.2666666666666666,1,1,32.405629320750585,10000_10000_020_26_32_1_1_026_032,3.65,27.6,21.49
10000,10000,20,500,500,26,32,832,31,9,16,52,3.4444444444444446,0,1,46.29375617250084,10000_10000_020_26_32_0_1_016_052,3.49,43.69,37.61
10000,10000,20,500,500,26,32,832,31,9,16,52,3.4444444444444446,1,1,32.405629320750585,10000_10000_020_26_32_1_1_016_052,2.52,26.27,21.5
10000,10000,20,500,500,26,34,884,19,14,26,34,1.3571428571428572,0,1,43.57059404470666,10000_10000_020_26_34_0_1_026_034,2.66,41.19,36.51
10000,10000,20,500,500,26,34,884,19,14,26,34,1.3571428571428572,1,1,30.49941583129466,10000_10000_020_26_34_1_1_026_034,5.7,29.01,20.74
10000,10000,20,500,500,26,34,884,29,9,17,52,3.2222222222222223,0,1,43.57059404470666,10000_10000_020_26_34_0_1_017_052,2.68,41.22,36.46
10000,10000,20,500,500,26,34,884,29,9,17,52,3.2222222222222223,1,1,30.49941583129466,10000_10000_020_26_34_1_1_017_052,2.64,25.86,20.98
10000,10000,20,500,500,26,36,936,19,13,26,36,1.4615384615384617,0,1,41.150005486667396,10000_10000_020_26_36_0_1_026_036,3.13,45.32,40.5
10000,10000,20,500,500,26,36,936,19,13,26,36,1.4615384615384617,1,1,28.80500384066719,10000_10000_020_26_36_1_1_026_036,2.7,25.25,20.73
10000,10000,20,500,500,26,36,936,20,12,24,39,1.6666666666666667,0,1,41.150005486667396,10000_10000_020_26_36_0_1_024_039,2.24,42.25,36.3
10000,10000,20,500,500,26,36,936,20,12,24,39,1.6666666666666667,1,1,28.80500384066719,10000_10000_020_26_36_1_1_024_039,5.41,28.22,20.32
10000,10000,20,500,500,26,36,936,27,9,18,52,3.0,0,1,41.150005486667396,10000_10000_020_26_36_0_1_018_052,2.54,44.53,40.31
10000,10000,20,500,500,26,36,936,27,9,18,52,3.0,1,1,28.80500384066719,10000_10000_020_26_36_1_1_018_052,2.43,25.53,21.37
10000,10000,20,500,500,27,14,378,27,23,18,21,1.173913043478261,0,1,101.89525168127165,10000_10000_020_27_14_0_1_018_021,2.78,58.48,53.99
10000,10000,20,500,500,27,14,378,27,23,18,21,1.173913043478261,1,1,71.32667617689016,10000_10000_020_27_14_1_1_018_021,1.71,36.68,33.56
10000,10000,20,500,500,27,14,378,35,18,14,27,1.9444444444444444,0,1,101.89525168127165,10000_10000_020_27_14_0_1_014_027,4.78,61.07,53.59
10000,10000,20,500,500,27,14,378,35,18,14,27,1.9444444444444444,1,1,71.32667617689016,10000_10000_020_27_14_1_1_014_027,2.04,36.73,33.32
10000,10000,20,500,500,27,14,378,55,11,9,42,5.0,0,1,101.89525168127165,10000_10000_020_27_14_0_1_009_042,2.08,57.65,55.0
10000,10000,20,500,500,27,14,378,55,11,9,42,5.0,1,1,71.32667617689016,10000_10000_020_27_14_1_1_009_042,4.32,39.71,34.37
10000,10000,20,500,500,27,16,432,27,20,18,24,1.35,0,1,89.15834522111271,10000_10000_020_27_16_0_1_018_024,3.9,53.33,47.67
10000,10000,20,500,500,27,16,432,27,20,18,24,1.35,1,1,62.41084165477889,10000_10000_020_27_16_1_1_018_024,3.82,35.26,30.77
10000,10000,20,500,500,27,16,432,31,18,16,27,1.7222222222222223,0,1,89.15834522111271,10000_10000_020_27_16_0_1_016_027,3.52,52.9,47.55
10000,10000,20,500,500,27,16,432,31,18,16,27,1.7222222222222223,1,1,62.41084165477889,10000_10000_020_27_16_1_1_016_027,1.83,32.85,29.49
10000,10000,20,500,500,27,16,432,41,13,12,36,3.1538461538461537,0,1,89.15834522111271,10000_10000_020_27_16_0_1_012_036,1.97,50.35,47.47
10000,10000,20,500,500,27,16,432,41,13,12,36,3.1538461538461537,1,1,62.41084165477889,10000_10000_020_27_16_1_1_012_036,3.15,33.92,29.05
10000,10000,20,500,500,27,18,486,27,18,18,27,1.5,0,1,79.25186241876685,10000_10000_020_27_18_0_1_018_027,4.82,49.26,42.86
10000,10000,20,500,500,27,18,486,27,18,18,27,1.5,1,1,55.476303693136785,10000_10000_020_27_18_1_1_018_027,3.79,32.81,27.9
10000,10000,20,500,500,27,20,540,25,18,20,27,1.3888888888888888,0,1,71.32667617689017,10000_10000_020_27_20_0_1_020_027,2.54,45.45,42.28
10000,10000,20,500,500,27,20,540,25,18,20,27,1.3888888888888888,1,1,49.92867332382312,10000_10000_020_27_20_1_1_020_027,2.16,29.23,25.18
10000,10000,20,500,500,27,20,540,27,16,18,30,1.6875,0,1,71.32667617689017,10000_10000_020_27_20_0_1_018_030,2.55,45.78,40.92
10000,10000,20,500,500,27,20,540,27,16,18,30,1.6875,1,1,49.92867332382312,10000_10000_020_27_20_1_1_018_030,2.23,29.9,26.78
10000,10000,20,500,500,27,20,540,33,13,15,36,2.5384615384615383,0,1,71.32667617689017,10000_10000_020_27_20_0_1_015_036,3.18,45.16,40.03
10000,10000,20,500,500,27,20,540,33,13,15,36,2.5384615384615383,1,1,49.92867332382312,10000_10000_020_27_20_1_1_015_036,2.17,28.69,24.66
10000,10000,20,500,500,27,20,540,41,11,12,45,3.727272727272727,0,1,71.32667617689017,10000_10000_020_27_20_0_1_012_045,3.17,46.26,41.47
10000,10000,20,500,500,27,20,540,41,11,12,45,3.727272727272727,1,1,49.92867332382312,10000_10000_020_27_20_1_1_012_045,3.5,31.38,25.91
10000,10000,20,500,500,27,22,594,22,18,22,27,1.2222222222222223,0,1,64.84243288808197,10000_10000_020_27_22_0_1_022_027,2.53,43.91,39.65
10000,10000,20,500,500,27,22,594,22,18,22,27,1.2222222222222223,1,1,45.38970302165738,10000_10000_020_27_22_1_1_022_027,3.65,30.36,24.17
10000,10000,20,500,500,27,22,594,27,15,18,33,1.8,0,1,64.84243288808197,10000_10000_020_27_22_0_1_018_033,4.06,44.61,38.75
10000,10000,20,500,500,27,22,594,27,15,18,33,1.8,1,1,45.38970302165738,10000_10000_020_27_22_1_1_018_033,3.28,28.91,23.66
10000,10000,20,500,500,27,22,594,45,9,11,54,5.0,0,1,64.84243288808197,10000_10000_020_27_22_0_1_011_054,4.34,47.48,41.59
10000,10000,20,500,500,27,22,594,45,9,11,54,5.0,1,1,45.38970302165738,10000_10000_020_27_22_1_1_011_054,3.18,29.99,24.92
10000,10000,20,500,500,27,24,648,20,18,24,27,1.1111111111111112,0,1,59.438896814075136,10000_10000_020_27_24_0_1_024_027,2.44,42.52,38.17
10000,10000,20,500,500,27,24,648,20,18,24,27,1.1111111111111112,1,1,41.60722776985259,10000_10000_020_27_24_1_1_024_027,3.86,28.81,23.07
10000,10000,20,500,500,27,24,648,27,13,18,36,2.0769230769230766,0,1,59.438896814075136,10000_10000_020_27_24_0_1_018_036,3.43,42.32,37.51
10000,10000,20,500,500,27,24,648,27,13,18,36,2.0769230769230766,1,1,41.60722776985259,10000_10000_020_27_24_1_1_018_036,4.29,28.89,22.31
10000,10000,20,500,500,27,24,648,41,9,12,54,4.5555555555555545,0,1,59.438896814075136,10000_10000_020_27_24_0_1_012_054,2.46,43.29,39.12
