x_length,y_length,grid_step,ni,nj,n_nodes,n_cores,n_procs,dx,dy,nx,ny,subdomain_ratio,single_precision,physics_on,estimated_duration
10000,10000,20,500,500,24,22,528,41,11,12,44,3.727272727272727,1,1,51.06341589936456
10000,10000,20,500,500,24,22,528,45,10,11,48,4.5,0,1,72.94773699909223
10000,10000,20,500,500,24,22,528,45,10,11,48,4.5,1,1,51.06341589936456
10000,10000,20,500,500,24,24,576,20,20,24,24,1.0,0,1,66.86875891583453
10000,10000,20,500,500,24,24,576,20,20,24,24,1.0,1,1,46.80813124108417
10000,10000,20,500,500,24,24,576,27,15,18,32,1.8,0,1,66.86875891583453
10000,10000,20,500,500,24,24,576,27,15,18,32,1.8,1,1,46.80813124108417
10000,10000,20,500,500,24,24,576,31,13,16,36,2.3846153846153846,0,1,66.86875891583453
10000,10000,20,500,500,24,24,576,31,13,16,36,2.3846153846153846,1,1,46.80813124108417
10000,10000,20,500,500,24,24,576,41,10,12,48,4.1,0,1,66.86875891583453
10000,10000,20,500,500,24,24,576,41,10,12,48,4.1,1,1,46.80813124108417
10000,10000,20,500,500,24,26,624,20,19,24,26,1.0526315789473684,0,1,61.72500823000111
10000,10000,20,500,500,24,26,624,20,19,24,26,1.0526315789473684,1,1,43.207505761000775
10000,10000,20,500,500,24,26,624,31,12,16,39,2.5833333333333335,0,1,61.72500823000111
10000,10000,20,500,500,24,26,624,31,12,16,39,2.5833333333333335,1,1,43.207505761000775
10000,10000,20,500,500,24,26,624,38,10,13,48,3.8,0,1,61.72500823000111
10000,10000,20,500,500,24,26,624,38,10,13,48,3.8,1,1,43.207505761000775
10000,10000,20,500,500,24,26,624,41,9,12,52,4.555555555555555,0,1,61.72500823000111
10000,10000,20,500,500,24,26,624,41,9,12,52,4.555555555555555,1,1,43.207505761000775
10000,10000,20,500,500,24,28,672,20,17,24,28,1.1764705882352942,0,1,57.31607907071532
10000,10000,20,500,500,24,28,672,20,17,24,28,1.1764705882352942,1,1,40.12125534950072
10000,10000,20,500,500,24,28,672,23,15,21,32,1.5333333333333334,0,1,57.31607907071532
10000,10000,20,500,500,24,28,672,23,15,21,32,1.5333333333333334,1,1,40.12125534950072
10000,10000,20,500,500,24,28,672,31,11,16,42,2.8181818181818183,0,1,57.31607907071532
10000,10000,20,500,500,24,28,672,31,11,16,42,2.8181818181818183,1,1,40.12125534950072
10000,10000,20,500,500,24,28,672,35,10,14,48,3.5,0,1,57.31607907071532
10000,10000,20,500,500,24,28,672,35,10,14,48,3.5,1,1,40.12125534950072
10000,10000,20,500,500,24,30,720,20,16,24,30,1.25,0,1,53.495007132667624
10000,10000,20,500,500,24,30,720,20,16,24,30,1.25,1,1,37.44650499286733
10000,10000,20,500,500,24,30,720,25,13,20,36,1.9230769230769231,0,1,53.495007132667624
10000,10000,20,500,500,24,30,720,25,13,20,36,1.9230769230769231,1,1,37.44650499286733
10000,10000,20,500,500,24,30,720,27,12,18,40,2.25,0,1,53.495007132667624
10000,10000,20,500,500,24,30,720,27,12,18,40,2.25,1,1,37.44650499286733
10000,10000,20,500,500,24,30,720,31,11,16,45,2.8181818181818183,0,1,53.495007132667624
10000,10000,20,500,500,24,30,720,31,11,16,45,2.8181818181818183,1,1,37.44650499286733
10000,10000,20,500,500,24,30,720,33,10,15,48,3.3,0,1,53.495007132667624
10000,10000,20,500,500,24,30,720,33,10,15,48,3.3,1,1,37.44650499286733
10000,10000,20,500,500,24,32,768,20,15,24,32,1.3333333333333333,0,1,50.1515691868759
10000,10000,20,500,500,24,32,768,20,15,24,32,1.3333333333333333,1,1,35.10609843081313
10000,10000,20,500,500,24,32,768,31,10,16,48,3.1,0,1,50.1515691868759
10000,10000,20,500,500,24,32,768,31,10,16,48,3.1,1,1,35.10609843081313
10000,10000,20,500,500,24,34,816,20,14,24,34,1.4285714285714286,0,1,47.20147688176555
10000,10000,20,500,500,24,34,816,20,14,24,34,1.4285714285714286,1,1,33.041033817235885
10000,10000,20,500,500,24,34,816,29,10,17,48,2.9,0,1,47.20147688176555
10000,10000,20,500,500,24,34,816,29,10,17,48,2.9,1,1,33.041033817235885
10000,10000,20,500,500,24,34,816,31,9,16,51,3.4444444444444446,0,1,47.20147688176555
10000,10000,20,500,500,24,34,816,31,9,16,51,3.4444444444444446,1,1,33.041033817235885
10000,10000,20,500,500,24,36,864,18,15,27,32,1.2,0,1,44.579172610556355
10000,10000,20,500,500,24,36,864,18,15,27,32,1.2,1,1,31.205420827389446
10000,10000,20,500,500,24,36,864,20,13,24,36,1.5384615384615385,0,1,44.579172610556355
10000,10000,20,500,500,24,36,864,20,13,24,36,1.5384615384615385,1,1,31.205420827389446
10000,10000,20,500,500,24,36,864,27,10,18,48,2.7,0,1,44.579172610556355
10000,10000,20,500,500,24,36,864,27,10,18,48,2.7,1,1,31.205420827389446
10000,10000,20,500,500,24,36,864,31,9,16,54,3.4444444444444446,0,1,44.579172610556355
10000,10000,20,500,500,24,36,864,31,9,16,54,3.4444444444444446,1,1,31.205420827389446
10000,10000,20,500,500,25,14,350,35,20,14,25,1.75,0,1,110.0468718157734
10000,10000,20,500,500,25,14,350,35,20,14,25,1.75,1,1,77.03281027104137
10000,10000,20,500,500,25,14,350,50,14,10,35,3.5714285714285716,0,1,110.0468718157734
10000,10000,20,500,500,25,14,350,50,14,10,35,3.5714285714285716,1,1,77.03281027104137
10000,10000,20,500,500,25,16,400,25,25,20,20,1.0,0,1,96.29101283880173
10000,10000,20,500,500,25,16,400,25,25,20,20,1.0,1,1,67.40370898716121
10000,10000,20,500,500,25,16,400,31,20,16,25,1.55,0,1,96.29101283880173
10000,10000,20,500,500,25,16,400,31,20,16,25,1.55,1,1,67.40370898716121
10000,10000,20,500,500,25,16,400,50,12,10,40,4.166666666666667,0,1,96.29101283880173
10000,10000,20,500,500,25,16,400,50,12,10,40,4.166666666666667,1,1,67.40370898716121
10000,10000,20,500,500,25,18,450,27,20,18,25,1.35,0,1,85.59201141226819
10000,10000,20,500,500,25,18,450,27,20,18,25,1.35,1,1,59.91440798858773
10000,10000,20,500,500,25,18,450,33,16,15,30,2.0625,0,1,85.59201141226819
10000,10000,20,500,500,25,18,450,33,16,15,30,2.0625,1,1,59.91440798858773
10000,10000,20,500,500,25,18,450,50,11,10,45,4.545454545454546,0,1,85.59201141226819
10000,10000,20,500,500,25,18,450,50,11,10,45,4.545454545454546,1,1,59.91440798858773
10000,10000,20,500,500,25,20,500,25,20,20,25,1.25,0,1,77.03281027104138
10000,10000,20,500,500,25,20,500,25,20,20,25,1.25,1,1,53.922967189728965
10000,10000,20,500,500,25,20,500,50,10,10,50,5.0,0,1,77.03281027104138
10000,10000,20,500,500,25,20,500,50,10,10,50,5.0,1,1,53.922967189728965
10000,10000,20,500,500,25,22,550,22,20,22,25,1.1,0,1,70.02982751912853
10000,10000,20,500,500,25,22,550,22,20,22,25,1.1,1,1,49.02087926338997
10000,10000,20,500,500,25,22,550,45,10,11,50,4.5,0,1,70.02982751912853
10000,10000,20,500,500,25,22,550,45,10,11,50,4.5,1,1,49.02087926338997
10000,10000,20,500,500,25,24,600,20,20,25,24,1.0,0,1,64.19400855920115
10000,10000,20,500,500,25,24,600,20,20,25,24,1.0,1,1,44.9358059914408
10000,10000,20,500,500,25,24,600,20,20,24,25,1.0,0,1,64.19400855920115
10000,10000,20,500,500,25,24,600,20,20,24,25,1.0,1,1,44.9358059914408
10000,10000,20,500,500,25,24,600,25,16,20,30,1.5625,0,1,64.19400855920115
10000,10000,20,500,500,25,24,600,25,16,20,30,1.5625,1,1,44.9358059914408
10000,10000,20,500,500,25,24,600,33,12,15,40,2.75,0,1,64.19400855920115
10000,10000,20,500,500,25,24,600,33,12,15,40,2.75,1,1,44.9358059914408
10000,10000,20,500,500,25,24,600,41,10,12,50,4.1,0,1,64.19400855920115
10000,10000,20,500,500,25,24,600,41,10,12,50,4.1,1,1,44.9358059914408
10000,10000,20,500,500,25,26,650,20,19,25,26,1.0526315789473684,0,1,59.256007900801066
10000,10000,20,500,500,25,26,650,20,19,25,26,1.0526315789473684,1,1,41.47920553056074
10000,10000,20,500,500,25,26,650,38,10,13,50,3.8,0,1,59.256007900801066
10000,10000,20,500,500,25,26,650,38,10,13,50,3.8,1,1,41.47920553056074
10000,10000,20,500,500,25,28,700,20,17,25,28,1.1764705882352942,0,1,55.0234359078867
10000,10000,20,500,500,25,28,700,20,17,25,28,1.1764705882352942,1,1,38.516405135520685
10000,10000,20,500,500,25,28,700,25,14,20,35,1.7857142857142858,0,1,55.0234359078867
10000,10000,20,500,500,25,28,700,25,14,20,35,1.7857142857142858,1,1,38.516405135520685
10000,10000,20,500,500,25,28,700,35,10,14,50,3.5,0,1,55.0234359078867
10000,10000,20,500,500,25,28,700,35,10,14,50,3.5,1,1,38.516405135520685
10000,10000,20,500,500,25,30,750,20,16,25,30,1.25,0,1,51.35520684736092
10000,10000,20,500,500,25,30,750,20,16,25,30,1.25,1,1,35.94864479315264
10000,10000,20,500,500,25,30,750,33,10,15,50,3.3,0,1,51.35520684736092
10000,10000,20,500,500,25,30,750,33,10,15,50,3.3,1,1,35.94864479315264
10000,10000,20,500,500,25,32,800,20,15,25,32,1.3333333333333333,0,1,48.14550641940087
10000,10000,20,500,500,25,32,800,20,15,25,32,1.3333333333333333,1,1,33.701854493580605
10000,10000,20,500,500,25,32,800,25,12,20,40,2.0833333333333335,0,1,48.14550641940087
10000,10000,20,500,500,25,32,800,25,12,20,40,2.0833333333333335,1,1,33.701854493580605
10000,10000,20,500,500,25,32,800,31,10,16,50,3.1,0,1,48.14550641940087
10000,10000,20,500,500,25,32,800,31,10,16,50,3.1,1,1,33.701854493580605
10000,10000,20,500,500,25,34,850,20,14,25,34,1.4285714285714286,0,1,45.313417806494925
10000,10000,20,500,500,25,34,850,20,14,25,34,1.4285714285714286,1,1,31.719392464546445
10000,10000,20,500,500,25,34,850,29,10,17,50,2.9,0,1,45.313417806494925
10000,10000,20,500,500,25,34,850,29,10,17,50,2.9,1,1,31.719392464546445
10000,10000,20,500,500,25,36,900,16,16,30,30,1.0,0,1,42.796005706134096
10000,10000,20,500,500,25,36,900,16,16,30,30,1.0,1,1,29.957203994293867
10000,10000,20,500,500,25,36,900,20,13,25,36,1.5384615384615385,0,1,42.796005706134096
10000,10000,20,500,500,25,36,900,20,13,25,36,1.5384615384615385,1,1,29.957203994293867
10000,10000,20,500,500,25,36,900,25,11,20,45,2.272727272727273,0,1,42.796005706134096
10000,10000,20,500,500,25,36,900,25,11,20,45,2.272727272727273,1,1,29.957203994293867
10000,10000,20,500,500,25,36,900,27,10,18,50,2.7,0,1,42.796005706134096
10000,10000,20,500,500,25,36,900,27,10,18,50,2.7,1,1,29.957203994293867
10000,10000,20,500,500,25,36,900,33,8,15,60,4.125,0,1,42.796005706134096
10000,10000,20,500,500,25,36,900,33,8,15,60,4.125,1,1,29.957203994293867
10000,10000,20,500,500,26,14,364,35,19,14,26,1.8421052631578947,0,1,105.81429982285904
10000,10000,20,500,500,26,14,364,35,19,14,26,1.8421052631578947,1,1,74.07000987600132
10000,10000,20,500,500,26,14,364,38,17,13,28,2.235294117647059,0,1,105.81429982285904
10000,10000,20,500,500,26,14,364,38,17,13,28,2.235294117647059,1,1,74.07000987600132
10000,10000,20,500,500,26,16,416,31,19,16,26,1.631578947368421,0,1,92.58751234500167
10000,10000,20,500,500,26,16,416,31,19,16,26,1.631578947368421,1,1,64.81125864150117
10000,10000,20,500,500,26,16,416,38,15,13,32,2.533333333333333,0,1,92.58751234500167
10000,10000,20,500,500,26,16,416,38,15,13,32,2.533333333333333,1,1,64.81125864150117
10000,10000,20,500,500,26,18,468,27,19,18,26,1.4210526315789473,0,1,82.30001097333482
10000,10000,20,500,500,26,18,468,27,19,18,26,1.4210526315789473,1,1,57.61000768133437
10000,10000,20,500,500,26,18,468,38,13,13,36,2.923076923076923,0,1,82.30001097333482
10000,10000,20,500,500,26,18,468,38,13,13,36,2.923076923076923,1,1,57.61000768133437
10000,10000,20,500,500,26,18,468,41,12,12,39,3.4166666666666665,0,1,82.30001097333482
10000,10000,20,500,500,26,18,468,41,12,12,39,3.4166666666666665,1,1,57.61000768133437
10000,10000,20,500,500,26,20,520,25,19,20,26,1.3157894736842106,0,1,74.07000987600134
10000,10000,20,500,500,26,20,520,25,19,20,26,1.3157894736842106,1,1,51.84900691320093
10000,10000,20,500,500,26,20,520,38,12,13,40,3.1666666666666665,0,1,74.07000987600134
10000,10000,20,500,500,26,20,520,38,12,13,40,3.1666666666666665,1,1,51.84900691320093
10000,10000,20,500,500,26,22,572,22,19,22,26,1.1578947368421053,0,1,67.33637261454666
10000,10000,20,500,500,26,22,572,22,19,22,26,1.1578947368421053,1,1,47.13546083018266
10000,10000,20,500,500,26,22,572,38,11,13,44,3.4545454545454546,0,1,67.33637261454666
10000,10000,20,500,500,26,22,572,38,11,13,44,3.4545454545454546,1,1,47.13546083018266
10000,10000,20,500,500,26,22,572,45,9,11,52,5.0,0,1,67.33637261454666
10000,10000,20,500,500,26,22,572,45,9,11,52,5.0,1,1,47.13546083018266
10000,10000,20,500,500,26,24,624,20,19,24,26,1.0526315789473684,0,1,61.72500823000111
10000,10000,20,500,500,26,24,624,20,19,24,26,1.0526315789473684,1,1,43.207505761000775
10000,10000,20,500,500,26,24,624,31,12,16,39,2.5833333333333335,0,1,61.72500823000111
10000,10000,20,500,500,26,24,624,31,12,16,39,2.5833333333333335,1,1,43.207505761000775
10000,10000,20,500,500,26,24,624,38,10,13,48,3.8,0,1,61.72500823000111
10000,10000,20,500,500,26,24,624,38,10,13,48,3.8,1,1,43.207505761000775
10000,10000,20,500,500,26,24,624,41,9,12,52,4.555555555555555,0,1,61.72500823000111
10000,10000,20,500,500,26,24,624,41,9,12,52,4.555555555555555,1,1,43.207505761000775
10000,10000,20,500,500,26,26,676,19,19,26,26,1.0,0,1,56.97693067384718
10000,10000,20,500,500,26,26,676,19,19,26,26,1.0,1,1,39.88385147169302
10000,10000,20,500,500,26,26,676,38,9,13,52,4.222222222222222,0,1,56.97693067384718
10000,10000,20,500,500,26,26,676,38,9,13,52,4.222222222222222,1,1,39.88385147169302
10000,10000,20,500,500,26,28,728,19,17,26,28,1.1176470588235294,0,1,52.90714991142952
10000,10000,20,500,500,26,28,728,19,17,26,28,1.1176470588235294,1,1,37.03500493800066
10000,10000,20,500,500,26,28,728,35,9,14,52,3.888888888888889,0,1,52.90714991142952
10000,10000,20,500,500,26,28,728,35,9,14,52,3.888888888888889,1,1,37.03500493800066
10000,10000,20,500,500,26,28,728,38,8,13,56,4.75,0,1,52.90714991142952
10000,10000,20,500,500,26,28,728,38,8,13,56,4.75,1,1,37.03500493800066
10000,10000,20,500,500,26,30,780,19,16,26,30,1.1875,0,1,49.38000658400089
10000,10000,20,500,500,26,30,780,19,16,26,30,1.1875,1,1,34.56600460880062
10000,10000,20,500,500,26,30,780,25,12,20,39,2.0833333333333335,0,1,49.38000658400089
10000,10000,20,500,500,26,30,780,25,12,20,39,2.0833333333333335,1,1,34.56600460880062
10000,10000,20,500,500,26,30,780,33,9,15,52,3.6666666666666665,0,1,49.38000658400089
10000,10000,20,500,500,26,30,780,33,9,15,52,3.6666666666666665,1,1,34.56600460880062
10000,10000,20,500,500,26,30,780,38,8,13,60,4.75,0,1,49.38000658400089
10000,10000,20,500,500,26,30,780,38,8,13,60,4.75,1,1,34.56600460880062
10000,10000,20,500,500,26,32,832,19,15,26,32,1.2666666666666666,0,1,46.293756172500835
10000,10000,20,500,500,26,32,832,19,15,26,32,1.2666666666666666,1,1,32.405629320750585
10000,10000,20,500,500,26,32,832,31,9,16,52,3.4444444444444446,0,1,46.293756172500835
10000,10000,20,500,500,26,32,832,31,9,16,52,3.4444444444444446,1,1,32.405629320750585
10000,10000,20,500,500,26,34,884,19,14,26,34,1.3571428571428572,0,1,43.57059404470666
10000,10000,20,500,500,26,34,884,19,14,26,34,1.3571428571428572,1,1,30.49941583129466
10000,10000,20,500,500,26,34,884,29,9,17,52,3.2222222222222223,0,1,43.57059404470666
10000,10000,20,500,500,26,34,884,29,9,17,52,3.2222222222222223,1,1,30.49941583129466
10000,10000,20,500,500,26,36,936,19,13,26,36,1.4615384615384615,0,1,41.15000548666741
10000,10000,20,500,500,26,36,936,19,13,26,36,1.4615384615384615,1,1,28.805003840667187
10000,10000,20,500,500,26,36,936,20,12,24,39,1.6666666666666667,0,1,41.15000548666741
10000,10000,20,500,500,26,36,936,20,12,24,39,1.6666666666666667,1,1,28.805003840667187
10000,10000,20,500,500,26,36,936,27,9,18,52,3.0,0,1,41.15000548666741
10000,10000,20,500,500,26,36,936,27,9,18,52,3.0,1,1,28.805003840667187
10000,10000,20,500,500,27,14,378,27,23,18,21,1.173913043478261,0,1,101.89525168127166
10000,10000,20,500,500,27,14,378,27,23,18,21,1.173913043478261,1,1,71.32667617689016
10000,10000,20,500,500,27,14,378,35,18,14,27,1.9444444444444444,0,1,101.89525168127166
10000,10000,20,500,500,27,14,378,35,18,14,27,1.9444444444444444,1,1,71.32667617689016
10000,10000,20,500,500,27,14,378,55,11,9,42,5.0,0,1,101.89525168127166
10000,10000,20,500,500,27,14,378,55,11,9,42,5.0,1,1,71.32667617689016
10000,10000,20,500,500,27,16,432,27,20,18,24,1.35,0,1,89.15834522111271
10000,10000,20,500,500,27,16,432,27,20,18,24,1.35,1,1,62.41084165477889
10000,10000,20,500,500,27,16,432,31,18,16,27,1.7222222222222223,0,1,89.15834522111271
10000,10000,20,500,500,27,16,432,31,18,16,27,1.7222222222222223,1,1,62.41084165477889
10000,10000,20,500,500,27,16,432,41,13,12,36,3.1538461538461537,0,1,89.15834522111271
10000,10000,20,500,500,27,16,432,41,13,12,36,3.1538461538461537,1,1,62.41084165477889
10000,10000,20,500,500,27,18,486,27,18,18,27,1.5,0,1,79.25186241876685
10000,10000,20,500,500,27,18,486,27,18,18,27,1.5,1,1,55.47630369313679
10000,10000,20,500,500,27,20,540,25,18,20,27,1.3888888888888888,0,1,71.32667617689017
10000,10000,20,500,500,27,20,540,25,18,20,27,1.3888888888888888,1,1,49.92867332382312
10000,10000,20,500,500,27,20,540,27,16,18,30,1.6875,0,1,71.32667617689017
10000,10000,20,500,500,27,20,540,27,16,18,30,1.6875,1,1,49.92867332382312
10000,10000,20,500,500,27,20,540,33,13,15,36,2.5384615384615383,0,1,71.32667617689017
10000,10000,20,500,500,27,20,540,33,13,15,36,2.5384615384615383,1,1,49.92867332382312
10000,10000,20,500,500,27,20,540,41,11,12,45,3.727272727272727,0,1,71.32667617689017
10000,10000,20,500,500,27,20,540,41,11,12,45,3.727272727272727,1,1,49.92867332382312
10000,10000,20,500,500,27,22,594,22,18,22,27,1.2222222222222223,0,1,64.84243288808197
10000,10000,20,500,500,27,22,594,22,18,22,27,1.2222222222222223,1,1,45.389703021657375
10000,10000,20,500,500,27,22,594,27,15,18,33,1.8,0,1,64.84243288808197
10000,10000,20,500,500,27,22,594,27,15,18,33,1.8,1,1,45.389703021657375
10000,10000,20,500,500,27,22,594,45,9,11,54,5.0,0,1,64.84243288808197
10000,10000,20,500,500,27,22,594,45,9,11,54,5.0,1,1,45.389703021657375
10000,10000,20,500,500,27,24,648,20,18,24,27,1.1111111111111112,0,1,59.438896814075136
10000,10000,20,500,500,27,24,648,20,18,24,27,1.1111111111111112,1,1,41.60722776985259
10000,10000,20,500,500,27,24,648,27,13,18,36,2.076923076923077,0,1,59.438896814075136
10000,10000,20,500,500,27,24,648,27,13,18,36,2.076923076923077,1,1,41.60722776985259
10000,10000,20,500,500,27,24,648,41,9,12,54,4.555555555555555,0,1,59.438896814075136
10000,10000,20,500,500,27,24,648,41,9,12,54,4.555555555555555,1,1,41.60722776985259
10000,10000,20,500,500,27,26,702,19,18,26,27,1.0555555555555556,0,1,54.86667398222321
10000,10000,20,500,500,27,26,702,19,18,26,27,1.0555555555555556,1,1,38.40667178755625
10000,10000,20,500,500,27,26,702,27,12,18,39,2.25,0,1,54.86667398222321
10000,10000,20,500,500,27,26,702,27,12,18,39,2.25,1,1,38.40667178755625
10000,10000,20,500,500,27,26,702,38,9,13,54,4.222222222222222,0,1,54.86667398222321
10000,10000,20,500,500,27,26,702,38,9,13,54,4.222222222222222,1,1,38.40667178755625
10000,10000,20,500,500,27,28,756,18,17,27,28,1.0588235294117647,0,1,50.94762584063583
10000,10000,20,500,500,27,28,756,18,17,27,28,1.0588235294117647,1,1,35.66333808844508
10000,10000,20,500,500,27,28,756,23,13,21,36,1.7692307692307692,0,1,50.94762584063583
10000,10000,20,500,500,27,28,756,23,13,21,36,1.7692307692307692,1,1,35.66333808844508
10000,10000,20,500,500,27,28,756,27,11,18,42,2.4545454545454546,0,1,50.94762584063583
10000,10000,20,500,500,27,28,756,27,11,18,42,2.4545454545454546,1,1,35.66333808844508
10000,10000,20,500,500,27,28,756,35,9,14,54,3.888888888888889,0,1,50.94762584063583
10000,10000,20,500,500,27,28,756,35,9,14,54,3.888888888888889,1,1,35.66333808844508
10000,10000,20,500,500,27,30,810,18,16,27,30,1.125,0,1,47.55111745126011
10000,10000,20,500,500,27,30,810,18,16,27,30,1.125,1,1,33.28578221588208
10000,10000,20,500,500,27,30,810,27,11,18,45,2.4545454545454546,0,1,47.55111745126011
10000,10000,20,500,500,27,30,810,27,11,18,45,2.4545454545454546,1,1,33.28578221588208
10000,10000,20,500,500,27,30,810,33,9,15,54,3.6666666666666665,0,1,47.55111745126011
10000,10000,20,500,500,27,30,810,33,9,15,54,3.6666666666666665,1,1,33.28578221588208
10000,10000,20,500,500,27,32,864,18,15,27,32,1.2,0,1,44.579172610556355
10000,10000,20,500,500,27,32,864,18,15,27,32,1.2,1,1,31.205420827389446
10000,10000,20,500,500,27,32,864,20,13,24,36,1.5384615384615385,0,1,44.579172610556355
10000,10000,20,500,500,27,32,864,20,13,24,36,1.5384615384615385,1,1,31.205420827389446
10000,10000,20,500,500,27,32,864,27,10,18,48,2.7,0,1,44.579172610556355
10000,10000,20,500,500,27,32,864,27,10,18,48,2.7,1,1,31.205420827389446
10000,10000,20,500,500,27,32,864,31,9,16,54,3.4444444444444446,0,1,44.579172610556355
10000,10000,20,500,500,27,32,864,31,9,16,54,3.4444444444444446,1,1,31.205420827389446
10000,10000,20,500,500,27,34,918,18,14,27,34,1.2857142857142858,0,1,41.95686833934716
10000,10000,20,500,500,27,34,918,18,14,27,34,1.2857142857142858,1,1,29.36980783754301
10000,10000,20,500,500,27,34,918,27,9,18,51,3.0,0,1,41.95686833934716
10000,10000,20,500,500,27,34,918,27,9,18,51,3.0,1,1,29.36980783754301
10000,10000,20,500,500,27,34,918,29,9,17,54,3.2222222222222223,0,1,41.95686833934716
10000,10000,20,500,500,27,34,918,29,9,17,54,3.2222222222222223,1,1,29.36980783754301
10000,10000,20,500,500,27,36,972,18,13,27,36,1.3846153846153846,0,1,39.625931209383424
10000,10000,20,500,500,27,36,972,18,13,27,36,1.3846153846153846,1,1,27.738151846568396
10000,10000,20,500,500,27,36,972,27,9,18,54,3.0,0,1,39.625931209383424
10000,10000,20,500,500,27,36,972,27,9,18,54,3.0,1,1,27.738151846568396
10000,10000,20,500,500,28,14,392,35,17,14,28,2.0588235294117645,0,1,98.25613554979768
10000,10000,20,500,500,28,14,392,35,17,14,28,2.0588235294117645,1,1,68.77929488485837
10000,10000,20,500,500,28,16,448,31,17,16,28,1.8235294117647058,0,1,85.97411860607298
10000,10000,20,500,500,28,16,448,31,17,16,28,1.8235294117647058,1,1,60.18188302425108
10000,10000,20,500,500,28,16,448,35,15,14,32,2.3333333333333335,0,1,85.97411860607298
10000,10000,20,500,500,28,16,448,35,15,14,32,2.3333333333333335,1,1,60.18188302425108
10000,10000,20,500,500,28,18,504,23,20,21,24,1.15,0,1,76.42143876095375
10000,10000,20,500,500,28,18,504,23,20,21,24,1.15,1,1,53.495007132667624
10000,10000,20,500,500,28,18,504,27,17,18,28,1.588235294117647,0,1,76.42143876095375
10000,10000,20,500,500,28,18,504,27,17,18,28,1.588235294117647,1,1,53.495007132667624
10000,10000,20,500,500,28,18,504,35,13,14,36,2.6923076923076925,0,1,76.42143876095375
10000,10000,20,500,500,28,18,504,35,13,14,36,2.6923076923076925,1,1,53.495007132667624
10000,10000,20,500,500,28,18,504,41,11,12,42,3.727272727272727,0,1,76.42143876095375
10000,10000,20,500,500,28,18,504,41,11,12,42,3.727272727272727,1,1,53.495007132667624
10000,10000,20,500,500,28,20,560,25,17,20,28,1.4705882352941178,0,1,68.77929488485837
10000,10000,20,500,500,28,20,560,25,17,20,28,1.4705882352941178,1,1,48.14550641940086
10000,10000,20,500,500,28,20,560,31,14,16,35,2.2142857142857144,0,1,68.77929488485837
10000,10000,20,500,500,28,20,560,31,14,16,35,2.2142857142857144,1,1,48.14550641940086
10000,10000,20,500,500,28,20,560,35,12,14,40,2.9166666666666665,0,1,68.77929488485837
10000,10000,20,500,500,28,20,560,35,12,14,40,2.9166666666666665,1,1,48.14550641940086
10000,10000,20,500,500,28,22,616,22,17,22,28,1.2941176470588236,0,1,62.52663171350762
10000,10000,20,500,500,28,22,616,22,17,22,28,1.2941176470588236,1,1,43.76864219945533
10000,10000,20,500,500,28,22,616,35,11,14,44,3.1818181818181817,0,1,62.52663171350762
10000,10000,20,500,500,28,22,616,35,11,14,44,3.1818181818181817,1,1,43.76864219945533
10000,10000,20,500,500,28,24,672,20,17,24,28,1.1764705882352942,0,1,57.31607907071532
10000,10000,20,500,500,28,24,672,20,17,24,28,1.1764705882352942,1,1,40.12125534950072
10000,10000,20,500,500,28,24,672,23,15,21,32,1.5333333333333334,0,1,57.31607907071532
10000,10000,20,500,500,28,24,672,23,15,21,32,1.5333333333333334,1,1,40.12125534950072
10000,10000,20,500,500,28,24,672,31,11,16,42,2.8181818181818183,0,1,57.31607907071532
10000,10000,20,500,500,28,24,672,31,11,16,42,2.8181818181818183,1,1,40.12125534950072
10000,10000,20,500,500,28,24,672,35,10,14,48,3.5,0,1,57.31607907071532
10000,10000,20,500,500,28,24,672,35,10,14,48,3.5,1,1,40.12125534950072
10000,10000,20,500,500,28,26,728,19,17,26,28,1.1176470588235294,0,1,52.90714991142952
10000,10000,20,500,500,28,26,728,19,17,26,28,1.1176470588235294,1,1,37.03500493800066
10000,10000,20,500,500,28,26,728,35,9,14,52,3.888888888888889,0,1,52.90714991142952
10000,10000,20,500,500,28,26,728,35,9,14,52,3.888888888888889,1,1,37.03500493800066
10000,10000,20,500,500,28,26,728,38,8,13,56,4.75,0,1,52.90714991142952
10000,10000,20,500,500,28,26,728,38,8,13,56,4.75,1,1,37.03500493800066
10000,10000,20,500,500,28,28,784,17,17,28,28,1.0,0,1,49.12806777489884
10000,10000,20,500,500,28,28,784,17,17,28,28,1.0,1,1,34.38964744242919
10000,10000,20,500,500,28,28,784,31,10,16,49,3.1,0,1,49.12806777489884
10000,10000,20,500,500,28,28,784,31,10,16,49,3.1,1,1,34.38964744242919
10000,10000,20,500,500,28,28,784,35,8,14,56,4.375,0,1,49.12806777489884
10000,10000,20,500,500,28,28,784,35,8,14,56,4.375,1,1,34.38964744242919
10000,10000,20,500,500,28,30,840,17,16,28,30,1.0625,0,1,45.85286325657225
10000,10000,20,500,500,28,30,840,17,16,28,30,1.0625,1,1,32.097004279600576
10000,10000,20,500,500,28,30,840,20,14,24,35,1.4285714285714286,0,1,45.85286325657225
10000,10000,20,500,500,28,30,840,20,14,24,35,1.4285714285714286,1,1,32.097004279600576
10000,10000,20,500,500,28,30,840,23,12,21,40,1.9166666666666667,0,1,45.85286325657225
10000,10000,20,500,500,28,30,840,23,12,21,40,1.9166666666666667,1,1,32.097004279600576
10000,10000,20,500,500,28,30,840,25,11,20,42,2.272727272727273,0,1,45.85286325657225
