epoch,train_loss,val_loss,val_mae,val_mre,val_mse
0,0.19936260504859815,,,,
1,0.07229763671820112,,,,
2,0.06698276609139477,,,,
3,0.06017551861220984,,,,
4,0.05525576373827543,,,,
5,0.0550650876974888,,,,
6,0.05662146080312112,,,,
7,0.05427652286625594,,,,
8,0.0545432782884982,,,,
9,0.04910987436342582,,,,
10,0.04829316154915652,,,,
11,0.048667918592905826,,,,
12,0.04841285255487016,,,,
13,0.04848896876170481,,,,
14,0.047373708156373005,,,,
15,0.04490252724740145,,,,
16,0.045664579339164624,,,,
17,0.04559333237555387,,,,
18,0.04348540397856733,,,,
19,0.04272442725236467,,,,
20,0.04165845113092189,,,,
21,0.04173782052410592,,,,
22,0.040580374905531354,,,,
23,0.04041677282182433,,,,
24,0.040498846267624726,,,,
25,0.04058545284820118,,,,
26,0.03943074995579479,,,,
27,0.0405185800842244,,,,
28,0.03885808100031434,,,,
29,0.039404178934131597,,,,
30,0.0406124478638601,,,,
31,0.03881956604401842,,,,
32,0.0397650817872809,,,,
33,0.038544436701767736,,,,
34,0.039840638956577655,,,,
35,0.03964983491846126,,,,
36,0.03956710323241117,,,,
37,0.03844984276860738,,,,
38,0.03857820188999176,,,,
39,0.038716729395681146,,,,
40,0.038543914362680995,,,,
41,0.038614392055024344,,,,
42,0.03815701109814129,,,,
43,0.038231590173227324,,,,
44,0.037315727859092276,,,,
45,0.03847732657494305,,,,
46,0.03773358354980139,,,,
47,0.03852841506930564,,,,
48,0.037621724281379644,,,,
49,0.03861446573065339,,,,
50,0.03799093240885426,,,,
51,0.0386295608316394,,,,
52,0.037313817761784836,,,,
53,0.03838984342444715,,,,
54,0.037151927171851236,,,,
55,0.03796192039174141,,,,
56,0.03732922120403043,,,,
57,0.038137373817052775,,,,
58,0.037240135544495616,,,,
59,0.03748905664210697,,,,
60,0.03766694702776216,,,,
61,0.03790706750729101,,,,
62,0.03672586328949002,,,,
63,0.03794249074922191,,,,
64,0.0376429834168592,,,,
65,0.03708588012516927,,,,
66,0.03708572294900743,,,,
67,0.03706720793418747,,,,
68,0.037328510219244646,,,,
69,0.036938601569306076,,,,
70,0.03784698434527829,,,,
71,0.037737831002516715,,,,
72,0.03710657193077554,,,,
73,0.037311057418370416,,,,
74,0.03673434434348731,,,,
75,0.03772140422399096,,,,
76,0.03670367039879449,,,,
77,0.03698278166321542,,,,
78,0.03718867474923031,,,,
79,0.03714153645107214,,,,
80,0.03721438209787547,,,,
81,0.03761750214048427,,,,
82,0.03622030873778913,,,,
83,0.036544498891281564,,,,
84,0.03678320079913242,,,,
85,0.036413525027336836,,,,
86,0.03681080575898397,,,,
87,0.03643586368869534,,,,
88,0.036974341389086604,,,,
89,0.03620969019519339,,,,
90,0.03637846059421841,,,,
91,0.03641352477348108,,,,
92,0.03627639676598336,,,,
93,0.03668474647552847,,,,
94,0.03615362939988966,,,,
95,0.03593254702554332,,,,
96,0.036144757701338626,,,,
97,0.036442226385898724,,,,
98,0.03594221056365281,,,,
99,0.03655227053594246,,,,
100,0.03603726689764064,,,,
101,0.0355413537823039,,,,
102,0.036213874244003845,,,,
103,0.0362787594091978,,,,
104,0.035739094331967744,,,,
105,0.035039799902078915,,,,
106,0.035557135846975035,,,,
107,0.035177030949283844,,,,
108,0.0348841696342976,,,,
109,0.03527884095778568,,,,
110,0.03503716949593249,,,,
111,0.03523586301323321,,,,
112,0.03535803580541405,,,,
113,0.03479375663764185,,,,
114,0.03532677601653037,,,,
115,0.03421801928221751,,,,
116,0.03521420169991555,,,,
117,0.035064780179545174,,,,
118,0.03523178698776437,,,,
119,0.03532312484353566,,,,
120,0.03526176696887119,,,,
121,0.03508842320579419,,,,
