epoch,train_loss,val_loss,val_mae,val_mre,val_mse
0,0.3309100354118595,,,,
1,0.053878271634237446,,,,
2,0.046745103226555444,,,,
3,0.04374624906275907,,,,
4,0.04199464457245549,,,,
5,0.04073296062376857,,,,
6,0.039586285428506555,,,,
7,0.038703521668526794,,,,
8,0.03814932522636766,,,,
9,0.03695533689628593,,,,
10,0.03667912233487781,,,,
11,0.03596350735496148,,,,
12,0.03525976320880085,,,,
13,0.034796811099443326,,,,
14,0.034533671514470836,,,,
15,0.034365364370147096,,,,
16,0.03421526900371279,,,,
17,0.03436389816713688,,,,
18,0.03409187885917074,,,,
19,0.034055841760743555,,,,
20,0.03395105612367556,,,,
21,0.03384980676926664,,,,
22,0.0336136958472298,,,,
23,0.033197945747171075,,,,
24,0.032843595762085946,,,,
25,0.03243241881224414,,,,
26,0.03223055405230242,,,,
27,0.03216581208327855,,,,
28,0.032030333904642064,,,,
29,0.03195019359053645,,,,
30,0.03199803306044689,,,,
31,0.03189974881986624,,,,
32,0.03192036016409925,,,,
33,0.03186452876760986,,,,
34,0.031882388539162934,,,,
35,0.03188762966533842,,,,
36,0.031639435631818036,,,,
37,0.031701998792559166,,,,
38,0.03161125495635407,,,,
39,0.031706777322146155,,,,
40,0.03153442784908637,,,,
41,0.031549309506575564,,,,
42,0.03142524964230892,,,,
43,0.0313203860630327,,,,
44,0.031258110815451955,,,,
45,0.031124594989481218,,,,
46,0.031067398168710587,,,,
47,0.031119826541937567,,,,
48,0.031029531940522947,,,,
49,0.03130346595311119,,,,
50,0.03115577354318014,,,,
51,0.031114729947639842,,,,
52,0.031121096297770632,,,,
53,0.031141045042936258,,,,
54,0.031136809476960067,,,,
55,0.03104503860129035,,,,
56,0.03110572098693327,,,,
57,0.031006051436138285,,,,
58,0.03097568572167688,,,,
59,0.030922688198559818,,,,
60,0.03101172098473726,,,,
61,0.031038521328824283,,,,
62,0.030902825595361474,,,,
63,0.030834784141370693,,,,
64,0.03091016037796001,,,,
65,0.03073578792778631,,,,
66,0.030891993579217576,,,,
67,0.03084761670360875,,,,
68,0.03075542745367404,,,,
69,0.030940801661818437,,,,
70,0.03091586757447869,,,,
71,0.030863888971869497,,,,
72,0.03087194946349248,,,,
73,0.030877754475864567,,,,
74,0.030838472329770147,,,,
75,0.03082033903084715,,,,
76,0.030841923797183778,,,,
77,0.030822422299146217,,,,
78,0.030864125895792002,,,,
79,0.030825557662701536,,,,
80,0.03086357426138562,,,,
81,0.030795317426783732,,,,
82,0.030831019795861107,,,,
83,0.030828587446306618,,,,
84,0.03070040875678684,,,,
85,0.030793083763412405,,,,
86,0.03074086956844323,,,,
87,0.030798742723557235,,,,
88,0.030760545524258207,,,,
89,0.030690184201999825,,,,
90,0.03079755791701954,,,,
91,0.030717598969847573,,,,
92,0.030679973713145268,,,,
93,0.030680478258421694,,,,
94,0.030514152436130485,,,,
95,0.030584823333271404,,,,
96,0.030548711220882006,,,,
97,0.030540106898419718,,,,
98,0.03049538996199792,,,,
99,0.03049091522229475,,,,
100,0.03062437428892333,,,,
101,0.030505873819969026,,,,
102,0.03053420964927737,,,,
103,0.03053820852778022,,,,
104,0.030551205985568146,,,,
105,0.030624991788571147,,,,
106,0.03042993581331002,,,,
107,0.030561367539499836,,,,
108,0.03040320161503836,,,,
109,0.030510921652864058,,,,
110,0.030486152020943617,,,,
111,0.03054003380509495,,,,
112,0.03046029966745644,,,,
113,0.030435305621822166,,,,
114,0.03052592976969543,,,,
115,0.030502095908607654,,,,
116,0.030374878779076936,,,,
117,0.030466095896393777,,,,
118,0.030525758516828157,,,,
119,0.03030374976205627,,,,
120,0.030477649776005075,,,,
121,0.03049030671981683,,,,
122,0.030402032299830586,,,,
123,0.0303955605950279,,,,
124,0.030464697892583024,,,,
125,0.0305683703664648,,,,
126,0.03036167267538306,,,,
127,0.030344404848164048,,,,
128,0.03042185725101326,,,,
129,0.030357318301336176,,,,
130,0.03031703571463228,,,,
131,0.030408899556527227,,,,
132,0.03043168924359187,,,,
133,0.03040727936627928,,,,
134,0.030338742044137793,,,,
135,0.03036329357609558,,,,
136,0.03050653786565845,,,,
137,0.030299554540264954,,,,
138,0.03031732591930155,,,,
139,0.030255688791038845,,,,
140,0.030329928382619768,,,,
141,0.030308327892227666,,,,
142,0.03037196639061917,,,,
143,0.0302368869218693,,,,
144,0.030358678443678257,,,,
145,0.030445027607824336,,,,
146,0.030297539981858312,,,,
147,0.030277356098240626,,,,
