epoch,train_loss,val_loss,val_mae,val_mre,val_mse
0,3.201716799736023,,,,
1,0.7904541220664978,,,,
2,0.38563893604278565,,,,
3,0.20405414640903474,,,,
4,0.168612920999527,,,,
5,0.14461947989463805,,,,
6,0.12246939671039582,,,,
7,0.10728893619775771,,,,
8,0.10463760226964951,,,,
9,0.11259251391887665,,,,
10,0.09080431377887725,,,,
11,0.09854233932495117,,,,
12,0.08742823338508605,,,,
13,0.08695538854598998,,,,
14,0.08037542951107025,,,,
15,0.08274634140729904,,,,
16,0.07895687663555145,,,,
17,0.07933938598632813,,,,
18,0.07806685537099839,,,,
19,0.0755494465827942,,,,
20,0.07875464171171188,,,,
21,0.07414988577365875,,,,
22,0.07172856795787812,,,,
23,0.08097952538728714,,,,
24,0.07009769141674042,,,,
25,0.07024612474441529,,,,
26,0.07604281836748124,,,,
27,0.07006583255529404,,,,
28,0.07099182122945785,,,,
29,0.06789921134710313,,,,
30,0.08278154820203781,,,,
31,0.07845264208316803,,,,
32,0.07107345819473267,,,,
33,0.0705227467417717,,,,
34,0.06318714773654938,,,,
35,0.06429747033119201,,,,
36,0.07280035489797593,,,,
37,0.0671285007596016,,,,
38,0.07585823726654052,,,,
39,0.06046215444803238,,,,
40,0.06966033095121384,,,,
41,0.06871669960021973,,,,
42,0.06625580507516861,,,,
43,0.06201621443033219,,,,
44,0.06249185138940811,,,,
45,0.06274417930841446,,,,
46,0.07866320139169693,,,,
47,0.061170744240283965,,,,
48,0.058883795380592345,,,,
49,0.058857086896896366,,,,
50,0.06460527884960175,,,,
51,0.05973411917686462,,,,
52,0.05814690977334976,,,,
53,0.059354465126991274,,,,
54,0.059304450929164886,,,,
55,0.056709473729133604,,,,
56,0.06839587289094926,,,,
57,0.05761013525724411,,,,
58,0.05332541269063949,,,,
59,0.0640068079829216,,,,
60,0.053867184460163114,,,,
61,0.05764729315042496,,,,
62,0.05279881101846695,,,,
63,0.063235211789608,,,,
64,0.06614942002296448,,,,
65,0.05962239956855774,,,,
66,0.058397330462932585,,,,
67,0.05543762332201004,,,,
68,0.0541738612651825,,,,
69,0.05240900784730911,,,,
70,0.05731597673892975,,,,
71,0.05323986256122589,,,,
72,0.059059718251228334,,,,
73,0.056132373571395874,,,,
74,0.0553689735531807,,,,
75,0.049600181341171265,,,,
76,0.050425570368766784,,,,
77,0.061552837312221526,,,,
78,0.059198249757289885,,,,
79,0.05246227359771728,,,,
80,0.05242235457897186,,,,
81,0.05819774979352951,,,,
82,0.0532014189362526,,,,
83,0.05358004361391067,,,,
84,0.05712884569168091,,,,
85,0.05237662509083748,,,,
86,0.05282420778274536,,,,
87,0.05591007304191589,,,,
88,0.052287766993045805,,,,
89,0.05232818147540092,,,,
90,0.049914044201374054,,,,
91,0.05042335066199303,,,,
92,0.05376537001132965,,,,
93,0.06588537472486496,,,,
94,0.052220331728458406,,,,
95,0.048925542652606964,,,,
96,0.054587369859218596,,,,
97,0.05768974041938782,,,,
98,0.05189139285683632,,,,
99,0.051505286633968354,,,,
100,0.054678339362144474,,,,
101,0.051539990484714505,,,,
102,0.05202658587694168,,,,
103,0.058757802218198776,,,,
104,0.049786941289901736,,,,
105,0.05989601999521255,,,,
106,0.0581581974029541,,,,
107,0.04887692958116532,,,,
108,0.047021108627319334,,,,
109,0.055121054619550705,,,,
110,0.051756402492523196,,,,
111,0.04964908969402313,,,,
112,0.060348754703998565,,,,
113,0.049266741275787354,,,,
114,0.04989266988635063,,,,
115,0.07361130067706108,,,,
116,0.05061359292268753,,,,
117,0.0561561154127121,,,,
118,0.0490843865275383,,,,
119,0.04984902554750442,,,,
120,0.05945066511631012,,,,
121,0.04986840039491654,,,,
122,0.05406915318965912,,,,
123,0.0523440033197403,,,,
